Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
38976,2023-06-13 00:00:00,635.84,252.0,50.0,1.0,0.0,30.0,49.0,2.0
38977,2023-06-13 01:00:00,670.85,300.0,50.0,0.0,4.0,19.0,47.0,2.0
38978,2023-06-13 02:00:00,652.35,300.0,50.0,0.0,20.0,18.0,44.0,2.0
38979,2023-06-13 03:00:00,628.9,335.0,52.0,1.0,46.0,18.0,46.0,2.0
38980,2023-06-13 04:00:00,560.1,367.0,53.0,0.0,126.0,21.0,47.0,2.0
38981,2023-06-13 05:00:00,477.87,402.0,52.0,0.0,257.0,31.0,52.0,2.0
38982,2023-06-13 06:00:00,416.04,408.0,53.0,0.0,380.0,46.0,52.0,2.0
38983,2023-06-13 07:00:00,381.12,408.0,53.0,0.0,465.0,58.0,51.0,2.0
38984,2023-06-13 08:00:00,356.01,382.0,53.0,0.0,506.0,63.0,47.0,2.0
38985,2023-06-13 09:00:00,353.45,388.0,55.0,0.0,523.0,66.0,43.0,2.0
38986,2023-06-13 10:00:00,348.35,379.0,55.0,0.0,526.0,67.0,43.0,2.0
38987,2023-06-13 11:00:00,347.95,373.0,55.0,0.0,518.0,66.0,46.0,2.0
38988,2023-06-13 12:00:00,361.25,390.0,54.0,0.0,496.0,66.0,50.0,2.0
38989,2023-06-13 13:00:00,385.97,398.0,54.0,0.0,436.0,58.0,55.0,2.0
38990,2023-06-13 14:00:00,429.68,399.0,55.0,0.0,332.0,48.0,59.0,2.0
38991,2023-06-13 15:00:00,504.72,397.0,53.0,0.0,200.0,32.0,62.0,2.0
38992,2023-06-13 16:00:00,599.36,384.0,53.0,0.0,83.0,18.0,61.0,2.0
38993,2023-06-13 17:00:00,657.07,401.0,54.0,0.0,32.0,16.0,62.0,2.0
38994,2023-06-13 18:00:00,678.64,398.0,47.0,0.0,12.0,18.0,62.0,2.0
38995,2023-06-13 19:00:00,681.52,387.0,43.0,0.0,1.0,25.0,62.0,2.0
38996,2023-06-13 20:00:00,680.42,384.0,46.0,0.0,0.0,26.0,61.0,2.0
38997,2023-06-13 21:00:00,671.1,337.0,45.0,0.0,0.0,23.0,61.0,2.0
38998,2023-06-13 22:00:00,664.73,324.0,43.0,0.0,0.0,27.0,58.0,2.0
38999,2023-06-13 23:00:00,654.76,300.0,45.0,0.0,0.0,30.0,54.0,2.0
