Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
43248,2023-12-08 00:00:00,489.49,432.0,57.0,0.0,0.0,117.0,108.0,1.0
43249,2023-12-08 01:00:00,486.73,419.0,56.0,0.0,0.0,118.0,104.0,1.0
43250,2023-12-08 02:00:00,490.05,419.0,53.0,1.0,0.0,109.0,108.0,1.0
43251,2023-12-08 03:00:00,489.17,419.0,54.0,1.0,0.0,112.0,106.0,1.0
43252,2023-12-08 04:00:00,501.23,430.0,54.0,0.0,0.0,101.0,107.0,1.0
43253,2023-12-08 05:00:00,530.77,504.0,52.0,0.0,0.0,91.0,111.0,1.0
43254,2023-12-08 06:00:00,537.0,510.0,51.0,1.0,0.0,84.0,111.0,1.0
43255,2023-12-08 07:00:00,539.26,499.0,52.0,1.0,1.0,74.0,112.0,1.0
43256,2023-12-08 08:00:00,549.97,514.0,53.0,0.0,1.0,70.0,108.0,1.0
43257,2023-12-08 09:00:00,571.41,605.0,53.0,0.0,3.0,65.0,113.0,1.0
43258,2023-12-08 10:00:00,578.5,590.0,53.0,1.0,3.0,53.0,109.0,1.0
43259,2023-12-08 11:00:00,586.81,603.0,54.0,1.0,3.0,44.0,110.0,1.0
43260,2023-12-08 12:00:00,589.06,578.0,53.0,0.0,1.0,39.0,108.0,1.0
43261,2023-12-08 13:00:00,588.67,584.0,51.0,1.0,0.0,42.0,108.0,1.0
43262,2023-12-08 14:00:00,581.23,561.0,51.0,1.0,0.0,49.0,104.0,1.0
43263,2023-12-08 15:00:00,581.94,611.0,52.0,1.0,0.0,57.0,110.0,1.0
43264,2023-12-08 16:00:00,585.58,643.0,53.0,1.0,0.0,60.0,111.0,1.0
43265,2023-12-08 17:00:00,567.39,563.0,55.0,1.0,0.0,63.0,108.0,1.0
43266,2023-12-08 18:00:00,534.26,440.0,52.0,1.0,0.0,69.0,100.0,1.0
43267,2023-12-08 19:00:00,519.99,395.0,50.0,1.0,0.0,66.0,101.0,1.0
43268,2023-12-08 20:00:00,504.67,365.0,48.0,0.0,0.0,70.0,102.0,1.0
43269,2023-12-08 21:00:00,519.89,387.0,48.0,0.0,0.0,62.0,103.0,1.0
43270,2023-12-08 22:00:00,509.89,365.0,48.0,0.0,0.0,65.0,101.0,1.0
43271,2023-12-08 23:00:00,547.79,472.0,49.0,0.0,0.0,58.0,109.0,1.0
