UTC time,nat_gas,nuclear,oil,solar,other
2023-05-17 00:00:00,14958.0,3709.0,0.0,356.0,3332.0
2023-05-17 01:00:00,14962.0,3719.0,0.0,0.0,3123.0
2023-05-17 02:00:00,14234.0,3721.0,0.0,0.0,2863.0
2023-05-17 03:00:00,12483.0,3720.0,0.0,0.0,2564.0
2023-05-17 04:00:00,10371.0,3716.0,0.0,0.0,2454.0
2023-05-17 05:00:00,8796.0,3718.0,0.0,0.0,2409.0
2023-05-17 06:00:00,7864.0,3718.0,0.0,0.0,2381.0
2023-05-17 07:00:00,7039.0,3718.0,0.0,0.0,2375.0
2023-05-17 08:00:00,6484.0,3723.0,0.0,0.0,2390.0
2023-05-17 09:00:00,6292.0,3726.0,0.0,0.0,2375.0
2023-05-17 10:00:00,6543.0,3727.0,0.0,0.0,2470.0
2023-05-17 11:00:00,7496.0,3728.0,0.0,0.0,2502.0
2023-05-17 12:00:00,7976.0,3729.0,0.0,345.0,2558.0
2023-05-17 13:00:00,8451.0,3729.0,0.0,1455.0,2645.0
2023-05-17 14:00:00,9277.0,3730.0,0.0,2417.0,2658.0
2023-05-17 15:00:00,10220.0,3731.0,0.0,3120.0,2654.0
2023-05-17 16:00:00,11491.0,3731.0,0.0,3368.0,2654.0
2023-05-17 17:00:00,12785.0,3728.0,0.0,3392.0,2657.0
2023-05-17 18:00:00,13980.0,3726.0,0.0,3178.0,2641.0
2023-05-17 19:00:00,14208.0,3723.0,0.0,3220.0,2773.0
2023-05-17 20:00:00,13708.0,3725.0,0.0,3076.0,2931.0
2023-05-17 21:00:00,13663.0,3720.0,0.0,2736.0,2861.0
2023-05-17 22:00:00,14094.0,3721.0,0.0,2005.0,2785.0
2023-05-17 23:00:00,14367.0,3724.0,0.0,1222.0,2760.0
