UTC time,nat_gas,nuclear,oil,solar,other
2023-08-25 00:00:00,15156.0,3709.0,0.0,261.0,4190.0
2023-08-25 01:00:00,14834.0,3708.0,0.0,29.0,4086.0
2023-08-25 02:00:00,13854.0,3708.0,0.0,28.0,3916.0
2023-08-25 03:00:00,12687.0,3707.0,0.0,28.0,3761.0
2023-08-25 04:00:00,11319.0,3707.0,0.0,28.0,3369.0
2023-08-25 05:00:00,10103.0,3705.0,0.0,28.0,3037.0
2023-08-25 06:00:00,9052.0,3710.0,0.0,28.0,2800.0
2023-08-25 07:00:00,8356.0,3714.0,0.0,28.0,2633.0
2023-08-25 08:00:00,7716.0,3716.0,0.0,28.0,2619.0
2023-08-25 09:00:00,7517.0,3719.0,0.0,28.0,2623.0
2023-08-25 10:00:00,7924.0,3720.0,0.0,28.0,2629.0
2023-08-25 11:00:00,8776.0,3722.0,0.0,28.0,2646.0
2023-08-25 12:00:00,9059.0,3725.0,0.0,165.0,2636.0
2023-08-25 13:00:00,9355.0,3725.0,0.0,1207.0,2679.0
2023-08-25 14:00:00,9840.0,3723.0,0.0,2581.0,2764.0
2023-08-25 15:00:00,10620.0,3722.0,0.0,3474.0,2982.0
2023-08-25 16:00:00,11311.0,3718.0,0.0,3921.0,3434.0
2023-08-25 17:00:00,12272.0,3717.0,0.0,4171.0,3701.0
2023-08-25 18:00:00,13582.0,3715.0,0.0,4238.0,3640.0
2023-08-25 19:00:00,14514.0,3712.0,0.0,4205.0,3729.0
2023-08-25 20:00:00,15026.0,3709.0,0.0,4045.0,4051.0
2023-08-25 21:00:00,15672.0,3707.0,0.0,3527.0,4380.0
2023-08-25 22:00:00,15857.0,3707.0,0.0,2785.0,4791.0
2023-08-25 23:00:00,15926.0,3705.0,0.0,1565.0,5039.0
