UTC time,nat_gas,nuclear,oil,solar,other
2023-03-21 00:00:00,8634.0,3745.0,0.0,201.0,1765.0
2023-03-21 01:00:00,8803.0,3750.0,0.0,0.0,1873.0
2023-03-21 02:00:00,8200.0,3744.0,0.0,0.0,1790.0
2023-03-21 03:00:00,7173.0,3755.0,0.0,0.0,1782.0
2023-03-21 04:00:00,5989.0,3765.0,0.0,0.0,1735.0
2023-03-21 05:00:00,5165.0,3765.0,0.0,0.0,1420.0
2023-03-21 06:00:00,4592.0,3765.0,0.0,0.0,1378.0
2023-03-21 07:00:00,4295.0,3771.0,0.0,0.0,1375.0
2023-03-21 08:00:00,4205.0,3779.0,0.0,0.0,1410.0
2023-03-21 09:00:00,4365.0,3779.0,0.0,0.0,1427.0
2023-03-21 10:00:00,5034.0,3780.0,0.0,0.0,1532.0
2023-03-21 11:00:00,6243.0,3782.0,0.0,0.0,1762.0
2023-03-21 12:00:00,7328.0,3780.0,0.0,22.0,1870.0
2023-03-21 13:00:00,7182.0,3780.0,0.0,838.0,1827.0
2023-03-21 14:00:00,6247.0,3780.0,0.0,2468.0,1574.0
2023-03-21 15:00:00,5588.0,3780.0,0.0,3546.0,1374.0
2023-03-21 16:00:00,5167.0,3779.0,0.0,4013.0,1373.0
2023-03-21 17:00:00,5231.0,3779.0,0.0,3880.0,1529.0
2023-03-21 18:00:00,5458.0,3778.0,0.0,3832.0,1475.0
2023-03-21 19:00:00,5773.0,3777.0,0.0,3835.0,1404.0
2023-03-21 20:00:00,6142.0,3777.0,0.0,3851.0,1445.0
2023-03-21 21:00:00,6854.0,3776.0,0.0,3410.0,1548.0
2023-03-21 22:00:00,7799.0,3772.0,0.0,2581.0,1646.0
2023-03-21 23:00:00,8891.0,3773.0,0.0,1276.0,1693.0
