UTC time,nat_gas,nuclear,oil,solar,other
2023-10-06 00:00:00,14995.0,2855.0,0.0,0.0,5033.0
2023-10-06 01:00:00,14530.0,2853.0,0.0,0.0,4651.0
2023-10-06 02:00:00,13798.0,2852.0,0.0,0.0,4132.0
2023-10-06 03:00:00,12367.0,2855.0,0.0,0.0,4007.0
2023-10-06 04:00:00,10617.0,2855.0,0.0,0.0,3675.0
2023-10-06 05:00:00,9371.0,2856.0,0.0,0.0,3411.0
2023-10-06 06:00:00,8366.0,2855.0,0.0,0.0,3294.0
2023-10-06 07:00:00,7640.0,2856.0,0.0,0.0,3259.0
2023-10-06 08:00:00,7151.0,2857.0,0.0,0.0,3259.0
2023-10-06 09:00:00,6966.0,2858.0,0.0,0.0,3278.0
2023-10-06 10:00:00,7359.0,2859.0,0.0,0.0,3319.0
2023-10-06 11:00:00,8312.0,2857.0,0.0,0.0,3225.0
2023-10-06 12:00:00,8931.0,2859.0,0.0,39.0,3383.0
2023-10-06 13:00:00,9273.0,2857.0,0.0,687.0,3414.0
2023-10-06 14:00:00,10049.0,2857.0,0.0,1526.0,3402.0
2023-10-06 15:00:00,10746.0,2858.0,0.0,2277.0,3732.0
2023-10-06 16:00:00,11626.0,2857.0,0.0,2691.0,3890.0
2023-10-06 17:00:00,12352.0,2857.0,0.0,3077.0,4014.0
2023-10-06 18:00:00,13305.0,2857.0,0.0,3208.0,4031.0
2023-10-06 19:00:00,14096.0,2857.0,0.0,3060.0,4218.0
2023-10-06 20:00:00,14568.0,2855.0,0.0,2910.0,4356.0
2023-10-06 21:00:00,14757.0,2854.0,0.0,2308.0,4671.0
2023-10-06 22:00:00,15069.0,2852.0,0.0,1505.0,4634.0
2023-10-06 23:00:00,15235.0,2850.0,0.0,374.0,4492.0
