UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-02-20 00:00:00,2024-07-17 00:00:00,3.1,4.320950152709012,295.43157686103643,290.46828328445787,402.3670281441475,0.0061227521411462,13826.33019,2740.30243,0.11033,759.92264
2023-02-20 01:00:00,2024-07-17 00:00:00,3.1,4.428069481234881,294.6003079570339,291.2808658065461,0.0,0.0168120529077069,13308.41049,2737.60246,0.0,744.63662
2023-02-20 02:00:00,2024-07-17 00:00:00,3.1,4.428069481234881,294.6003079570339,291.2808658065461,0.0,0.0168120529077069,12537.87009,2739.17555,0.0,749.40974
2023-02-20 03:00:00,2024-07-17 00:00:00,3.1,4.428069481234881,294.6003079570339,291.2808658065461,0.0,0.0168120529077069,11541.56846,2737.61591,0.02027,780.07179
2023-02-20 04:00:00,2024-07-17 00:00:00,3.1,4.4563714498765234,293.8789790670513,291.07734548196686,0.0,0.0298730849002496,10310.76643,2734.85645,0.0,770.91515
2023-02-20 05:00:00,2024-07-17 00:00:00,3.1,4.4563714498765234,293.8789790670513,291.07734548196686,0.0,0.0298730849002496,9030.689,2735.22239,0.0,711.07613
2023-02-20 06:00:00,2024-07-17 00:00:00,3.1,4.4563714498765234,293.8789790670513,291.07734548196686,0.0,0.0298730849002496,7893.95427,2741.47038,0.00229,631.75163
2023-02-20 07:00:00,2024-07-17 00:00:00,3.1,4.446497574163191,293.53453905466733,291.08799197469807,0.0,0.005757737860173,6817.6171,2742.62394,0.13808,548.80742
2023-02-20 08:00:00,2024-07-17 00:00:00,3.1,4.446497574163191,293.53453905466733,291.08799197469807,0.0,0.005757737860173,6483.80191,2747.22895,0.05912,526.37552
2023-02-20 09:00:00,2024-07-17 00:00:00,3.1,4.446497574163191,293.53453905466733,291.08799197469807,0.0,0.005757737860173,5891.0387,2739.64136,0.0,518.83051
2023-02-20 10:00:00,2024-07-17 00:00:00,3.1,4.222328594917993,293.55142891557693,291.11024132437143,0.0119850732823739,0.0182099623886225,5882.10761,2735.12394,0.00039,550.21326
2023-02-20 11:00:00,2024-07-17 00:00:00,3.1,4.222328594917993,293.55142891557693,291.11024132437143,0.0119850732823739,0.0182099623886225,6176.88353,2748.6382,0.0,526.56257
