UTC time,coal,nat_gas,oil,hydro,solar,wind
2023-05-21 00:00:00,697.0,21.0,58.0,589.0,66.0,237.0
2023-05-21 01:00:00,1026.0,23.0,58.0,595.0,43.0,231.0
2023-05-21 02:00:00,1104.0,28.0,60.0,590.0,10.0,232.0
2023-05-21 03:00:00,1096.0,28.0,59.0,589.0,2.0,232.0
2023-05-21 04:00:00,945.0,22.0,59.0,588.0,0.0,153.0
2023-05-21 05:00:00,838.0,32.0,59.0,590.0,0.0,111.0
2023-05-21 06:00:00,733.0,26.0,59.0,592.0,0.0,58.0
2023-05-21 07:00:00,611.0,21.0,60.0,586.0,0.0,36.0
2023-05-21 08:00:00,445.0,14.0,60.0,585.0,0.0,16.0
2023-05-21 09:00:00,412.0,20.0,60.0,571.0,0.0,15.0
2023-05-21 10:00:00,409.0,21.0,59.0,578.0,0.0,7.0
2023-05-21 11:00:00,411.0,19.0,60.0,577.0,0.0,1.0
2023-05-21 12:00:00,410.0,19.0,60.0,580.0,0.0,8.0
2023-05-21 13:00:00,423.0,17.0,60.0,586.0,9.0,6.0
2023-05-21 14:00:00,509.0,15.0,60.0,589.0,48.0,8.0
2023-05-21 15:00:00,454.0,17.0,60.0,588.0,78.0,2.0
2023-05-21 16:00:00,416.0,16.0,60.0,588.0,90.0,1.0
2023-05-21 17:00:00,413.0,16.0,61.0,590.0,93.0,5.0
2023-05-21 18:00:00,415.0,17.0,61.0,589.0,94.0,5.0
2023-05-21 19:00:00,410.0,16.0,60.0,591.0,93.0,3.0
2023-05-21 20:00:00,411.0,19.0,59.0,591.0,94.0,7.0
2023-05-21 21:00:00,447.0,10.0,58.0,591.0,94.0,38.0
2023-05-21 22:00:00,460.0,18.0,59.0,592.0,87.0,21.0
2023-05-21 23:00:00,529.0,19.0,57.0,589.0,71.0,30.0
