Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
42288,2023-10-29 00:00:00,2024-07-17 00:00:00,3.1,447.92,827.0,163.0,55.0,340.0,6.0,410.0
42289,2023-10-29 01:00:00,2024-07-17 00:00:00,3.1,436.63,826.0,185.0,55.0,336.0,0.0,469.0
42290,2023-10-29 02:00:00,2024-07-17 00:00:00,3.1,436.52,825.0,184.0,58.0,336.0,0.0,470.0
42291,2023-10-29 03:00:00,2024-07-17 00:00:00,3.1,434.31,825.0,185.0,60.0,339.0,0.0,478.0
42292,2023-10-29 04:00:00,2024-07-17 00:00:00,3.1,431.26,822.0,187.0,58.0,334.0,0.0,493.0
42293,2023-10-29 05:00:00,2024-07-17 00:00:00,3.1,432.07,824.0,188.0,59.0,339.0,0.0,487.0
42294,2023-10-29 06:00:00,2024-07-17 00:00:00,3.1,440.69,832.0,187.0,59.0,342.0,0.0,453.0
42295,2023-10-29 07:00:00,2024-07-17 00:00:00,3.1,450.54,861.0,184.0,59.0,337.0,0.0,440.0
42296,2023-10-29 08:00:00,2024-07-17 00:00:00,3.1,452.32,947.0,182.0,59.0,341.0,0.0,500.0
42297,2023-10-29 09:00:00,2024-07-17 00:00:00,3.1,454.3,949.0,186.0,59.0,344.0,0.0,490.0
42298,2023-10-29 10:00:00,2024-07-17 00:00:00,3.1,453.37,955.0,185.0,61.0,343.0,0.0,501.0
42299,2023-10-29 11:00:00,2024-07-17 00:00:00,3.1,476.21,990.0,186.0,62.0,347.0,0.0,423.0
42300,2023-10-29 12:00:00,2024-07-17 00:00:00,3.1,509.2,1133.0,183.0,61.0,345.0,0.0,381.0
42301,2023-10-29 13:00:00,2024-07-17 00:00:00,3.1,515.35,1229.0,183.0,60.0,341.0,0.0,417.0
42302,2023-10-29 14:00:00,2024-07-17 00:00:00,3.1,537.59,1385.0,185.0,58.0,346.0,0.0,401.0
42303,2023-10-29 15:00:00,2024-07-17 00:00:00,3.1,545.0,1409.0,184.0,58.0,346.0,8.0,373.0
42304,2023-10-29 16:00:00,2024-07-17 00:00:00,3.1,564.67,1482.0,186.0,57.0,344.0,29.0,304.0
42305,2023-10-29 17:00:00,2024-07-17 00:00:00,3.1,554.01,1503.0,183.0,58.0,345.0,45.0,346.0
42306,2023-10-29 18:00:00,2024-07-17 00:00:00,3.1,545.9,1495.0,183.0,59.0,343.0,51.0,376.0
42307,2023-10-29 19:00:00,2024-07-17 00:00:00,3.1,553.24,1492.0,180.0,58.0,347.0,53.0,335.0
42308,2023-10-29 20:00:00,2024-07-17 00:00:00,3.1,558.62,1492.0,181.0,58.0,345.0,59.0,307.0
42309,2023-10-29 21:00:00,2024-07-17 00:00:00,3.1,522.81,1410.0,166.0,58.0,348.0,70.0,418.0
42310,2023-10-29 22:00:00,2024-07-17 00:00:00,3.1,426.3,860.0,100.0,60.0,349.0,75.0,456.0
42311,2023-10-29 23:00:00,2024-07-17 00:00:00,3.1,415.44,805.0,185.0,58.0,349.0,57.0,483.0
