UTC time,coal,nat_gas,hydro,solar,wind,biomass,unknown
2023-03-03 00:00:00,317.0,65.0,1.0,0.0,190.0,66.0,1.0
2023-03-03 01:00:00,318.0,66.0,1.0,0.0,165.0,73.0,1.0
2023-03-03 02:00:00,320.0,66.0,1.0,0.0,165.0,82.0,1.0
2023-03-03 03:00:00,373.0,65.0,1.0,0.0,156.0,84.0,1.0
2023-03-03 04:00:00,400.0,66.0,1.0,1.0,157.0,83.0,1.0
2023-03-03 05:00:00,462.0,67.0,1.0,7.0,165.0,85.0,1.0
2023-03-03 06:00:00,525.0,68.0,1.0,45.0,146.0,90.0,1.0
2023-03-03 07:00:00,537.0,65.0,1.0,123.0,145.0,89.0,1.0
2023-03-03 08:00:00,536.0,65.0,1.0,179.0,142.0,88.0,1.0
2023-03-03 09:00:00,413.0,65.0,1.0,232.0,141.0,85.0,1.0
2023-03-03 10:00:00,398.0,64.0,1.0,259.0,136.0,85.0,1.0
2023-03-03 11:00:00,422.0,65.0,1.0,259.0,135.0,82.0,1.0
2023-03-03 12:00:00,440.0,66.0,1.0,227.0,138.0,82.0,1.0
2023-03-03 13:00:00,451.0,65.0,1.0,142.0,117.0,83.0,1.0
2023-03-03 14:00:00,455.0,67.0,1.0,48.0,129.0,83.0,1.0
2023-03-03 15:00:00,454.0,64.0,1.0,8.0,128.0,82.0,1.0
2023-03-03 16:00:00,481.0,65.0,1.0,1.0,146.0,82.0,1.0
2023-03-03 17:00:00,416.0,64.0,1.0,0.0,140.0,77.0,1.0
2023-03-03 18:00:00,398.0,64.0,1.0,0.0,187.0,77.0,1.0
2023-03-03 19:00:00,348.0,63.0,1.0,0.0,188.0,71.0,1.0
2023-03-03 20:00:00,332.0,62.0,1.0,0.0,189.0,63.0,1.0
2023-03-03 21:00:00,330.0,65.0,1.0,0.0,204.0,61.0,1.0
2023-03-03 22:00:00,322.0,66.0,1.0,0.0,198.0,61.0,1.0
2023-03-03 23:00:00,319.0,65.0,1.0,0.0,190.0,63.0,1.0
