Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
41736,2023-10-06 00:00:00,2024-07-17 00:00:00,3.1,79.49,0.0,68.0,0.0,0.0,213.0,48.0,2.0
41737,2023-10-06 01:00:00,2024-07-17 00:00:00,3.1,83.64,0.0,69.0,1.0,0.0,197.0,50.0,2.0
41738,2023-10-06 02:00:00,2024-07-17 00:00:00,3.1,94.61,0.0,69.0,1.0,0.0,154.0,56.0,2.0
41739,2023-10-06 03:00:00,2024-07-17 00:00:00,3.1,97.52,0.0,67.0,1.0,0.0,128.0,68.0,2.0
41740,2023-10-06 04:00:00,2024-07-17 00:00:00,3.1,95.02,0.0,67.0,1.0,6.0,125.0,72.0,2.0
41741,2023-10-06 05:00:00,2024-07-17 00:00:00,3.1,78.01,0.0,69.0,1.0,82.0,116.0,72.0,2.0
41742,2023-10-06 06:00:00,2024-07-17 00:00:00,3.1,54.66,0.0,65.0,1.0,236.0,86.0,71.0,2.0
41743,2023-10-06 07:00:00,2024-07-17 00:00:00,3.1,38.75,0.0,59.0,1.0,381.0,82.0,68.0,2.0
41744,2023-10-06 08:00:00,2024-07-17 00:00:00,3.1,26.41,0.0,42.0,1.0,446.0,76.0,65.0,2.0
41745,2023-10-06 09:00:00,2024-07-17 00:00:00,3.1,25.08,0.0,40.0,1.0,453.0,79.0,61.0,2.0
41746,2023-10-06 10:00:00,2024-07-17 00:00:00,3.1,31.41,0.0,48.0,1.0,411.0,83.0,57.0,2.0
41747,2023-10-06 11:00:00,2024-07-17 00:00:00,3.1,44.61,0.0,62.0,1.0,325.0,93.0,57.0,2.0
41748,2023-10-06 12:00:00,2024-07-17 00:00:00,3.1,51.51,0.0,69.0,1.0,261.0,124.0,61.0,2.0
41749,2023-10-06 13:00:00,2024-07-17 00:00:00,3.1,62.91,0.0,70.0,1.0,159.0,133.0,65.0,2.0
41750,2023-10-06 14:00:00,2024-07-17 00:00:00,3.1,82.72,0.0,70.0,1.0,44.0,145.0,65.0,2.0
41751,2023-10-06 15:00:00,2024-07-17 00:00:00,3.1,84.11,0.0,71.0,1.0,3.0,180.0,69.0,2.0
41752,2023-10-06 16:00:00,2024-07-17 00:00:00,3.1,69.66,0.0,69.0,1.0,1.0,245.0,65.0,2.0
41753,2023-10-06 17:00:00,2024-07-17 00:00:00,3.1,64.44,0.0,69.0,1.0,2.0,278.0,62.0,2.0
41754,2023-10-06 18:00:00,2024-07-17 00:00:00,3.1,62.64,0.0,68.0,1.0,1.0,297.0,51.0,2.0
41755,2023-10-06 19:00:00,2024-07-17 00:00:00,3.1,63.27,0.0,67.0,0.0,0.0,290.0,51.0,2.0
41756,2023-10-06 20:00:00,2024-07-17 00:00:00,3.1,67.66,0.0,64.0,0.0,1.0,249.0,51.0,2.0
41757,2023-10-06 21:00:00,2024-07-17 00:00:00,3.1,80.2,0.0,63.0,0.0,0.0,197.0,43.0,2.0
41758,2023-10-06 22:00:00,2024-07-17 00:00:00,3.1,75.99,0.0,62.0,0.0,0.0,216.0,37.0,2.0
41759,2023-10-06 23:00:00,2024-07-17 00:00:00,3.1,79.0,0.0,65.0,0.0,0.0,215.0,37.0,2.0
