Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
35304,2023-01-11 00:00:00,2024-07-17 00:00:00,3.1,535.72,356.0,61.0,0.0,0.0,150.0,65.0,1.0
35305,2023-01-11 01:00:00,2024-07-17 00:00:00,3.1,539.39,362.0,65.0,0.0,0.0,149.0,64.0,1.0
35306,2023-01-11 02:00:00,2024-07-17 00:00:00,3.1,540.71,366.0,66.0,0.0,0.0,150.0,63.0,1.0
35307,2023-01-11 03:00:00,2024-07-17 00:00:00,3.1,544.7,359.0,67.0,0.0,0.0,145.0,57.0,1.0
35308,2023-01-11 04:00:00,2024-07-17 00:00:00,3.1,551.44,407.0,67.0,0.0,0.0,161.0,57.0,1.0
35309,2023-01-11 05:00:00,2024-07-17 00:00:00,3.1,580.15,531.0,66.0,0.0,0.0,168.0,74.0,1.0
35310,2023-01-11 06:00:00,2024-07-17 00:00:00,3.1,583.0,555.0,64.0,0.0,0.0,171.0,79.0,1.0
35311,2023-01-11 07:00:00,2024-07-17 00:00:00,3.1,567.76,517.0,64.0,0.0,3.0,176.0,77.0,1.0
35312,2023-01-11 08:00:00,2024-07-17 00:00:00,3.1,545.91,467.0,64.0,0.0,10.0,181.0,72.0,1.0
35313,2023-01-11 09:00:00,2024-07-17 00:00:00,3.1,537.53,489.0,63.0,0.0,17.0,199.0,72.0,1.0
35314,2023-01-11 10:00:00,2024-07-17 00:00:00,3.1,506.17,429.0,63.0,0.0,20.0,212.0,71.0,1.0
35315,2023-01-11 11:00:00,2024-07-17 00:00:00,3.1,514.26,463.0,65.0,0.0,17.0,222.0,72.0,1.0
35316,2023-01-11 12:00:00,2024-07-17 00:00:00,3.1,518.84,467.0,63.0,0.0,10.0,224.0,71.0,1.0
35317,2023-01-11 13:00:00,2024-07-17 00:00:00,3.1,505.71,443.0,64.0,0.0,3.0,238.0,70.0,1.0
35318,2023-01-11 14:00:00,2024-07-17 00:00:00,3.1,490.85,418.0,63.0,0.0,0.0,249.0,70.0,1.0
35319,2023-01-11 15:00:00,2024-07-17 00:00:00,3.1,487.07,411.0,63.0,0.0,0.0,251.0,69.0,1.0
35320,2023-01-11 16:00:00,2024-07-17 00:00:00,3.1,497.71,451.0,64.0,0.0,0.0,259.0,71.0,1.0
35321,2023-01-11 17:00:00,2024-07-17 00:00:00,3.1,475.67,381.0,64.0,0.0,0.0,252.0,62.0,1.0
35322,2023-01-11 18:00:00,2024-07-17 00:00:00,3.1,466.4,356.0,62.0,0.0,0.0,249.0,60.0,1.0
35323,2023-01-11 19:00:00,2024-07-17 00:00:00,3.1,466.71,354.0,63.0,0.0,0.0,247.0,60.0,1.0
35324,2023-01-11 20:00:00,2024-07-17 00:00:00,3.1,468.93,352.0,64.0,0.0,0.0,242.0,60.0,1.0
35325,2023-01-11 21:00:00,2024-07-17 00:00:00,3.1,473.51,352.0,66.0,0.0,0.0,236.0,58.0,1.0
35326,2023-01-11 22:00:00,2024-07-17 00:00:00,3.1,485.15,366.0,66.0,0.0,0.0,230.0,55.0,1.0
35327,2023-01-11 23:00:00,2024-07-17 00:00:00,3.1,479.6,353.0,66.0,0.0,0.0,228.0,57.0,1.0
