UTC time,coal,nat_gas,hydro,solar,wind,biomass,unknown
2023-11-05 00:00:00,0.0,29.0,1.0,0.0,104.0,65.0,1.0
2023-11-05 01:00:00,1.0,30.0,1.0,0.0,81.0,64.0,1.0
2023-11-05 02:00:00,2.0,29.0,1.0,0.0,65.0,65.0,1.0
2023-11-05 03:00:00,2.0,28.0,1.0,0.0,61.0,64.0,1.0
2023-11-05 04:00:00,4.0,28.0,1.0,0.0,49.0,64.0,1.0
2023-11-05 05:00:00,4.0,30.0,1.0,1.0,41.0,65.0,1.0
2023-11-05 06:00:00,5.0,30.0,1.0,16.0,33.0,65.0,1.0
2023-11-05 07:00:00,4.0,30.0,1.0,79.0,29.0,65.0,1.0
2023-11-05 08:00:00,3.0,30.0,1.0,126.0,22.0,65.0,1.0
2023-11-05 09:00:00,4.0,31.0,1.0,108.0,20.0,65.0,1.0
2023-11-05 10:00:00,3.0,31.0,1.0,102.0,22.0,73.0,1.0
2023-11-05 11:00:00,5.0,30.0,1.0,136.0,22.0,81.0,1.0
2023-11-05 12:00:00,3.0,29.0,1.0,78.0,21.0,84.0,1.0
2023-11-05 13:00:00,1.0,29.0,1.0,19.0,30.0,84.0,1.0
2023-11-05 14:00:00,6.0,28.0,1.0,3.0,53.0,84.0,1.0
2023-11-05 15:00:00,3.0,28.0,1.0,2.0,75.0,85.0,1.0
2023-11-05 16:00:00,5.0,28.0,1.0,1.0,94.0,84.0,1.0
2023-11-05 17:00:00,4.0,27.0,1.0,0.0,89.0,77.0,1.0
2023-11-05 18:00:00,2.0,29.0,1.0,0.0,77.0,72.0,1.0
2023-11-05 19:00:00,1.0,28.0,1.0,0.0,72.0,70.0,1.0
2023-11-05 20:00:00,0.0,29.0,1.0,0.0,73.0,67.0,1.0
2023-11-05 21:00:00,0.0,29.0,1.0,0.0,71.0,67.0,1.0
2023-11-05 22:00:00,1.0,29.0,1.0,0.0,66.0,68.0,1.0
2023-11-05 23:00:00,12.0,40.0,1.0,0.0,56.0,65.0,1.0
