Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,biomass,unknown
39912,2023-07-22 00:00:00,2024-07-17 00:00:00,3.1,266.14,25.0,47.0,0.0,0.0,88.0,65.0,1.0
39913,2023-07-22 01:00:00,2024-07-17 00:00:00,3.1,272.56,26.0,47.0,0.0,1.0,84.0,63.0,1.0
39914,2023-07-22 02:00:00,2024-07-17 00:00:00,3.1,263.41,26.0,45.0,0.0,10.0,83.0,59.0,1.0
39915,2023-07-22 03:00:00,2024-07-17 00:00:00,3.1,251.1,25.0,46.0,0.0,35.0,72.0,55.0,1.0
39916,2023-07-22 04:00:00,2024-07-17 00:00:00,3.1,216.49,25.0,46.0,0.0,99.0,58.0,55.0,1.0
39917,2023-07-22 05:00:00,2024-07-17 00:00:00,3.1,163.55,24.0,46.0,0.0,217.0,61.0,56.0,1.0
39918,2023-07-22 06:00:00,2024-07-17 00:00:00,3.1,139.68,26.0,46.0,0.0,309.0,79.0,56.0,1.0
39919,2023-07-22 07:00:00,2024-07-17 00:00:00,3.1,130.05,25.0,45.0,0.0,340.0,89.0,55.0,1.0
39920,2023-07-22 08:00:00,2024-07-17 00:00:00,3.1,131.18,24.0,45.0,0.0,344.0,76.0,56.0,1.0
39921,2023-07-22 09:00:00,2024-07-17 00:00:00,3.1,131.73,26.0,45.0,0.0,362.0,72.0,56.0,1.0
39922,2023-07-22 10:00:00,2024-07-17 00:00:00,3.1,126.92,28.0,45.0,0.0,385.0,91.0,56.0,1.0
39923,2023-07-22 11:00:00,2024-07-17 00:00:00,3.1,132.59,26.0,45.0,0.0,362.0,68.0,56.0,1.0
39924,2023-07-22 12:00:00,2024-07-17 00:00:00,3.1,134.06,25.0,46.0,0.0,345.0,71.0,56.0,1.0
39925,2023-07-22 13:00:00,2024-07-17 00:00:00,3.1,144.93,26.0,46.0,0.0,314.0,55.0,56.0,1.0
39926,2023-07-22 14:00:00,2024-07-17 00:00:00,3.1,161.06,27.0,47.0,0.0,252.0,56.0,56.0,1.0
39927,2023-07-22 15:00:00,2024-07-17 00:00:00,3.1,190.7,25.0,47.0,0.0,159.0,52.0,56.0,1.0
39928,2023-07-22 16:00:00,2024-07-17 00:00:00,3.1,258.26,25.0,48.0,0.0,74.0,33.0,59.0,1.0
39929,2023-07-22 17:00:00,2024-07-17 00:00:00,3.1,314.56,26.0,48.0,0.0,29.0,29.0,63.0,1.0
39930,2023-07-22 18:00:00,2024-07-17 00:00:00,3.1,339.23,27.0,48.0,0.0,9.0,32.0,68.0,1.0
39931,2023-07-22 19:00:00,2024-07-17 00:00:00,3.1,347.4,27.0,48.0,0.0,1.0,34.0,70.0,1.0
39932,2023-07-22 20:00:00,2024-07-17 00:00:00,3.1,342.73,27.0,47.0,0.0,0.0,37.0,70.0,1.0
39933,2023-07-22 21:00:00,2024-07-17 00:00:00,3.1,341.72,26.0,46.0,0.0,0.0,36.0,69.0,1.0
39934,2023-07-22 22:00:00,2024-07-17 00:00:00,3.1,340.66,24.0,46.0,0.0,0.0,34.0,68.0,1.0
39935,2023-07-22 23:00:00,2024-07-17 00:00:00,3.1,330.51,24.0,43.0,0.0,0.0,38.0,68.0,1.0
