UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-04-04 00:00:00,1545.0,2635.0,7770.0,0.0,60.0,0.0,971.0,482.0,0.0,229.0
2023-04-04 01:00:00,1529.0,2703.0,7772.0,0.0,60.0,0.0,1049.0,480.0,0.0,233.0
2023-04-04 02:00:00,1533.0,2633.0,7768.0,0.0,60.0,0.0,1135.0,481.0,0.0,229.0
2023-04-04 03:00:00,1569.0,2851.0,7768.0,0.0,60.0,0.0,1115.0,478.0,0.0,230.0
2023-04-04 04:00:00,1571.0,3277.0,7769.0,0.0,58.0,121.0,1044.0,477.0,0.0,246.0
2023-04-04 05:00:00,1669.0,3266.0,7764.0,0.0,56.0,1094.0,1095.0,494.0,0.0,251.0
2023-04-04 06:00:00,1653.0,2892.0,7757.0,0.0,58.0,2857.0,1144.0,505.0,0.0,268.0
2023-04-04 07:00:00,1623.0,3197.0,7760.0,0.0,60.0,4335.0,1174.0,522.0,0.0,312.0
2023-04-04 08:00:00,1637.0,3152.0,7766.0,0.0,56.0,5331.0,1097.0,523.0,0.0,321.0
2023-04-04 09:00:00,1645.0,2957.0,7765.0,0.0,56.0,5641.0,1057.0,527.0,0.0,330.0
2023-04-04 10:00:00,1638.0,2673.0,7769.0,0.0,56.0,5768.0,1138.0,526.0,0.0,356.0
2023-04-04 11:00:00,1589.0,2662.0,7767.0,0.0,56.0,5676.0,1143.0,522.0,0.0,360.0
2023-04-04 12:00:00,1562.0,2563.0,7767.0,0.0,55.0,5115.0,1146.0,512.0,0.0,356.0
2023-04-04 13:00:00,1618.0,2921.0,7763.0,0.0,56.0,4210.0,1154.0,510.0,0.0,328.0
2023-04-04 14:00:00,1635.0,3109.0,7765.0,0.0,56.0,3089.0,1200.0,505.0,0.0,292.0
2023-04-04 15:00:00,1624.0,2941.0,7766.0,0.0,56.0,1849.0,1216.0,500.0,0.0,275.0
2023-04-04 16:00:00,1599.0,3214.0,7767.0,0.0,56.0,510.0,1207.0,488.0,0.0,253.0
2023-04-04 17:00:00,1673.0,3326.0,7768.0,0.0,56.0,14.0,1190.0,483.0,0.0,239.0
2023-04-04 18:00:00,1648.0,3435.0,7766.0,0.0,56.0,0.0,1155.0,486.0,0.0,236.0
2023-04-04 19:00:00,1596.0,3267.0,7764.0,0.0,56.0,0.0,1133.0,487.0,0.0,237.0
2023-04-04 20:00:00,1623.0,3120.0,7765.0,0.0,54.0,0.0,986.0,491.0,0.0,234.0
2023-04-04 21:00:00,1556.0,3125.0,7763.0,0.0,55.0,0.0,727.0,492.0,0.0,231.0
2023-04-04 22:00:00,1555.0,3256.0,7758.0,0.0,54.0,0.0,630.0,492.0,0.0,250.0
2023-04-04 23:00:00,1505.0,2898.0,7758.0,0.0,56.0,0.0,637.0,484.0,0.0,250.0
