UTC time,nat_gas,coal,solar,hydro,biomass,nuclear,oil,unknown,wind
2019-01-02 13:00:00,4883.0,0.0,247.0,34.0,452.0,2939.0,153.0,796.0,0.0
2019-01-02 14:00:00,4923.0,0.0,127.0,34.0,489.0,2942.0,154.0,783.0,0.0
2019-01-02 15:00:00,4879.0,0.0,18.0,34.0,531.0,2949.0,154.0,823.0,0.0
2019-01-02 16:00:00,4931.0,0.0,0.0,32.0,593.0,2966.0,12.0,833.0,0.0
2019-01-02 17:00:00,5013.0,0.0,0.0,31.0,613.0,2966.0,0.0,846.0,0.0
2019-01-02 18:00:00,5008.0,0.0,0.0,31.0,637.0,2965.0,0.0,810.0,0.0
2019-01-02 19:00:00,4850.0,0.0,0.0,32.0,627.0,2953.0,0.0,803.0,0.0
2019-01-02 20:00:00,4260.0,0.0,0.0,32.0,625.0,2991.0,0.0,765.0,0.0
2019-01-02 21:00:00,4498.0,0.0,0.0,31.0,621.0,3019.0,0.0,728.0,0.0
2019-01-02 22:00:00,4493.0,0.0,0.0,30.0,613.0,3042.0,0.0,766.0,0.0
2019-01-02 23:00:00,3534.0,0.0,0.0,30.0,613.0,3083.0,0.0,778.0,0.0
2019-01-03 00:00:00,3015.0,0.0,0.0,32.0,609.0,3113.0,0.0,730.0,0.0
2019-01-03 01:00:00,2936.0,0.0,0.0,35.0,612.0,3141.0,0.0,734.0,0.0
2019-01-03 02:00:00,2839.0,0.0,0.0,37.0,617.0,3165.0,0.0,754.0,0.0
2019-01-03 03:00:00,2922.0,0.0,0.0,37.0,615.0,3194.0,0.0,730.0,0.0
2019-01-03 04:00:00,3133.0,0.0,0.0,35.0,607.0,3220.0,0.0,775.0,0.0
2019-01-03 05:00:00,3560.0,0.0,0.0,28.0,607.0,3275.0,0.0,805.0,0.0
2019-01-03 06:00:00,4372.0,0.0,0.0,24.0,607.0,3304.0,0.0,824.0,0.0
2019-01-03 07:00:00,4691.0,0.0,0.0,27.0,617.0,3343.0,0.0,825.0,0.0
2019-01-03 08:00:00,4693.0,0.0,53.0,30.0,611.0,3386.0,0.0,830.0,0.0
2019-01-03 09:00:00,4652.0,0.0,173.0,31.0,609.0,3429.0,0.0,841.0,0.0
2019-01-03 10:00:00,4584.0,0.0,300.0,31.0,610.0,3464.0,0.0,851.0,0.0
2019-01-03 11:00:00,4642.0,0.0,370.0,29.0,608.0,3483.0,0.0,852.0,0.0
2019-01-03 12:00:00,4566.0,0.0,406.0,30.0,608.0,3481.0,0.0,849.0,0.0
2019-01-03 13:00:00,4611.0,0.0,296.0,30.0,614.0,3480.0,0.0,839.0,0.0
2019-01-03 14:00:00,4658.0,0.0,157.0,30.0,627.0,3480.0,0.0,850.0,0.0
2019-01-03 15:00:00,4686.0,0.0,23.0,30.0,622.0,3480.0,0.0,863.0,0.0
2019-01-03 16:00:00,4671.0,0.0,0.0,30.0,637.0,3483.0,0.0,847.0,0.0
2019-01-03 17:00:00,4747.0,0.0,0.0,30.0,639.0,3480.0,0.0,804.0,0.0
2019-01-03 18:00:00,4760.0,0.0,0.0,30.0,641.0,3479.0,0.0,799.0,0.0
2019-01-03 19:00:00,4701.0,0.0,0.0,30.0,639.0,3479.0,0.0,786.0,0.0
2019-01-03 20:00:00,4600.0,0.0,0.0,31.0,614.0,3482.0,0.0,775.0,0.0
2019-01-03 21:00:00,4050.0,0.0,0.0,32.0,611.0,3479.0,0.0,662.0,0.0
2019-01-03 22:00:00,4036.0,0.0,0.0,33.0,614.0,3481.0,0.0,692.0,0.0
2019-01-03 23:00:00,3918.0,0.0,0.0,31.0,612.0,3456.0,0.0,717.0,0.0
2019-01-04 00:00:00,3883.0,0.0,0.0,25.0,626.0,3477.0,0.0,792.0,0.0
2019-01-04 01:00:00,3738.0,0.0,0.0,23.0,629.0,3509.0,0.0,778.0,0.0
2019-01-04 02:00:00,3609.0,0.0,0.0,22.0,627.0,3533.0,0.0,769.0,0.0
2019-01-04 03:00:00,3647.0,0.0,0.0,26.0,628.0,3564.0,0.0,768.0,0.0
2019-01-04 04:00:00,3712.0,0.0,0.0,32.0,625.0,3594.0,0.0,775.0,0.0
2019-01-04 05:00:00,4127.0,0.0,0.0,31.0,638.0,3613.0,0.0,784.0,0.0
2019-01-04 06:00:00,4714.0,0.0,0.0,25.0,647.0,3616.0,0.0,825.0,0.0
2019-01-04 07:00:00,4810.0,0.0,0.0,21.0,643.0,3611.0,0.0,845.0,0.0
2019-01-04 08:00:00,4776.0,0.0,56.0,25.0,644.0,3608.0,0.0,841.0,0.0
2019-01-04 09:00:00,4738.0,0.0,163.0,30.0,645.0,3608.0,0.0,841.0,0.0
2019-01-04 10:00:00,4803.0,0.0,224.0,33.0,641.0,3608.0,0.0,862.0,0.0
2019-01-04 11:00:00,4785.0,0.0,169.0,35.0,639.0,3610.0,0.0,871.0,0.0
2019-01-04 12:00:00,4841.0,0.0,115.0,35.0,641.0,3605.0,0.0,878.0,0.0
2019-01-04 13:00:00,5170.0,0.0,74.0,31.0,649.0,3609.0,0.0,877.0,0.0
2019-01-04 14:00:00,5301.0,0.0,28.0,22.0,646.0,3610.0,0.0,873.0,0.0
2019-01-04 15:00:00,5331.0,0.0,4.0,14.0,649.0,3612.0,0.0,876.0,0.0
2019-01-04 16:00:00,5291.0,0.0,0.0,16.0,646.0,3631.0,0.0,875.0,0.0
2019-01-04 17:00:00,5278.0,0.0,0.0,24.0,656.0,3642.0,0.0,867.0,0.0
2019-01-04 18:00:00,5131.0,0.0,0.0,33.0,657.0,3643.0,0.0,855.0,0.0
2019-01-04 19:00:00,4969.0,0.0,0.0,38.0,642.0,3662.0,0.0,802.0,0.0
2019-01-04 20:00:00,4536.0,0.0,0.0,34.0,633.0,3669.0,0.0,803.0,0.0
2019-01-04 21:00:00,4327.0,0.0,0.0,32.0,631.0,3667.0,0.0,781.0,0.0
2019-01-04 22:00:00,4129.0,0.0,0.0,30.0,625.0,3668.0,0.0,784.0,0.0
2019-01-04 23:00:00,3281.0,0.0,0.0,27.0,628.0,3689.0,0.0,783.0,0.0
2019-01-05 00:00:00,2908.0,0.0,0.0,24.0,632.0,3701.0,0.0,799.0,0.0
2019-01-05 01:00:00,2866.0,0.0,0.0,19.0,632.0,3700.0,0.0,810.0,0.0
2019-01-05 02:00:00,2961.0,0.0,0.0,12.0,627.0,3704.0,0.0,768.0,0.0
2019-01-05 03:00:00,2834.0,0.0,0.0,13.0,625.0,3703.0,0.0,810.0,0.0
2019-01-05 04:00:00,2874.0,0.0,0.0,15.0,627.0,3714.0,0.0,806.0,0.0
2019-01-05 05:00:00,2851.0,0.0,0.0,19.0,633.0,3731.0,0.0,793.0,0.0
2019-01-05 06:00:00,2853.0,0.0,0.0,28.0,647.0,3733.0,0.0,778.0,0.0
2019-01-05 07:00:00,2844.0,0.0,0.0,30.0,652.0,3732.0,0.0,761.0,0.0
2019-01-05 08:00:00,2976.0,0.0,15.0,32.0,649.0,3729.0,0.0,788.0,0.0
2019-01-05 09:00:00,3166.0,0.0,44.0,32.0,646.0,3730.0,0.0,832.0,0.0
2019-01-05 10:00:00,3266.0,0.0,59.0,31.0,645.0,3732.0,0.0,857.0,0.0
2019-01-05 11:00:00,3218.0,0.0,80.0,30.0,650.0,3737.0,0.0,865.0,0.0
2019-01-05 12:00:00,3161.0,0.0,79.0,25.0,654.0,3737.0,0.0,869.0,30.333333333333332
2019-01-05 13:00:00,3185.0,0.0,60.0,23.0,657.0,3738.0,0.0,864.0,15.166666666666666
2019-01-05 14:00:00,3213.0,0.0,26.0,28.0,642.0,3741.0,0.0,866.0,7.583333333333333
2019-01-05 15:00:00,3158.0,0.0,2.0,30.0,646.0,3764.0,0.0,859.0,3.7916666666666665
2019-01-05 16:00:00,3180.0,0.0,0.0,30.0,641.0,3772.0,0.0,817.0,1.8958333333333333
2019-01-05 17:00:00,3151.0,0.0,0.0,29.0,639.0,3771.0,0.0,758.0,0.9479166666666666
2019-01-05 18:00:00,3215.0,0.0,0.0,29.0,644.0,3782.0,0.0,713.0,0.4739583333333333
2019-01-05 19:00:00,3026.0,0.0,0.0,29.0,619.0,3807.0,0.0,721.0,0.23697916666666666
2019-01-05 20:00:00,2935.0,0.0,0.0,28.0,602.0,3808.0,0.0,719.0,0.11848958333333333
2019-01-05 21:00:00,2891.0,0.0,0.0,28.0,597.0,3808.0,0.0,678.0,0.059244791666666664
2019-01-05 22:00:00,2615.0,0.0,0.0,28.0,611.0,3809.0,0.0,749.0,0.029622395833333332
2019-01-05 23:00:00,2041.0,0.0,0.0,29.0,621.0,3808.0,0.0,721.0,0.014811197916666666
2019-01-06 00:00:00,1919.0,0.0,0.0,29.0,615.0,3808.0,0.0,705.0,0.007405598958333333
2019-01-06 01:00:00,2038.0,0.0,0.0,29.0,609.0,3810.0,0.0,686.0,0.0037027994791666665
2019-01-06 02:00:00,2094.0,0.0,0.0,30.0,610.0,3813.0,0.0,677.0,0.0018513997395833333
2019-01-06 03:00:00,1990.0,0.0,0.0,29.0,612.0,3827.0,0.0,690.0,0.0009256998697916666
2019-01-06 04:00:00,1991.0,0.0,0.0,28.0,611.0,3845.0,0.0,703.0,0.0004628499348958333
2019-01-06 05:00:00,2102.0,0.0,0.0,27.0,608.0,3851.0,0.0,738.0,0.00023142496744791666
2019-01-06 06:00:00,2087.0,0.0,0.0,27.0,607.0,3851.0,0.0,766.0,0.00011571248372395833
2019-01-06 07:00:00,2339.0,0.0,0.0,26.0,605.0,3853.0,0.0,796.0,5.7856241861979164e-05
2019-01-06 08:00:00,2405.0,0.0,24.0,25.0,600.0,3875.0,0.0,799.0,2.8928120930989582e-05
2019-01-06 09:00:00,2717.0,0.0,69.0,26.0,609.0,3883.0,0.0,823.0,1.4464060465494791e-05
2019-01-06 10:00:00,2891.0,0.0,108.0,28.0,617.0,3882.0,0.0,833.0,7.2320302327473956e-06
2019-01-06 11:00:00,2867.0,0.0,121.0,29.0,613.0,3883.0,0.0,837.0,30.333335744010075
2019-01-06 12:00:00,2904.0,0.0,117.0,29.0,612.0,3882.0,0.0,855.0,91.0
2019-01-06 13:00:00,2974.0,0.0,83.0,28.0,609.0,3882.0,0.0,864.0,53.083333333333336
2019-01-06 14:00:00,2948.0,0.0,40.0,28.0,612.0,3883.0,0.0,860.0,30.333333333333336
2019-01-06 15:00:00,2917.0,0.0,5.0,28.0,610.0,3883.0,0.0,860.0,17.0625
2019-01-06 16:00:00,2876.0,0.0,0.0,28.0,611.0,3882.0,0.0,834.0,9.479166666666666
2019-01-06 17:00:00,2911.0,0.0,0.0,28.0,620.0,3896.0,0.0,794.0,5.213541666666666
2019-01-06 18:00:00,2892.0,0.0,0.0,28.0,622.0,3908.0,0.0,749.0,2.8437499999999996
2019-01-06 19:00:00,2923.0,0.0,0.0,27.0,628.0,3909.0,0.0,764.0,1.540364583333333
2019-01-06 20:00:00,2909.0,0.0,0.0,28.0,625.0,3908.0,0.0,742.0,0.8294270833333331
2019-01-06 21:00:00,2793.0,0.0,0.0,28.0,622.0,3906.0,0.0,742.0,0.4443359374999999
2019-01-06 22:00:00,2852.0,0.0,0.0,28.0,619.0,3905.0,0.0,753.0,0.2369791666666666
2019-01-06 23:00:00,2510.0,0.0,0.0,29.0,621.0,3906.0,0.0,672.0,0.12589518229166663
2019-01-07 00:00:00,2465.0,0.0,0.0,30.0,618.0,3907.0,0.0,658.0,0.06665039062499999
2019-01-07 01:00:00,2408.0,0.0,0.0,31.0,621.0,3935.0,0.0,650.0,0.03517659505208333
2019-01-07 02:00:00,2426.0,0.0,0.0,31.0,618.0,3950.0,0.0,659.0,0.018513997395833332
2019-01-07 03:00:00,2397.0,0.0,0.0,30.0,604.0,3949.0,0.0,678.0,0.0097198486328125
2019-01-07 04:00:00,2631.0,0.0,0.0,30.0,612.0,3963.0,0.0,693.0,0.005091349283854167
2019-01-07 05:00:00,3244.0,0.0,0.0,29.0,617.0,3986.0,0.0,719.0,0.002661387125651042
2019-01-07 06:00:00,3890.0,0.0,0.0,28.0,617.0,3987.0,0.0,802.0,0.0013885498046875002
2019-01-07 07:00:00,4185.0,0.0,0.0,28.0,626.0,3987.0,0.0,828.0,0.0007232030232747397
2019-01-07 08:00:00,4173.0,0.0,29.0,28.0,624.0,3992.0,0.0,832.0,0.0003760655721028647
2019-01-07 09:00:00,4027.0,0.0,83.0,28.0,623.0,4010.0,0.0,803.0,0.00019526481628417974
2019-01-07 10:00:00,4083.0,0.0,125.0,28.0,621.0,4011.0,0.0,815.0,0.00010124842325846357
2019-01-07 11:00:00,4077.0,0.0,152.0,27.0,589.0,4011.0,0.0,842.0,15.166718496216667
2019-01-07 12:00:00,3905.0,0.0,177.0,24.0,560.0,4009.0,0.0,842.0,53.08335924810834
2019-01-07 13:00:00,3799.0,0.0,114.0,24.0,559.0,4007.0,0.0,848.0,53.08334629072084
2019-01-07 14:00:00,3810.0,0.0,45.0,25.0,552.0,4007.0,0.0,849.0,41.70833981202709
2019-01-07 15:00:00,3780.0,0.0,4.0,27.0,555.0,4011.0,0.0,844.0,29.385419906013546
2019-01-07 16:00:00,3841.0,0.0,0.0,25.0,558.0,4012.0,0.0,843.0,19.432293286340105
2019-01-07 17:00:00,3782.0,0.0,0.0,23.0,559.0,4020.0,0.0,810.0,12.322917476503385
2019-01-07 18:00:00,3638.0,0.0,0.0,22.0,563.0,4043.0,0.0,763.0,7.583333738251692
2019-01-07 19:00:00,3285.0,0.0,0.0,23.0,542.0,4049.0,0.0,692.0,4.561849160792512
2019-01-07 20:00:00,2960.0,0.0,0.0,24.0,532.0,4051.0,0.0,723.0,2.6956381220629226
2019-01-07 21:00:00,2930.0,0.0,0.0,25.0,535.0,4055.0,0.0,734.0,1.5699870297814613
2019-01-07 22:00:00,2697.0,0.0,0.0,24.0,531.0,4055.0,0.0,711.0,0.9034830982240639
2019-01-07 23:00:00,2319.0,0.0,0.0,24.0,532.0,4052.0,0.0,697.0,0.5146891402578653
2019-01-08 00:00:00,2240.0,0.0,0.0,22.0,533.0,4055.0,0.0,684.0,0.29066976544143264
2019-01-08 01:00:00,2288.0,0.0,0.0,24.0,526.0,4063.0,0.0,682.0,0.16292318024675798
2019-01-08 02:00:00,2268.0,0.0,0.0,32.0,530.0,4071.0,0.0,682.0,0.09071858882129566
2019-01-08 03:00:00,2323.0,0.0,0.0,38.0,531.0,4072.0,0.0,673.0,0.05021921872705408
2019-01-08 04:00:00,2543.0,0.0,0.0,32.0,531.0,4072.0,0.0,688.0,0.027655284005454122
2019-01-08 05:00:00,3239.0,0.0,0.0,20.0,531.0,4073.0,0.0,731.0,0.015158335565552582
2019-01-08 06:00:00,3599.0,0.0,0.0,11.0,532.0,4074.0,0.0,785.0,0.008273442685120041
2019-01-08 07:00:00,3749.0,0.0,0.0,12.0,538.0,4071.0,0.0,811.0,0.004498322854197391
2019-01-08 08:00:00,3783.0,0.0,64.0,15.0,546.0,4071.0,0.0,790.0,0.0024371942131501275
2019-01-08 09:00:00,3775.0,0.0,213.0,22.0,552.0,4072.0,0.0,800.0,0.0013162295147171536
2019-01-08 10:00:00,3693.0,0.0,377.0,28.0,542.0,4073.0,0.0,803.0,0.0007087389689878086
2019-01-08 11:00:00,3428.0,0.0,411.0,30.0,546.0,4075.0,0.0,775.0,7.583713617592828
2019-01-08 12:00:00,3591.0,0.0,357.0,30.0,551.0,4082.0,0.0,758.0,30.333536432850583
2019-01-08 13:00:00,3649.0,0.0,278.0,31.0,547.0,4082.0,0.0,774.0,41.70844136178571
2019-01-08 14:00:00,3612.0,0.0,145.0,32.0,549.0,4080.0,0.0,782.0,41.708390586906404
2019-01-08 15:00:00,3684.0,0.0,30.0,31.0,549.0,4082.0,0.0,796.0,35.54690524645997
2019-01-08 16:00:00,3540.0,0.0,0.0,29.0,548.0,4082.0,0.0,802.0,27.489599266400038
2019-01-08 17:00:00,3430.0,0.0,0.0,28.0,548.0,4081.0,0.0,770.0,19.906258371451713
2019-01-08 18:00:00,3428.0,0.0,0.0,26.0,548.0,4081.0,0.0,780.0,13.744796054851703
2019-01-08 19:00:00,3129.0,0.0,0.0,28.0,531.0,4079.0,0.0,775.0,9.153322607822108
2019-01-08 20:00:00,3015.0,0.0,0.0,28.0,520.0,4081.0,0.0,776.0,5.924480364942515
2019-01-08 21:00:00,2956.0,0.0,0.0,29.0,529.0,4083.0,0.0,728.0,3.747233697361988
2019-01-08 22:00:00,2906.0,0.0,0.0,30.0,528.0,4082.0,0.0,747.0,2.325358397793026
2019-01-08 23:00:00,2613.0,0.0,0.0,31.0,526.0,4081.0,0.0,752.0,1.4200237690254456
2019-01-09 00:00:00,2467.0,0.0,0.0,35.0,527.0,4082.0,0.0,751.0,0.8553467672334392
2019-01-09 01:00:00,2346.0,0.0,0.0,36.0,521.0,4086.0,0.0,719.0,0.5091349737400985
2019-01-09 02:00:00,2357.0,0.0,0.0,32.0,525.0,4085.0,0.0,717.0,0.2999267812806971
2019-01-09 03:00:00,2357.0,0.0,0.0,24.0,529.0,4086.0,0.0,725.0,0.1750730000038756
2019-01-09 04:00:00,2696.0,0.0,0.0,15.0,536.0,4086.0,0.0,731.0,0.10136414200466486
2019-01-09 05:00:00,3063.0,0.0,0.0,17.0,551.0,4086.0,0.0,775.0,0.05826123878510872
2019-01-09 06:00:00,3783.0,0.0,0.0,23.0,556.0,4086.0,0.0,847.0,0.03326734073511438
2019-01-09 07:00:00,4112.0,0.0,0.0,34.0,565.0,4083.0,0.0,882.0,43.679255221196435
2019-01-09 08:00:00,4301.0,0.0,73.0,38.0,593.0,4082.0,0.0,884.0,21.840846207704793
2019-01-09 09:00:00,4328.0,0.0,265.0,34.0,606.0,4076.0,0.0,886.0,10.921081218609755
2019-01-09 10:00:00,4242.0,0.0,602.0,25.0,613.0,4084.0,0.0,882.0,5.460894978789372
2019-01-09 11:00:00,3951.0,0.0,767.0,16.0,612.0,4088.0,0.0,874.0,6.5223042981911
2019-01-09 12:00:00,3991.0,0.0,727.0,19.0,611.0,4084.0,0.0,817.0,18.42792036552084
2019-01-09 13:00:00,3998.0,0.0,516.0,27.0,616.0,4080.0,0.0,813.0,30.068180863653275
2019-01-09 14:00:00,3970.0,0.0,256.0,34.0,621.0,4084.0,0.0,815.0,35.88828572527984
2019-01-09 15:00:00,3860.0,0.0,55.0,37.0,619.0,4087.0,0.0,814.0,35.71759548586991
2019-01-09 16:00:00,4210.0,0.0,0.0,36.0,621.0,4090.0,0.0,813.0,31.60359737613497
2019-01-09 17:00:00,4314.0,0.0,0.0,33.0,622.0,4093.0,0.0,832.0,25.754927873793342
2019-01-09 18:00:00,3849.0,0.0,0.0,27.0,633.0,4092.0,0.0,825.0,19.749861964322523
2019-01-09 19:00:00,3702.0,0.0,0.0,27.0,642.0,4091.0,0.0,811.0,14.451592286072316
2019-01-09 20:00:00,3727.0,0.0,0.0,27.0,616.0,4090.0,0.0,772.0,10.188036325507415
2019-01-09 21:00:00,3611.0,0.0,0.0,29.0,612.0,4090.0,0.0,768.0,6.967635011434702
2019-01-09 22:00:00,3148.0,0.0,0.0,30.0,612.0,4090.0,0.0,713.0,4.646496704613864
2019-01-09 23:00:00,3175.0,0.0,0.0,30.0,612.0,4091.0,0.0,743.0,3.033260236819655
2019-01-10 00:00:00,2980.0,0.0,0.0,31.0,610.0,4092.0,0.0,745.0,1.9443035020265471
2019-01-10 01:00:00,2991.0,0.0,0.0,34.0,609.0,4091.0,0.0,769.0,1.226719237883323
2019-01-10 02:00:00,3106.0,0.0,0.0,33.0,609.0,4092.0,0.0,774.0,0.76332300958201
2019-01-10 03:00:00,3087.0,0.0,0.0,36.0,610.0,4093.0,0.0,776.0,0.4691980047929428
2019-01-10 04:00:00,3510.0,0.0,0.0,39.0,614.0,4093.0,0.0,788.0,0.2852810733988038
2019-01-10 05:00:00,3971.0,0.0,0.0,39.0,608.0,4093.0,0.0,820.0,0.17177115609195626
2019-01-10 06:00:00,4268.0,0.0,0.0,34.0,627.0,4090.0,0.0,870.0,43.735012832275686
2019-01-10 07:00:00,4506.0,0.0,0.0,25.0,634.0,4088.0,0.0,876.0,131.0
2019-01-10 08:00:00,4746.0,0.0,43.0,18.0,638.0,4090.0,0.0,875.0,76.4204231038524
2019-01-10 09:00:00,4793.0,0.0,120.0,15.0,637.0,4093.0,0.0,865.0,43.67075216123108
2019-01-10 10:00:00,4754.0,0.0,184.0,20.0,642.0,4092.0,0.0,872.0,24.565823570010224
2019-01-10 11:00:00,4708.0,0.0,250.0,26.0,645.0,4091.0,0.0,877.0,15.544063934100663
2019-01-10 12:00:00,4721.0,0.0,285.0,30.0,642.0,4090.0,0.0,881.0,16.985992149810752
2019-01-10 13:00:00,4700.0,0.0,196.0,36.0,644.0,4088.0,12.0,888.0,23.52708650673201
2019-01-10 14:00:00,4785.0,0.0,102.0,36.0,638.0,4087.0,0.0,890.0,29.707686116005927
2019-01-10 15:00:00,4817.0,0.0,17.0,35.0,634.0,4088.0,0.0,906.0,32.71264080093792
2019-01-10 16:00:00,4841.0,0.0,0.0,33.0,633.0,4090.0,0.0,913.0,32.158119088536445
2019-01-10 17:00:00,4808.0,0.0,0.0,31.0,636.0,4090.0,0.0,905.0,28.956523481164893
2019-01-10 18:00:00,4825.0,0.0,0.0,29.0,642.0,4091.0,0.0,903.0,24.353192722743707
2019-01-10 19:00:00,4578.0,0.0,0.0,28.0,631.0,4089.0,0.0,816.0,19.402392504408013
2019-01-10 20:00:00,4375.0,0.0,0.0,28.0,615.0,4089.0,0.0,792.0,14.795214414957714
2019-01-10 21:00:00,4353.0,0.0,0.0,29.0,615.0,4088.0,0.0,806.0,10.881424713196207
2019-01-10 22:00:00,4336.0,0.0,0.0,31.0,616.0,4087.0,0.0,822.0,7.763960708905035
2019-01-10 23:00:00,4175.0,0.0,0.0,32.0,611.0,4088.0,0.0,817.0,5.3986104728623445
2019-01-11 00:00:00,4043.0,0.0,0.0,31.0,616.0,4087.0,0.0,819.0,3.671456987444446
2019-01-11 01:00:00,3971.0,0.0,0.0,30.0,619.0,4087.0,0.0,802.0,2.449088112663884
2019-01-11 02:00:00,3740.0,0.0,0.0,30.0,616.0,4088.0,0.0,799.0,1.606205561122947
2019-01-11 03:00:00,3397.0,0.0,0.0,31.0,619.0,4088.0,0.0,796.0,1.037701782957945
2019-01-11 04:00:00,3870.0,0.0,0.0,31.0,614.0,4088.0,0.0,804.0,0.6614914281783744
2019-01-11 05:00:00,4074.0,0.0,0.0,31.0,616.0,4087.0,0.0,832.0,0.4166312921351653
2019-01-11 06:00:00,4231.0,0.0,0.0,32.0,625.0,4086.0,0.0,880.0,22.075822062205425
2019-01-11 07:00:00,4178.0,0.0,0.0,32.0,624.0,4091.0,0.0,880.0,76.53791103110271
2019-01-11 08:00:00,4320.0,0.0,38.0,31.0,623.0,4094.0,0.0,866.0,76.47916706747756
2019-01-11 09:00:00,4279.0,0.0,172.0,28.0,623.0,4091.0,0.0,858.0,60.07495961435432
2019-01-11 10:00:00,4191.0,0.0,231.0,28.0,625.0,4091.0,0.0,856.0,42.320391592182276
2019-01-11 11:00:00,3945.0,0.0,229.0,29.0,627.0,4088.0,0.0,848.0,28.93222776314147
2019-01-11 12:00:00,4280.0,0.0,224.0,28.0,636.0,4079.0,94.0,854.0,22.959109956476112
2019-01-11 13:00:00,4368.0,0.0,181.0,30.0,645.0,4078.0,13.0,898.0,23.243098231604062
2019-01-11 14:00:00,4370.0,0.0,135.0,31.0,643.0,4077.0,0.0,866.0,26.475392173804995
2019-01-11 15:00:00,4017.0,0.0,38.0,30.0,640.0,4078.0,0.0,815.0,29.594016487371455
2019-01-11 16:00:00,4004.0,0.0,0.0,30.0,646.0,4081.0,0.0,808.0,30.87606778795395
2019-01-11 17:00:00,4043.0,0.0,0.0,31.0,644.0,4087.0,0.0,843.0,29.91629563455942
2019-01-11 18:00:00,4040.0,0.0,0.0,30.0,637.0,4088.0,0.0,834.0,27.134744178651566
