UTC time,nat_gas,hydro,wind,biomass,unknown
2023-10-02 00:00:00,0.0,0.0,11.0,16.0,11.0
2023-10-02 01:00:00,0.0,0.0,9.0,16.0,11.0
2023-10-02 02:00:00,30.0,0.0,5.0,16.0,11.0
2023-10-02 03:00:00,82.0,4.0,6.0,17.0,11.0
2023-10-02 04:00:00,149.0,157.0,5.0,20.0,11.0
2023-10-02 05:00:00,234.0,426.0,7.0,23.0,12.0
2023-10-02 06:00:00,336.0,314.0,10.0,21.0,10.0
2023-10-02 07:00:00,378.0,127.0,9.0,22.0,11.0
2023-10-02 08:00:00,337.0,2.0,31.0,22.0,11.0
2023-10-02 09:00:00,291.0,0.0,33.0,23.0,11.0
2023-10-02 10:00:00,292.0,0.0,29.0,23.0,11.0
2023-10-02 11:00:00,291.0,0.0,30.0,22.0,11.0
2023-10-02 12:00:00,300.0,0.0,29.0,21.0,10.0
2023-10-02 13:00:00,300.0,0.0,21.0,20.0,8.0
2023-10-02 14:00:00,346.0,0.0,23.0,19.0,7.0
2023-10-02 15:00:00,350.0,0.0,18.0,18.0,7.0
2023-10-02 16:00:00,349.0,86.0,17.0,18.0,8.0
2023-10-02 17:00:00,349.0,90.0,14.0,19.0,9.0
2023-10-02 18:00:00,301.0,0.0,20.0,18.0,9.0
2023-10-02 19:00:00,251.0,0.0,44.0,16.0,8.0
2023-10-02 20:00:00,251.0,0.0,75.0,14.0,8.0
2023-10-02 21:00:00,253.0,0.0,71.0,12.0,8.0
2023-10-02 22:00:00,160.0,3.0,62.0,10.0,7.0
2023-10-02 23:00:00,162.0,1.0,32.0,13.0,10.0
