Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
36408,2023-02-26 00:00:00,161.99,114.0,305.0,43.0,30.0,17.0
36409,2023-02-26 01:00:00,165.71,114.0,271.0,55.0,30.0,15.0
36410,2023-02-26 02:00:00,167.34,114.0,279.0,43.0,31.0,15.0
36411,2023-02-26 03:00:00,164.23,115.0,281.0,57.0,32.0,16.0
36412,2023-02-26 04:00:00,176.53,117.0,268.0,46.0,35.0,19.0
36413,2023-02-26 05:00:00,218.64,176.0,256.0,36.0,35.0,19.0
36414,2023-02-26 06:00:00,218.62,201.0,288.0,41.0,34.0,20.0
36415,2023-02-26 07:00:00,192.49,240.0,461.0,34.0,34.0,22.0
36416,2023-02-26 08:00:00,182.36,241.0,510.0,40.0,33.0,23.0
36417,2023-02-26 09:00:00,177.14,241.0,510.0,60.0,32.0,21.0
36418,2023-02-26 10:00:00,180.87,245.0,510.0,55.0,34.0,23.0
36419,2023-02-26 11:00:00,212.69,330.0,478.0,60.0,32.0,21.0
36420,2023-02-26 12:00:00,205.88,330.0,520.0,53.0,32.0,21.0
36421,2023-02-26 13:00:00,207.61,335.0,520.0,52.0,34.0,21.0
36422,2023-02-26 14:00:00,215.29,400.0,576.0,51.0,37.0,21.0
36423,2023-02-26 15:00:00,206.62,401.0,643.0,38.0,37.0,21.0
36424,2023-02-26 16:00:00,229.28,448.0,582.0,31.0,37.0,20.0
36425,2023-02-26 17:00:00,232.74,455.0,570.0,33.0,37.0,20.0
36426,2023-02-26 18:00:00,233.88,449.0,563.0,27.0,36.0,20.0
36427,2023-02-26 19:00:00,231.99,450.0,582.0,26.0,39.0,23.0
36428,2023-02-26 20:00:00,241.82,448.0,519.0,22.0,33.0,16.0
36429,2023-02-26 21:00:00,243.51,436.0,515.0,19.0,37.0,23.0
36430,2023-02-26 22:00:00,287.0,401.0,329.0,11.0,38.0,25.0
36431,2023-02-26 23:00:00,277.11,398.0,354.0,5.0,30.0,18.0
