Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
36312,2023-02-22 00:00:00,193.47,368.0,352.0,0.0,39.0,28.0
36313,2023-02-22 01:00:00,193.91,369.0,352.0,1.0,43.0,31.0
36314,2023-02-22 02:00:00,190.27,369.0,352.0,2.0,35.0,20.0
36315,2023-02-22 03:00:00,197.21,392.0,352.0,4.0,43.0,29.0
36316,2023-02-22 04:00:00,194.87,505.0,453.0,1.0,33.0,17.0
36317,2023-02-22 05:00:00,206.56,673.0,540.0,1.0,45.0,30.0
36318,2023-02-22 06:00:00,201.4,805.0,675.0,0.0,36.0,20.0
36319,2023-02-22 07:00:00,196.35,854.0,755.0,0.0,35.0,18.0
36320,2023-02-22 08:00:00,198.96,855.0,733.0,1.0,35.0,18.0
36321,2023-02-22 09:00:00,199.68,856.0,727.0,2.0,35.0,18.0
36322,2023-02-22 10:00:00,209.09,857.0,653.0,3.0,35.0,18.0
36323,2023-02-22 11:00:00,225.19,856.0,545.0,1.0,34.0,19.0
36324,2023-02-22 12:00:00,225.19,856.0,545.0,1.0,34.0,19.0
36325,2023-02-22 13:00:00,237.51,856.0,472.0,1.0,40.0,25.0
36326,2023-02-22 14:00:00,234.19,857.0,490.0,1.0,38.0,22.0
36327,2023-02-22 15:00:00,233.36,857.0,490.0,6.0,38.0,22.0
36328,2023-02-22 16:00:00,230.56,855.0,499.0,10.0,35.0,18.0
36329,2023-02-22 17:00:00,229.0,854.0,510.0,8.0,35.0,18.0
36330,2023-02-22 18:00:00,238.76,818.0,430.0,10.0,35.0,18.0
36331,2023-02-22 19:00:00,175.37,599.0,654.0,12.0,33.0,15.0
36332,2023-02-22 20:00:00,206.24,436.0,331.0,11.0,31.0,15.0
36333,2023-02-22 21:00:00,182.61,373.0,371.0,14.0,30.0,15.0
36334,2023-02-22 22:00:00,182.38,372.0,371.0,14.0,30.0,15.0
36335,2023-02-22 23:00:00,167.38,368.0,437.0,14.0,31.0,15.0
