UTC time,nat_gas,hydro,wind,biomass,unknown
2023-05-27 00:00:00,0.0,255.0,2.0,16.0,14.0
2023-05-27 01:00:00,0.0,255.0,4.0,17.0,14.0
2023-05-27 02:00:00,0.0,243.0,4.0,17.0,14.0
2023-05-27 03:00:00,0.0,246.0,2.0,16.0,14.0
2023-05-27 04:00:00,0.0,175.0,0.0,17.0,15.0
2023-05-27 05:00:00,0.0,175.0,0.0,17.0,15.0
2023-05-27 06:00:00,0.0,175.0,2.0,16.0,14.0
2023-05-27 07:00:00,0.0,175.0,5.0,17.0,15.0
2023-05-27 08:00:00,0.0,175.0,5.0,17.0,15.0
2023-05-27 09:00:00,0.0,1.0,3.0,17.0,15.0
2023-05-27 10:00:00,0.0,79.0,5.0,16.0,14.0
2023-05-27 11:00:00,0.0,49.0,6.0,16.0,14.0
2023-05-27 12:00:00,0.0,2.0,4.0,15.0,13.0
2023-05-27 13:00:00,0.0,0.0,3.0,16.0,14.0
2023-05-27 14:00:00,0.0,0.0,2.0,17.0,14.0
2023-05-27 15:00:00,0.0,163.0,4.0,17.0,14.0
2023-05-27 16:00:00,0.0,277.0,2.0,17.0,15.0
2023-05-27 17:00:00,0.0,362.0,5.0,18.0,15.0
2023-05-27 18:00:00,0.0,583.0,2.0,18.0,15.0
2023-05-27 19:00:00,0.0,461.0,7.0,18.0,15.0
2023-05-27 20:00:00,0.0,371.0,12.0,17.0,14.0
2023-05-27 21:00:00,0.0,247.0,12.0,17.0,14.0
2023-05-27 22:00:00,0.0,243.0,12.0,16.0,13.0
2023-05-27 23:00:00,0.0,243.0,16.0,16.0,13.0
