UTC time,nat_gas,hydro,wind,biomass,unknown
2023-04-23 00:00:00,0.0,931.0,3.0,16.0,13.0
2023-04-23 01:00:00,0.0,939.0,6.0,16.0,13.0
2023-04-23 02:00:00,0.0,960.0,8.0,16.0,13.0
2023-04-23 03:00:00,0.0,962.0,11.0,16.0,14.0
2023-04-23 04:00:00,0.0,924.0,10.0,16.0,14.0
2023-04-23 05:00:00,0.0,942.0,7.0,16.0,14.0
2023-04-23 06:00:00,0.0,1110.0,2.0,17.0,14.0
2023-04-23 07:00:00,0.0,1124.0,9.0,18.0,16.0
2023-04-23 08:00:00,0.0,1070.0,24.0,18.0,16.0
2023-04-23 09:00:00,0.0,1033.0,43.0,21.0,19.0
2023-04-23 10:00:00,0.0,959.0,59.0,18.0,16.0
2023-04-23 11:00:00,0.0,961.0,64.0,18.0,16.0
2023-04-23 12:00:00,0.0,946.0,61.0,20.0,19.0
2023-04-23 13:00:00,0.0,1018.0,53.0,20.0,18.0
2023-04-23 14:00:00,0.0,1064.0,57.0,21.0,19.0
2023-04-23 15:00:00,0.0,1039.0,53.0,19.0,17.0
2023-04-23 16:00:00,0.0,1043.0,35.0,18.0,15.0
2023-04-23 17:00:00,0.0,1090.0,31.0,18.0,16.0
2023-04-23 18:00:00,0.0,931.0,25.0,18.0,15.0
2023-04-23 19:00:00,0.0,898.0,55.0,17.0,14.0
2023-04-23 20:00:00,0.0,911.0,70.0,25.0,24.0
2023-04-23 21:00:00,0.0,913.0,45.0,22.0,21.0
2023-04-23 22:00:00,0.0,1141.0,22.0,22.0,21.0
2023-04-23 23:00:00,0.0,1170.0,21.0,21.0,19.0
