UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-09-01 00:00:00,2024-07-17 00:00:00,3.1,5.933050564508091,286.18571691173383,283.74145070569455,0.0,2.634795751255324,1.84187,64.05349,8.0,17.921,12.86053
2023-09-01 01:00:00,2024-07-17 00:00:00,3.1,5.542955483206996,286.5107495140548,284.16840586509926,0.0,0.8903854289646376,0.0,58.02619,17.0,17.3063,12.89668
2023-09-01 02:00:00,2024-07-17 00:00:00,3.1,5.542955483206996,286.5107495140548,284.16840586509926,0.0,0.8903854289646376,0.0,60.43319,19.0,17.31926,12.87079
2023-09-01 03:00:00,2024-07-17 00:00:00,3.1,5.542955483206996,286.5107495140548,284.16840586509926,0.0,0.8903854289646376,0.0,51.51031,18.0,18.10175,13.09753
2023-09-01 04:00:00,2024-07-17 00:00:00,3.1,5.909249196145717,287.5964253267103,284.88413050697216,29.444129168545032,1.2523005390324915,0.0,63.23837,16.0,17.73035,12.65034
2023-09-01 05:00:00,2024-07-17 00:00:00,3.1,5.909249196145717,287.5964253267103,284.88413050697216,29.444129168545032,1.2523005390324915,0.0,59.48869,20.0,17.5095,12.65888
2023-09-01 06:00:00,2024-07-17 00:00:00,3.1,5.909249196145717,287.5964253267103,284.88413050697216,29.444129168545032,1.2523005390324915,0.0,64.59085,20.0,16.7053,12.96526
2023-09-01 07:00:00,2024-07-17 00:00:00,3.1,6.169905988536222,290.0632672371128,285.258022421844,323.7022529564462,0.444487520452017,0.0,67.08656,20.0,17.7245,12.71631
2023-09-01 08:00:00,2024-07-17 00:00:00,3.1,6.169905988536222,290.0632672371128,285.258022421844,323.7022529564462,0.444487520452017,0.0,63.95443,23.0,17.63947,12.88294
2023-09-01 09:00:00,2024-07-17 00:00:00,3.1,6.169905988536222,290.0632672371128,285.258022421844,323.7022529564462,0.444487520452017,0.0,61.15759,37.0,17.76941,11.88947
2023-09-01 10:00:00,2024-07-17 00:00:00,3.1,6.007340164657358,291.157225099979,285.4795226329672,403.12597828774415,1.1686529127228238,0.0,81.64732,44.0,17.52425,13.44189
2023-09-01 11:00:00,2024-07-17 00:00:00,3.1,6.007340164657358,291.157225099979,285.4795226329672,403.12597828774415,1.1686529127228238,0.23904,102.11459,47.0,17.90405,12.9631
2023-09-01 12:00:00,2024-07-17 00:00:00,3.1,6.007340164657358,291.157225099979,285.4795226329672,403.12597828774415,1.1686529127228238,1.68194,104.36932,48.0,17.65181,13.18451
2023-09-01 13:00:00,2024-07-17 00:00:00,3.1,5.095539377813872,290.4069286350456,285.86766840929835,355.69684735150844,0.7987591758851335,5.31957,87.20347,53.0,18.05642,13.01458
2023-09-01 14:00:00,2024-07-17 00:00:00,3.1,5.095539377813872,290.4069286350456,285.86766840929835,355.69684735150844,0.7987591758851335,6.79169,83.92399,36.0,16.96289,12.88794
2023-09-01 15:00:00,2024-07-17 00:00:00,3.1,5.095539377813872,290.4069286350456,285.86766840929835,355.69684735150844,0.7987591758851335,7.61388,61.82138,22.0,17.29373,13.51449
2023-09-01 16:00:00,2024-07-17 00:00:00,3.1,3.772794013910032,286.98371886827425,285.1332832880268,211.47646936282283,1.0820859467142911,9.90301,39.77179,24.0,17.91926,13.64801
2023-09-01 17:00:00,2024-07-17 00:00:00,3.1,3.772794013910032,286.98371886827425,285.1332832880268,211.47646936282283,1.0820859467142911,9.37341,21.88006,28.0,17.86572,13.55507
2023-09-01 18:00:00,2024-07-17 00:00:00,3.1,3.772794013910032,286.98371886827425,285.1332832880268,211.47646936282283,1.0820859467142911,3.28743,10.33006,29.0,18.57841,12.90799
2023-09-01 19:00:00,2024-07-17 00:00:00,3.1,3.7989613211751214,285.9901388811966,284.5871769143867,0.0,0.0950139576898647,0.0,29.68107,33.0,18.84806,12.70335
2023-09-01 20:00:00,2024-07-17 00:00:00,3.1,3.7989613211751214,285.9901388811966,284.5871769143867,0.0,0.0950139576898647,1.87232,39.45948,35.0,18.81411,12.7006
2023-09-01 21:00:00,2024-07-17 00:00:00,3.1,3.7989613211751214,285.9901388811966,284.5871769143867,0.0,0.0950139576898647,8.30694,34.07817,34.0,18.78002,12.6541
2023-09-01 22:00:00,2024-07-17 00:00:00,3.1,3.425167178331522,285.3665037720718,283.91739894797985,0.0,0.2108992688948467,14.42114,29.51002,20.0,18.35841,12.4645
2023-09-01 23:00:00,2024-07-17 00:00:00,3.1,3.425167178331522,285.3665037720718,283.91739894797985,0.0,0.2108992688948467,18.66134,54.32296,21.0,18.46979,13.5904
2023-09-02 00:00:00,2024-07-17 00:00:00,3.1,3.425167178331522,285.3665037720718,283.91739894797985,0.0,0.2108992688948467,43.37658,65.0242,14.05687,17.921,12.47438
2023-09-02 01:00:00,2024-07-17 00:00:00,3.1,2.8824390361435857,284.7161750665291,283.3714208470229,0.0,0.0945695437320758,36.66446,59.8971,13.93075,17.3063,12.50825
2023-09-02 02:00:00,2024-07-17 00:00:00,3.1,2.8824390361435857,284.7161750665291,283.3714208470229,0.0,0.0945695437320758,33.1918,63.26986,13.73144,17.31926,12.48049
2023-09-02 03:00:00,2024-07-17 00:00:00,3.1,2.8824390361435857,284.7161750665291,283.3714208470229,0.0,0.0945695437320758,29.76308,54.67777,14.32781,18.10175,12.71408
2023-09-02 04:00:00,2024-07-17 00:00:00,3.1,2.918043386514633,287.71603915541755,284.6145433315445,49.23724641842563,0.1677925504474536,28.15692,66.48199,15.18423,17.73035,12.27353
2023-09-02 05:00:00,2024-07-17 00:00:00,3.1,2.918043386514633,287.71603915541755,284.6145433315445,49.23724641842563,0.1677925504474536,30.46314,62.65576,15.87948,17.5095,12.27511
2023-09-02 06:00:00,2024-07-17 00:00:00,3.1,2.918043386514633,287.71603915541755,284.6145433315445,49.23724641842563,0.1677925504474536,34.02883,67.49849,16.13149,16.7053,12.57331
2023-09-02 07:00:00,2024-07-17 00:00:00,3.1,3.278022316355412,291.73999613110976,284.2375366961463,456.96801323665255,0.1432183675862249,31.90912,69.74467,15.51552,17.7245,12.33012
2023-09-02 08:00:00,2024-07-17 00:00:00,3.1,3.278022316355412,291.73999613110976,284.2375366961463,456.96801323665255,0.1432183675862249,37.11451,66.66817,14.57556,17.63947,12.49547
