UTC time,nat_gas,hydro,wind,biomass,unknown
2023-09-06 00:00:00,153.0,16.0,1.0,13.0,10.0
2023-09-06 01:00:00,151.0,101.0,1.0,13.0,10.0
2023-09-06 02:00:00,151.0,97.0,25.0,14.0,10.0
2023-09-06 03:00:00,154.0,171.0,30.0,16.0,11.0
2023-09-06 04:00:00,258.0,229.0,22.0,20.0,11.0
2023-09-06 05:00:00,326.0,130.0,19.0,23.0,12.0
2023-09-06 06:00:00,326.0,118.0,12.0,24.0,13.0
2023-09-06 07:00:00,276.0,101.0,19.0,23.0,12.0
2023-09-06 08:00:00,276.0,95.0,12.0,21.0,13.0
2023-09-06 09:00:00,274.0,95.0,9.0,18.0,14.0
2023-09-06 10:00:00,264.0,99.0,9.0,17.0,14.0
2023-09-06 11:00:00,265.0,18.0,9.0,16.0,14.0
2023-09-06 12:00:00,258.0,18.0,8.0,17.0,15.0
2023-09-06 13:00:00,326.0,19.0,8.0,18.0,14.0
2023-09-06 14:00:00,336.0,125.0,6.0,20.0,13.0
2023-09-06 15:00:00,379.0,276.0,6.0,24.0,16.0
2023-09-06 16:00:00,384.0,304.0,8.0,19.0,12.0
2023-09-06 17:00:00,370.0,268.0,9.0,19.0,12.0
2023-09-06 18:00:00,310.0,206.0,15.0,19.0,12.0
2023-09-06 19:00:00,306.0,134.0,16.0,18.0,11.0
2023-09-06 20:00:00,292.0,102.0,13.0,15.0,11.0
2023-09-06 21:00:00,214.0,25.0,11.0,15.0,11.0
2023-09-06 22:00:00,182.0,0.0,8.0,15.0,11.0
2023-09-06 23:00:00,181.0,0.0,3.0,16.0,11.0
