UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-05-27 00:00:00,2024-07-17 00:00:00,3.1,2.081844498422452,278.74936526277526,273.1338765247488,2.4746838346318327,0.0,0.0,94.11414,1.0,18.15879,14.18222
2023-05-27 01:00:00,2024-07-17 00:00:00,3.1,2.769642819898555,279.1976130794137,273.262941768788,13.502961746282072,0.0,0.0,107.24703,0.0,17.63855,14.24134
2023-05-27 02:00:00,2024-07-17 00:00:00,3.1,2.769642819898555,279.1976130794137,273.262941768788,13.502961746282072,0.0,0.0,125.56307,0.0,17.59597,14.7384
2023-05-27 03:00:00,2024-07-17 00:00:00,3.1,2.769642819898555,279.1976130794137,273.262941768788,13.502961746282072,0.0,0.0,142.26172,0.0,17.48419,14.9148
2023-05-27 04:00:00,2024-07-17 00:00:00,3.1,3.445596674962872,285.2157214150524,274.57211157432107,152.02794526645664,0.0,0.0,184.64283,0.0,17.11372,15.13167
2023-05-27 05:00:00,2024-07-17 00:00:00,3.1,3.445596674962872,285.2157214150524,274.57211157432107,152.02794526645664,0.0,0.0,201.15402,0.0,17.36071,14.91524
2023-05-27 06:00:00,2024-07-17 00:00:00,3.1,3.445596674962872,285.2157214150524,274.57211157432107,152.02794526645664,0.0,0.0,223.15355,0.0,17.53004,14.52639
2023-05-27 07:00:00,2024-07-17 00:00:00,3.1,4.009457172739026,288.67385769363426,275.28637612220507,673.4206789822383,0.0,0.0,220.35133,0.0,18.4015,14.291
2023-05-27 08:00:00,2024-07-17 00:00:00,3.1,4.009457172739026,288.67385769363426,275.28637612220507,673.4206789822383,0.0,0.0,233.39893,1.0,18.81148,14.21056
2023-05-27 09:00:00,2024-07-17 00:00:00,3.1,4.009457172739026,288.67385769363426,275.28637612220507,673.4206789822383,0.0,0.0,237.80914,1.0,18.65851,14.07384
2023-05-27 10:00:00,2024-07-17 00:00:00,3.1,4.503158556291876,290.32499271071777,276.9554392177993,745.5395715910713,0.0,0.0,231.71522,3.0,19.17621,14.75967
2023-05-27 11:00:00,2024-07-17 00:00:00,3.1,4.503158556291876,290.32499271071777,276.9554392177993,745.5395715910713,0.0,0.0,217.45168,4.0,20.80917,14.93853
2023-05-27 12:00:00,2024-07-17 00:00:00,3.1,4.503158556291876,290.32499271071777,276.9554392177993,745.5395715910713,0.0,0.0,219.15784,4.0,20.90177,14.99822
2023-05-27 13:00:00,2024-07-17 00:00:00,3.1,4.535725851673483,290.21511031188663,278.5327916688325,621.870728754539,0.0,0.0,212.55489,4.0,20.88089,14.75876
2023-05-27 14:00:00,2024-07-17 00:00:00,3.1,4.535725851673483,290.21511031188663,278.5327916688325,621.870728754539,0.0,0.0,209.83586,4.0,21.34778,15.13653
2023-05-27 15:00:00,2024-07-17 00:00:00,3.1,4.535725851673483,290.21511031188663,278.5327916688325,621.870728754539,0.0,12.74379,209.74592,1.0,21.25567,15.01802
2023-05-27 16:00:00,2024-07-17 00:00:00,3.1,3.2324477337036805,286.31758288657727,280.5455094426486,422.6660992484549,0.0,18.77128,218.87702,1.0,21.18488,14.91628
2023-05-27 17:00:00,2024-07-17 00:00:00,3.1,3.2324477337036805,286.31758288657727,280.5455094426486,422.6660992484549,0.0,20.05097,224.61117,1.0,20.58307,15.04863
2023-05-27 18:00:00,2024-07-17 00:00:00,3.1,3.2324477337036805,286.31758288657727,280.5455094426486,422.6660992484549,0.0,27.39476,221.95148,4.0,19.11716,15.24448
2023-05-27 19:00:00,2024-07-17 00:00:00,3.1,3.072275168162244,283.1735298977866,279.6494837223279,4.599496807495129,0.0,30.03632,210.30558,6.0,18.41332,14.79576
2023-05-27 20:00:00,2024-07-17 00:00:00,3.1,3.072275168162244,283.1735298977866,279.6494837223279,4.599496807495129,0.0,27.639,199.24556,7.0,18.27447,15.01142
2023-05-27 21:00:00,2024-07-17 00:00:00,3.1,3.072275168162244,283.1735298977866,279.6494837223279,4.599496807495129,0.0,23.59699,180.41991,7.0,17.8445,14.90931
2023-05-27 22:00:00,2024-07-17 00:00:00,3.1,2.886536856974739,281.75466897171333,279.435228917339,2.299983462592013,0.0,18.02392,166.12666,13.0,16.93215,14.84667
2023-05-27 23:00:00,2024-07-17 00:00:00,3.1,2.886536856974739,281.75466897171333,279.435228917339,2.299983462592013,0.0,12.76505,133.59051,16.0,17.20525,15.17355
2023-05-28 00:00:00,2024-07-17 00:00:00,3.1,2.886536856974739,281.75466897171333,279.435228917339,2.299983462592013,0.0,0.0,20.45456,22.92784,16.78833,13.01076
2023-05-28 01:00:00,2024-07-17 00:00:00,3.1,2.5183887759698176,282.1294650677669,279.6637678247554,11.88946019638044,0.0,0.0,31.45718,22.68924,16.3487,13.04558
2023-05-28 02:00:00,2024-07-17 00:00:00,3.1,2.5183887759698176,282.1294650677669,279.6637678247554,11.88946019638044,0.0,0.0,49.61415,20.78484,16.39314,13.5471
2023-05-28 03:00:00,2024-07-17 00:00:00,3.1,2.5183887759698176,282.1294650677669,279.6637678247554,11.88946019638044,0.0,0.0,70.13656,19.97382,16.38286,13.73099
2023-05-28 04:00:00,2024-07-17 00:00:00,3.1,3.2427796056812825,286.7333054502945,280.4772378349057,113.54503876277532,0.0,0.0,117.98649,19.57501,16.19111,13.96163
2023-05-28 05:00:00,2024-07-17 00:00:00,3.1,3.2427796056812825,286.7333054502945,280.4772378349057,113.54503876277532,0.0,0.0,141.46545,18.94486,16.74155,13.73693
2023-05-28 06:00:00,2024-07-17 00:00:00,3.1,3.2427796056812825,286.7333054502945,280.4772378349057,113.54503876277532,0.0,12.27711,174.25664,19.17572,17.21538,13.33958
2023-05-28 07:00:00,2024-07-17 00:00:00,3.1,3.66606695990085,288.884752709498,280.3752125158236,457.0371458481994,0.012444612199389,20.6238,189.23076,19.13396,18.47283,13.10644
2023-05-28 08:00:00,2024-07-17 00:00:00,3.1,3.66606695990085,288.884752709498,280.3752125158236,457.0371458481994,0.012444612199389,31.02924,219.87224,19.45638,19.21591,13.02098
2023-05-28 09:00:00,2024-07-17 00:00:00,3.1,3.66606695990085,288.884752709498,280.3752125158236,457.0371458481994,0.012444612199389,41.28123,246.88045,19.80438,19.40764,12.87746
2023-05-28 10:00:00,2024-07-17 00:00:00,3.1,3.998710180665523,289.56437991197464,280.5243288582899,520.6849242708988,0.2396762884899874,50.11414,262.57232,19.39414,20.14981,13.56018
