UTC time,nat_gas,hydro,wind,biomass,unknown
2023-09-17 00:00:00,1.0,0.0,37.0,17.0,12.0
2023-09-17 01:00:00,1.0,0.0,37.0,17.0,12.0
2023-09-17 02:00:00,1.0,0.0,37.0,17.0,13.0
2023-09-17 03:00:00,1.0,0.0,31.0,18.0,13.0
2023-09-17 04:00:00,1.0,0.0,33.0,19.0,13.0
2023-09-17 05:00:00,0.0,0.0,29.0,19.0,14.0
2023-09-17 06:00:00,0.0,0.0,14.0,17.0,14.0
2023-09-17 07:00:00,0.0,30.0,10.0,18.0,16.0
2023-09-17 08:00:00,0.0,1.0,10.0,21.0,16.0
2023-09-17 09:00:00,0.0,0.0,5.0,25.0,17.0
2023-09-17 10:00:00,0.0,0.0,7.0,27.0,18.0
2023-09-17 11:00:00,24.0,8.0,10.0,27.0,17.0
2023-09-17 12:00:00,107.0,34.0,12.0,28.0,18.0
2023-09-17 13:00:00,151.0,194.0,21.0,26.0,16.0
2023-09-17 14:00:00,243.0,200.0,29.0,24.0,14.0
2023-09-17 15:00:00,304.0,300.0,20.0,21.0,13.0
2023-09-17 16:00:00,306.0,317.0,15.0,22.0,13.0
2023-09-17 17:00:00,306.0,396.0,18.0,22.0,13.0
2023-09-17 18:00:00,306.0,307.0,25.0,22.0,13.0
2023-09-17 19:00:00,258.0,277.0,24.0,20.0,13.0
2023-09-17 20:00:00,253.0,274.0,25.0,18.0,12.0
2023-09-17 21:00:00,152.0,129.0,25.0,17.0,12.0
2023-09-17 22:00:00,152.0,0.0,35.0,17.0,12.0
2023-09-17 23:00:00,150.0,0.0,34.0,21.0,16.0
