Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
42216,2023-10-26 00:00:00,417.28,301.0,14.0,39.0,24.0,14.0
42217,2023-10-26 01:00:00,388.74,300.0,45.0,38.0,25.0,14.0
42218,2023-10-26 02:00:00,416.03,304.0,19.0,35.0,26.0,14.0
42219,2023-10-26 03:00:00,433.11,305.0,0.0,36.0,29.0,14.0
42220,2023-10-26 04:00:00,280.43,445.0,329.0,49.0,31.0,14.0
42221,2023-10-26 05:00:00,273.82,457.0,366.0,47.0,32.0,15.0
42222,2023-10-26 06:00:00,274.32,458.0,372.0,42.0,32.0,16.0
42223,2023-10-26 07:00:00,271.64,458.0,383.0,41.0,32.0,16.0
42224,2023-10-26 08:00:00,289.3,457.0,318.0,43.0,33.0,16.0
42225,2023-10-26 09:00:00,278.17,456.0,352.0,46.0,33.0,16.0
42226,2023-10-26 10:00:00,278.27,456.0,352.0,46.0,31.0,16.0
42227,2023-10-26 11:00:00,281.23,456.0,349.0,39.0,31.0,16.0
42228,2023-10-26 12:00:00,281.18,458.0,350.0,38.0,32.0,15.0
42229,2023-10-26 13:00:00,269.7,458.0,397.0,33.0,32.0,15.0
42230,2023-10-26 14:00:00,248.77,456.0,483.0,32.0,32.0,15.0
42231,2023-10-26 15:00:00,246.77,456.0,490.0,34.0,32.0,15.0
42232,2023-10-26 16:00:00,259.29,457.0,453.0,20.0,32.0,16.0
42233,2023-10-26 17:00:00,284.01,459.0,360.0,20.0,32.0,15.0
42234,2023-10-26 18:00:00,280.58,457.0,375.0,17.0,32.0,16.0
42235,2023-10-26 19:00:00,378.15,454.0,126.0,17.0,32.0,15.0
42236,2023-10-26 20:00:00,461.73,437.0,4.0,15.0,32.0,15.0
42237,2023-10-26 21:00:00,466.89,393.0,0.0,12.0,30.0,15.0
42238,2023-10-26 22:00:00,457.35,454.0,16.0,10.0,30.0,14.0
42239,2023-10-26 23:00:00,455.2,452.0,18.0,11.0,30.0,15.0
