UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-09-04 00:00:00,2024-07-17 00:00:00,3.1,2.6959501576417813,287.30900155332904,283.4353781698266,0.0,0.2619630891379969,2196.8338,1.30306,665.99845,118.33336,30.0419,37.8775
2023-09-04 01:00:00,2024-07-17 00:00:00,3.1,2.830863928497776,286.028942648001,283.5856242524819,0.0,0.0553679614386784,2179.11143,0.87908,587.81014,114.33108,30.07889,38.31617
2023-09-04 02:00:00,2024-07-17 00:00:00,3.1,2.830863928497776,286.028942648001,283.5856242524819,0.0,0.0553679614386784,2168.4634,0.54048,529.61227,105.99992,30.09882,37.43061
2023-09-04 03:00:00,2024-07-17 00:00:00,3.1,2.830863928497776,286.028942648001,283.5856242524819,0.0,0.0553679614386784,2172.10627,1.9162,527.34953,110.36705,30.07286,37.80184
2023-09-04 04:00:00,2024-07-17 00:00:00,3.1,3.143846313518538,288.5809673346454,284.027165901916,28.77360121897284,0.071440495013576,2170.66619,1.06026,625.90884,119.47203,30.03147,36.98144
2023-09-04 05:00:00,2024-07-17 00:00:00,3.1,3.143846313518538,288.5809673346454,284.027165901916,28.77360121897284,0.071440495013576,2181.12848,3.15268,756.46591,115.99427,30.15023,36.42853
2023-09-04 06:00:00,2024-07-17 00:00:00,3.1,3.143846313518538,288.5809673346454,284.027165901916,28.77360121897284,0.071440495013576,2187.1465,4.69013,870.6408,115.68113,30.16043,37.26638
2023-09-04 07:00:00,2024-07-17 00:00:00,3.1,4.498346852717969,294.0949304135944,283.05569278627536,439.67211063777074,0.0330625417138851,2162.64302,5.49087,979.0792,116.25809,30.09171,36.48057
2023-09-04 08:00:00,2024-07-17 00:00:00,3.1,4.498346852717969,294.0949304135944,283.05569278627536,439.67211063777074,0.0330625417138851,2194.79817,4.3927,1079.44557,118.22861,30.0083,35.52114
2023-09-04 09:00:00,2024-07-17 00:00:00,3.1,4.498346852717969,294.0949304135944,283.05569278627536,439.67211063777074,0.0330625417138851,2235.0953,2.88994,1104.95533,122.94872,30.04916,35.29888
