UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-11-13 00:00:00,2485.0,137.0,1192.0,89.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 01:00:00,2481.0,137.0,978.0,89.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 02:00:00,2512.0,135.0,777.0,125.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 03:00:00,2540.0,142.0,778.0,92.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 04:00:00,2628.0,162.0,875.0,70.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 05:00:00,2716.0,164.0,1642.0,71.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 06:00:00,2757.0,174.0,1744.0,93.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 07:00:00,2770.0,169.0,1750.0,96.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 08:00:00,2856.0,175.0,1808.0,90.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 09:00:00,2882.0,179.0,1799.0,48.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 10:00:00,2830.0,177.0,1677.0,43.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 11:00:00,2689.0,177.0,1703.0,44.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 12:00:00,2644.0,174.0,1738.0,44.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 13:00:00,2680.0,175.0,1673.0,35.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 14:00:00,2670.0,176.0,2057.0,35.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 15:00:00,2668.0,181.0,2136.0,33.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 16:00:00,2703.0,172.0,2124.0,31.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 17:00:00,2680.0,176.0,2135.0,31.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 18:00:00,2681.0,174.0,2113.0,31.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 19:00:00,2705.0,177.0,2143.0,40.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 20:00:00,2553.0,178.0,2049.0,65.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 21:00:00,2599.0,177.0,1686.0,96.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 22:00:00,2599.0,172.0,1338.0,106.0,30.0,27.0,0.0,0.0,0.0,0.0
2023-11-13 23:00:00,2592.0,177.0,1095.0,138.0,30.0,27.0,0.0,0.0,0.0,0.0
