datetime,avg_coal_production_forecast
2023-06-24T00:00:00.000000000,3.55547
2023-06-24T01:00:00.000000000,3.65795
2023-06-24T02:00:00.000000000,3.81378
2023-06-24T03:00:00.000000000,3.79184
2023-06-24T04:00:00.000000000,4.16999
2023-06-24T05:00:00.000000000,4.23294
2023-06-24T06:00:00.000000000,4.23613
2023-06-24T07:00:00.000000000,4.10446
2023-06-24T08:00:00.000000000,4.21848
2023-06-24T09:00:00.000000000,4.18789
2023-06-24T10:00:00.000000000,4.10537
2023-06-24T11:00:00.000000000,4.03052
2023-06-24T12:00:00.000000000,4.16681
2023-06-24T13:00:00.000000000,4.10474
2023-06-24T14:00:00.000000000,4.40423
2023-06-24T15:00:00.000000000,4.34359
2023-06-24T16:00:00.000000000,4.23612
2023-06-24T17:00:00.000000000,4.00465
2023-06-24T18:00:00.000000000,4.02728
2023-06-24T19:00:00.000000000,3.83374
2023-06-24T20:00:00.000000000,4.05069
2023-06-24T21:00:00.000000000,4.14916
2023-06-24T22:00:00.000000000,4.10324
2023-06-24T23:00:00.000000000,4.28963
2023-06-25T00:00:00.000000000,4.00473
2023-06-25T01:00:00.000000000,4.10152
2023-06-25T02:00:00.000000000,4.25548
2023-06-25T03:00:00.000000000,4.22607
2023-06-25T04:00:00.000000000,4.59525
2023-06-25T05:00:00.000000000,4.66135
2023-06-25T06:00:00.000000000,4.67424
2023-06-25T07:00:00.000000000,4.52463
2023-06-25T08:00:00.000000000,4.63859
2023-06-25T09:00:00.000000000,4.60265
2023-06-25T10:00:00.000000000,4.51639
2023-06-25T11:00:00.000000000,4.44289
2023-06-25T12:00:00.000000000,4.57352
2023-06-25T13:00:00.000000000,4.49505
2023-06-25T14:00:00.000000000,4.78987
2023-06-25T15:00:00.000000000,4.73605
2023-06-25T16:00:00.000000000,4.62773
2023-06-25T17:00:00.000000000,4.39201
2023-06-25T18:00:00.000000000,4.43343
2023-06-25T19:00:00.000000000,4.23499
2023-06-25T20:00:00.000000000,4.44587
2023-06-25T21:00:00.000000000,4.54501
2023-06-25T22:00:00.000000000,4.50048
2023-06-25T23:00:00.000000000,4.68491
2023-06-26T00:00:00.000000000,4.45857
2023-06-26T01:00:00.000000000,4.54962
2023-06-26T02:00:00.000000000,4.70168
2023-06-26T03:00:00.000000000,4.66474
2023-06-26T04:00:00.000000000,5.02486
2023-06-26T05:00:00.000000000,5.09413
2023-06-26T06:00:00.000000000,5.11682
2023-06-26T07:00:00.000000000,4.94907
2023-06-26T08:00:00.000000000,5.06298
2023-06-26T09:00:00.000000000,5.02164
2023-06-26T10:00:00.000000000,4.93161
2023-06-26T11:00:00.000000000,4.85946
2023-06-26T12:00:00.000000000,4.98438
2023-06-26T13:00:00.000000000,4.88933
2023-06-26T14:00:00.000000000,5.17944
2023-06-26T15:00:00.000000000,5.13251
2023-06-26T16:00:00.000000000,5.02334
2023-06-26T17:00:00.000000000,4.78331
2023-06-26T18:00:00.000000000,4.84371
2023-06-26T19:00:00.000000000,4.64034
2023-06-26T20:00:00.000000000,4.84508
2023-06-26T21:00:00.000000000,4.94491
2023-06-26T22:00:00.000000000,4.90177
2023-06-26T23:00:00.000000000,5.08422
2023-06-27T00:00:00.000000000,4.8873
2023-06-27T01:00:00.000000000,4.97291
2023-06-27T02:00:00.000000000,5.1232
2023-06-27T03:00:00.000000000,5.07912
2023-06-27T04:00:00.000000000,5.43068
2023-06-27T05:00:00.000000000,5.50295
2023-06-27T06:00:00.000000000,5.5349
2023-06-27T07:00:00.000000000,5.35003
2023-06-27T08:00:00.000000000,5.46389
2023-06-27T09:00:00.000000000,5.41744
2023-06-27T10:00:00.000000000,5.32385
2023-06-27T11:00:00.000000000,5.25297
2023-06-27T12:00:00.000000000,5.3725
2023-06-27T13:00:00.000000000,5.2618
2023-06-27T14:00:00.000000000,5.54744
2023-06-27T15:00:00.000000000,5.50703
2023-06-27T16:00:00.000000000,5.39705
2023-06-27T17:00:00.000000000,5.15295
2023-06-27T18:00:00.000000000,5.23129
2023-06-27T19:00:00.000000000,5.02325
2023-06-27T20:00:00.000000000,5.2222
2023-06-27T21:00:00.000000000,5.32267
2023-06-27T22:00:00.000000000,5.28086
2023-06-27T23:00:00.000000000,5.46144
