datetime,avg_solar_production_forecast
2023-06-25T00:00:00.000000000,11066.00985
2023-06-25T01:00:00.000000000,6721.37999
2023-06-25T02:00:00.000000000,1759.62007
2023-06-25T03:00:00.000000000,4.49
2023-06-25T04:00:00.000000000,0.0
2023-06-25T05:00:00.000000000,0.0
2023-06-25T06:00:00.000000000,0.0
2023-06-25T07:00:00.000000000,0.0
2023-06-25T08:00:00.000000000,0.0
2023-06-25T09:00:00.000000000,0.0
2023-06-25T10:00:00.000000000,0.0
2023-06-25T11:00:00.000000000,0.0
2023-06-25T12:00:00.000000000,48.78
2023-06-25T13:00:00.000000000,2566.26993
2023-06-25T14:00:00.000000000,7990.63966
2023-06-25T15:00:00.000000000,11735.72014
2023-06-25T16:00:00.000000000,13108.62022
2023-06-25T17:00:00.000000000,13739.35028
2023-06-25T18:00:00.000000000,14054.03937
2023-06-25T19:00:00.000000000,14127.34004
2023-06-25T20:00:00.000000000,14096.57066
2023-06-25T21:00:00.000000000,13953.6503
2023-06-25T22:00:00.000000000,13538.73953
2023-06-25T23:00:00.000000000,12786.16027
2023-06-26T00:00:00.000000000,11125.19798
2023-06-26T01:00:00.000000000,7632.5098
2023-06-26T02:00:00.000000000,4960.84326
2023-06-26T03:00:00.000000000,3299.5163
2023-06-26T04:00:00.000000000,2250.03507
2023-06-26T05:00:00.000000000,1496.26396
2023-06-26T06:00:00.000000000,910.54684
2023-06-26T07:00:00.000000000,0.0
2023-06-26T08:00:00.000000000,17.79913
2023-06-26T09:00:00.000000000,722.34936
2023-06-26T10:00:00.000000000,924.36932
2023-06-26T11:00:00.000000000,165.33938
2023-06-26T12:00:00.000000000,0.0
2023-06-26T13:00:00.000000000,916.56299
2023-06-26T14:00:00.000000000,3602.39447
2023-06-26T15:00:00.000000000,6324.02638
2023-06-26T16:00:00.000000000,8260.60228
2023-06-26T17:00:00.000000000,10401.44798
2023-06-26T18:00:00.000000000,11114.51534
2023-06-26T19:00:00.000000000,11629.87736
2023-06-26T20:00:00.000000000,12870.33886
2023-06-26T21:00:00.000000000,13907.38703
2023-06-26T22:00:00.000000000,14713.54289
2023-06-26T23:00:00.000000000,14016.04833
2023-06-27T00:00:00.000000000,11810.42847
2023-06-27T01:00:00.000000000,10050.67289
2023-06-27T02:00:00.000000000,7645.26807
2023-06-27T03:00:00.000000000,5104.34111
2023-06-27T04:00:00.000000000,2964.97362
2023-06-27T05:00:00.000000000,1584.23671
2023-06-27T06:00:00.000000000,1105.33363
2023-06-27T07:00:00.000000000,137.9781
2023-06-27T08:00:00.000000000,0.0
2023-06-27T09:00:00.000000000,0.0
2023-06-27T10:00:00.000000000,351.01411
2023-06-27T11:00:00.000000000,174.79924
2023-06-27T12:00:00.000000000,0.0
2023-06-27T13:00:00.000000000,0.0
2023-06-27T14:00:00.000000000,892.42822
2023-06-27T15:00:00.000000000,2946.07853
2023-06-27T16:00:00.000000000,6065.14694
2023-06-27T17:00:00.000000000,9834.7747
2023-06-27T18:00:00.000000000,11631.33445
2023-06-27T19:00:00.000000000,12146.34176
2023-06-27T20:00:00.000000000,12414.48621
2023-06-27T21:00:00.000000000,11915.68459
2023-06-27T22:00:00.000000000,12151.87916
2023-06-27T23:00:00.000000000,12677.89752
2023-06-28T00:00:00.000000000,10963.56587
2023-06-28T01:00:00.000000000,9649.46972
2023-06-28T02:00:00.000000000,7721.07081
2023-06-28T03:00:00.000000000,5377.69814
2023-06-28T04:00:00.000000000,3121.89451
2023-06-28T05:00:00.000000000,1509.4966
2023-06-28T06:00:00.000000000,969.25163
2023-06-28T07:00:00.000000000,199.51168
2023-06-28T08:00:00.000000000,0.0
2023-06-28T09:00:00.000000000,0.0
2023-06-28T10:00:00.000000000,443.75567
2023-06-28T11:00:00.000000000,155.85337
2023-06-28T12:00:00.000000000,0.0
2023-06-28T13:00:00.000000000,0.0
2023-06-28T14:00:00.000000000,740.23792
2023-06-28T15:00:00.000000000,2324.04894
2023-06-28T16:00:00.000000000,4792.84796
2023-06-28T17:00:00.000000000,8081.65093
2023-06-28T18:00:00.000000000,9855.15158
2023-06-28T19:00:00.000000000,10686.91724
2023-06-28T20:00:00.000000000,11361.37023
2023-06-28T21:00:00.000000000,11083.954
2023-06-28T22:00:00.000000000,11267.54602
2023-06-28T23:00:00.000000000,11708.58311
