datetime,avg_nuclear_production_forecast
2023-07-03T00:00:00.000000000,2261.37776
2023-07-03T01:00:00.000000000,2265.5893
2023-07-03T02:00:00.000000000,2273.16748
2023-07-03T03:00:00.000000000,2278.71817
2023-07-03T04:00:00.000000000,2277.46351
2023-07-03T05:00:00.000000000,2274.66947
2023-07-03T06:00:00.000000000,2269.73956
2023-07-03T07:00:00.000000000,2269.28967
2023-07-03T08:00:00.000000000,2269.43312
2023-07-03T09:00:00.000000000,2269.24408
2023-07-03T10:00:00.000000000,2268.81685
2023-07-03T11:00:00.000000000,2268.12278
2023-07-03T12:00:00.000000000,2269.6107
2023-07-03T13:00:00.000000000,2269.7573
2023-07-03T14:00:00.000000000,2269.96163
2023-07-03T15:00:00.000000000,2268.93942
2023-07-03T16:00:00.000000000,2269.26783
2023-07-03T17:00:00.000000000,2268.92468
2023-07-03T18:00:00.000000000,2268.81931
2023-07-03T19:00:00.000000000,2267.4803
2023-07-03T20:00:00.000000000,2267.06672
2023-07-03T21:00:00.000000000,2267.26982
2023-07-03T22:00:00.000000000,2268.36833
2023-07-03T23:00:00.000000000,2267.75711
2023-07-04T00:00:00.000000000,2267.04488
2023-07-04T01:00:00.000000000,2271.27335
2023-07-04T02:00:00.000000000,2278.8735
2023-07-04T03:00:00.000000000,2284.44276
2023-07-04T04:00:00.000000000,2283.1941
2023-07-04T05:00:00.000000000,2280.40033
2023-07-04T06:00:00.000000000,2275.44776
2023-07-04T07:00:00.000000000,2274.98832
2023-07-04T08:00:00.000000000,2275.11744
2023-07-04T09:00:00.000000000,2274.90588
2023-07-04T10:00:00.000000000,2274.45517
2023-07-04T11:00:00.000000000,2273.73748
2023-07-04T12:00:00.000000000,2275.20958
2023-07-04T13:00:00.000000000,2275.33775
2023-07-04T14:00:00.000000000,2275.52761
2023-07-04T15:00:00.000000000,2274.48438
2023-07-04T16:00:00.000000000,2274.8016
2023-07-04T17:00:00.000000000,2274.44425
2023-07-04T18:00:00.000000000,2274.33506
2023-07-04T19:00:00.000000000,2272.98785
2023-07-04T20:00:00.000000000,2272.56445
2023-07-04T21:00:00.000000000,2272.76018
2023-07-04T22:00:00.000000000,2273.85651
2023-07-04T23:00:00.000000000,2273.24037
2023-07-05T00:00:00.000000000,2272.10296
2023-07-05T01:00:00.000000000,2276.34658
2023-07-05T02:00:00.000000000,2283.96639
2023-07-05T03:00:00.000000000,2289.55257
2023-07-05T04:00:00.000000000,2288.30883
2023-07-05T05:00:00.000000000,2285.51533
2023-07-05T06:00:00.000000000,2280.54256
2023-07-05T07:00:00.000000000,2280.07466
2023-07-05T08:00:00.000000000,2280.19081
2023-07-05T09:00:00.000000000,2279.95918
2023-07-05T10:00:00.000000000,2279.48746
2023-07-05T11:00:00.000000000,2278.74888
2023-07-05T12:00:00.000000000,2280.20678
2023-07-05T13:00:00.000000000,2280.31871
2023-07-05T14:00:00.000000000,2280.49561
2023-07-05T15:00:00.000000000,2279.43354
2023-07-05T16:00:00.000000000,2279.74065
2023-07-05T17:00:00.000000000,2279.37089
2023-07-05T18:00:00.000000000,2279.25787
2023-07-05T19:00:00.000000000,2277.90357
2023-07-05T20:00:00.000000000,2277.47143
2023-07-05T21:00:00.000000000,2277.66088
2023-07-05T22:00:00.000000000,2278.75475
2023-07-05T23:00:00.000000000,2278.13425
2023-07-06T00:00:00.000000000,2276.5894
2023-07-06T01:00:00.000000000,2280.84626
2023-07-06T02:00:00.000000000,2288.48382
2023-07-06T03:00:00.000000000,2294.08447
2023-07-06T04:00:00.000000000,2292.84564
2023-07-06T05:00:00.000000000,2290.05214
2023-07-06T06:00:00.000000000,2285.06162
2023-07-06T07:00:00.000000000,2284.58608
2023-07-06T08:00:00.000000000,2284.6909
2023-07-06T09:00:00.000000000,2284.44139
2023-07-06T10:00:00.000000000,2283.9511
2023-07-06T11:00:00.000000000,2283.19369
2023-07-06T12:00:00.000000000,2284.63917
2023-07-06T13:00:00.000000000,2284.73649
2023-07-06T14:00:00.000000000,2284.90193
2023-07-06T15:00:00.000000000,2283.82321
2023-07-06T16:00:00.000000000,2284.12145
2023-07-06T17:00:00.000000000,2283.74036
2023-07-06T18:00:00.000000000,2283.62434
2023-07-06T19:00:00.000000000,2282.26348
2023-07-06T20:00:00.000000000,2281.8237
2023-07-06T21:00:00.000000000,2282.00742
2023-07-06T22:00:00.000000000,2283.09965
2023-07-06T23:00:00.000000000,2282.47532
