datetime,avg_oil_production_forecast
2023-07-03T00:00:00.000000000,44.42085
2023-07-03T01:00:00.000000000,45.19417
2023-07-03T02:00:00.000000000,45.97531
2023-07-03T03:00:00.000000000,46.829
2023-07-03T04:00:00.000000000,46.88282
2023-07-03T05:00:00.000000000,46.16192
2023-07-03T06:00:00.000000000,46.66008
2023-07-03T07:00:00.000000000,47.15165
2023-07-03T08:00:00.000000000,46.52914
2023-07-03T09:00:00.000000000,45.90777
2023-07-03T10:00:00.000000000,46.3392
2023-07-03T11:00:00.000000000,47.05027
2023-07-03T12:00:00.000000000,48.96568
2023-07-03T13:00:00.000000000,46.72294
2023-07-03T14:00:00.000000000,46.36963
2023-07-03T15:00:00.000000000,45.7691
2023-07-03T16:00:00.000000000,46.07679
2023-07-03T17:00:00.000000000,46.10958
2023-07-03T18:00:00.000000000,47.11941
2023-07-03T19:00:00.000000000,47.38421
2023-07-03T20:00:00.000000000,46.57156
2023-07-03T21:00:00.000000000,47.00151
2023-07-03T22:00:00.000000000,47.43421
2023-07-03T23:00:00.000000000,47.69118
2023-07-04T00:00:00.000000000,47.28111
2023-07-04T01:00:00.000000000,48.00189
2023-07-04T02:00:00.000000000,48.76731
2023-07-04T03:00:00.000000000,49.58831
2023-07-04T04:00:00.000000000,49.64764
2023-07-04T05:00:00.000000000,48.74515
2023-07-04T06:00:00.000000000,49.25325
2023-07-04T07:00:00.000000000,49.748
2023-07-04T08:00:00.000000000,48.98595
2023-07-04T09:00:00.000000000,48.42049
2023-07-04T10:00:00.000000000,48.85934
2023-07-04T11:00:00.000000000,49.46929
2023-07-04T12:00:00.000000000,51.28113
2023-07-04T13:00:00.000000000,49.18313
2023-07-04T14:00:00.000000000,48.84561
2023-07-04T15:00:00.000000000,48.20116
2023-07-04T16:00:00.000000000,48.57181
2023-07-04T17:00:00.000000000,48.42743
2023-07-04T18:00:00.000000000,49.39095
2023-07-04T19:00:00.000000000,49.72851
2023-07-04T20:00:00.000000000,48.84373
2023-07-04T21:00:00.000000000,49.29823
2023-07-04T22:00:00.000000000,49.76415
2023-07-04T23:00:00.000000000,50.0803
2023-07-05T00:00:00.000000000,49.79468
2023-07-05T01:00:00.000000000,50.4693
2023-07-05T02:00:00.000000000,51.22095
2023-07-05T03:00:00.000000000,52.01321
2023-07-05T04:00:00.000000000,52.07793
2023-07-05T05:00:00.000000000,51.01477
2023-07-05T06:00:00.000000000,51.53187
2023-07-05T07:00:00.000000000,52.03041
2023-07-05T08:00:00.000000000,51.14531
2023-07-05T09:00:00.000000000,50.62917
2023-07-05T10:00:00.000000000,51.07501
2023-07-05T11:00:00.000000000,51.59606
2023-07-05T12:00:00.000000000,53.31525
2023-07-05T13:00:00.000000000,51.34625
2023-07-05T14:00:00.000000000,51.02107
2023-07-05T15:00:00.000000000,50.33864
2023-07-05T16:00:00.000000000,50.76587
2023-07-05T17:00:00.000000000,50.46448
2023-07-05T18:00:00.000000000,51.3873
2023-07-05T19:00:00.000000000,51.789
2023-07-05T20:00:00.000000000,50.84077
2023-07-05T21:00:00.000000000,51.31745
2023-07-05T22:00:00.000000000,51.81179
2023-07-05T23:00:00.000000000,52.18033
2023-07-06T00:00:00.000000000,52.00463
2023-07-06T01:00:00.000000000,52.63866
2023-07-06T02:00:00.000000000,53.3782
2023-07-06T03:00:00.000000000,54.1452
2023-07-06T04:00:00.000000000,54.21462
2023-07-06T05:00:00.000000000,53.01027
2023-07-06T06:00:00.000000000,53.53528
2023-07-06T07:00:00.000000000,54.03708
2023-07-06T08:00:00.000000000,53.04382
2023-07-06T09:00:00.000000000,52.57103
2023-07-06T10:00:00.000000000,53.02298
2023-07-06T11:00:00.000000000,53.46587
2023-07-06T12:00:00.000000000,55.10371
2023-07-06T13:00:00.000000000,53.24801
2023-07-06T14:00:00.000000000,52.93378
2023-07-06T15:00:00.000000000,52.21792
2023-07-06T16:00:00.000000000,52.69481
2023-07-06T17:00:00.000000000,52.25545
2023-07-06T18:00:00.000000000,53.1425
2023-07-06T19:00:00.000000000,53.60057
2023-07-06T20:00:00.000000000,52.59656
2023-07-06T21:00:00.000000000,53.09269
2023-07-06T22:00:00.000000000,53.61208
2023-07-06T23:00:00.000000000,54.02667
