datetime,avg_oil_production_forecast
2023-06-27T00:00:00.000000000,37.59735
2023-06-27T01:00:00.000000000,38.53078
2023-06-27T02:00:00.000000000,39.45005
2023-06-27T03:00:00.000000000,40.40477
2023-06-27T04:00:00.000000000,41.86375
2023-06-27T05:00:00.000000000,38.69239
2023-06-27T06:00:00.000000000,39.91303
2023-06-27T07:00:00.000000000,42.9821
2023-06-27T08:00:00.000000000,41.58801
2023-06-27T09:00:00.000000000,41.28778
2023-06-27T10:00:00.000000000,42.95965
2023-06-27T11:00:00.000000000,43.80826
2023-06-27T12:00:00.000000000,41.67272
2023-06-27T13:00:00.000000000,43.80475
2023-06-27T14:00:00.000000000,39.4208
2023-06-27T15:00:00.000000000,40.53954
2023-06-27T16:00:00.000000000,43.96123
2023-06-27T17:00:00.000000000,40.96333
2023-06-27T18:00:00.000000000,42.08621
2023-06-27T19:00:00.000000000,42.68353
2023-06-27T20:00:00.000000000,41.87596
2023-06-27T21:00:00.000000000,43.80481
2023-06-27T22:00:00.000000000,42.14631
2023-06-27T23:00:00.000000000,43.31335
2023-06-28T00:00:00.000000000,42.43397
2023-06-28T01:00:00.000000000,43.24917
2023-06-28T02:00:00.000000000,44.05682
2023-06-28T03:00:00.000000000,44.9368
2023-06-28T04:00:00.000000000,45.20652
2023-06-28T05:00:00.000000000,44.165
2023-06-28T06:00:00.000000000,44.77187
2023-06-28T07:00:00.000000000,45.66172
2023-06-28T08:00:00.000000000,44.96503
2023-06-28T09:00:00.000000000,44.37524
2023-06-28T10:00:00.000000000,44.99644
2023-06-28T11:00:00.000000000,45.76168
2023-06-28T12:00:00.000000000,47.08316
2023-06-28T13:00:00.000000000,45.47113
2023-06-28T14:00:00.000000000,44.48824
2023-06-28T15:00:00.000000000,44.16835
2023-06-28T16:00:00.000000000,44.93802
2023-06-28T17:00:00.000000000,44.55887
2023-06-28T18:00:00.000000000,45.60126
2023-06-28T19:00:00.000000000,45.89393
2023-06-28T20:00:00.000000000,45.10551
2023-06-28T21:00:00.000000000,45.75969
2023-06-28T22:00:00.000000000,45.85761
2023-06-28T23:00:00.000000000,46.23635
2023-06-29T00:00:00.000000000,45.6561
2023-06-29T01:00:00.000000000,46.40676
2023-06-29T02:00:00.000000000,47.18124
2023-06-29T03:00:00.000000000,48.02083
2023-06-29T04:00:00.000000000,48.07867
2023-06-29T05:00:00.000000000,47.27601
2023-06-29T06:00:00.000000000,47.77933
2023-06-29T07:00:00.000000000,48.27526
2023-06-29T08:00:00.000000000,47.59122
2023-06-29T09:00:00.000000000,46.99452
2023-06-29T10:00:00.000000000,47.43061
2023-06-29T11:00:00.000000000,48.09789
2023-06-29T12:00:00.000000000,49.96359
2023-06-29T13:00:00.000000000,47.78883
2023-06-29T14:00:00.000000000,47.43771
2023-06-29T15:00:00.000000000,46.82008
2023-06-29T16:00:00.000000000,47.15875
2023-06-29T17:00:00.000000000,47.11102
2023-06-29T18:00:00.000000000,48.10086
2023-06-29T19:00:00.000000000,48.39766
2023-06-29T20:00:00.000000000,47.55367
2023-06-29T21:00:00.000000000,47.99603
2023-06-29T22:00:00.000000000,48.44074
2023-06-29T23:00:00.000000000,48.72449
2023-06-30T00:00:00.000000000,48.32559
2023-06-30T01:00:00.000000000,49.02723
2023-06-30T02:00:00.000000000,49.78707
2023-06-30T03:00:00.000000000,50.59615
2023-06-30T04:00:00.000000000,50.65969
2023-06-30T05:00:00.000000000,49.68644
2023-06-30T06:00:00.000000000,50.19931
2023-06-30T07:00:00.000000000,50.69923
2023-06-30T08:00:00.000000000,49.88451
2023-06-30T09:00:00.000000000,49.34018
2023-06-30T10:00:00.000000000,49.78368
2023-06-30T11:00:00.000000000,50.35654
2023-06-30T12:00:00.000000000,52.12392
2023-06-30T13:00:00.000000000,50.08608
2023-06-30T14:00:00.000000000,49.74814
2023-06-30T15:00:00.000000000,49.09015
2023-06-30T16:00:00.000000000,49.48884
2023-06-30T17:00:00.000000000,49.27442
2023-06-30T18:00:00.000000000,50.22104
2023-06-30T19:00:00.000000000,50.58595
2023-06-30T20:00:00.000000000,49.67458
2023-06-30T21:00:00.000000000,50.14046
2023-06-30T22:00:00.000000000,50.61539
2023-06-30T23:00:00.000000000,50.95477
