datetime,avg_hydro_production_forecast
2023-06-24T00:00:00.000000000,2387.82756
2023-06-24T01:00:00.000000000,3017.29542
2023-06-24T02:00:00.000000000,3478.92852
2023-06-24T03:00:00.000000000,4007.87042
2023-06-24T04:00:00.000000000,4656.36265
2023-06-24T05:00:00.000000000,5182.53376
2023-06-24T06:00:00.000000000,5823.63147
2023-06-24T07:00:00.000000000,5789.03232
2023-06-24T08:00:00.000000000,5315.09854
2023-06-24T09:00:00.000000000,4588.01026
2023-06-24T10:00:00.000000000,4110.82117
2023-06-24T11:00:00.000000000,3398.12454
2023-06-24T12:00:00.000000000,2856.49319
2023-06-24T13:00:00.000000000,2674.83685
2023-06-24T14:00:00.000000000,2673.18101
2023-06-24T15:00:00.000000000,2509.18764
2023-06-24T16:00:00.000000000,2510.58323
2023-06-24T17:00:00.000000000,2528.925
2023-06-24T18:00:00.000000000,2456.39323
2023-06-24T19:00:00.000000000,1857.83787
2023-06-24T20:00:00.000000000,1607.10376
2023-06-24T21:00:00.000000000,1441.92487
2023-06-24T22:00:00.000000000,1468.50687
2023-06-24T23:00:00.000000000,2065.65845
2023-06-25T00:00:00.000000000,2375.52189
2023-06-25T01:00:00.000000000,2862.40677
2023-06-25T02:00:00.000000000,3192.64341
2023-06-25T03:00:00.000000000,3657.0669
2023-06-25T04:00:00.000000000,4274.56269
2023-06-25T05:00:00.000000000,4827.93523
2023-06-25T06:00:00.000000000,5512.90352
2023-06-25T07:00:00.000000000,5578.82932
2023-06-25T08:00:00.000000000,5210.52874
2023-06-25T09:00:00.000000000,4556.55488
2023-06-25T10:00:00.000000000,4059.44654
2023-06-25T11:00:00.000000000,3298.02994
2023-06-25T12:00:00.000000000,2647.62382
2023-06-25T13:00:00.000000000,2348.22511
2023-06-25T14:00:00.000000000,2248.8477
2023-06-25T15:00:00.000000000,2052.39433
2023-06-25T16:00:00.000000000,2085.03502
2023-06-25T17:00:00.000000000,2195.64073
2023-06-25T18:00:00.000000000,2238.55846
2023-06-25T19:00:00.000000000,1799.0985
2023-06-25T20:00:00.000000000,1695.60467
2023-06-25T21:00:00.000000000,1616.99303
2023-06-25T22:00:00.000000000,1645.0038
2023-06-25T23:00:00.000000000,2144.2639
2023-06-26T00:00:00.000000000,2366.8905
2023-06-26T01:00:00.000000000,2783.1429
2023-06-26T02:00:00.000000000,3048.61427
2023-06-26T03:00:00.000000000,3502.17865
2023-06-26T04:00:00.000000000,4137.43614
2023-06-26T05:00:00.000000000,4748.27419
2023-06-26T06:00:00.000000000,5501.7224
2023-06-26T07:00:00.000000000,5643.60219
2023-06-26T08:00:00.000000000,5335.12574
2023-06-26T09:00:00.000000000,4701.94264
2023-06-26T10:00:00.000000000,4165.60582
2023-06-26T11:00:00.000000000,3335.18961
2023-06-26T12:00:00.000000000,2582.17155
2023-06-26T13:00:00.000000000,2196.33972
2023-06-26T14:00:00.000000000,2036.14874
2023-06-26T15:00:00.000000000,1822.08499
2023-06-26T16:00:00.000000000,1882.119
2023-06-26T17:00:00.000000000,2060.45846
2023-06-26T18:00:00.000000000,2177.24239
2023-06-26T19:00:00.000000000,1816.05648
2023-06-26T20:00:00.000000000,1785.04185
2023-06-26T21:00:00.000000000,1743.8751
2023-06-26T22:00:00.000000000,1760.29259
2023-06-26T23:00:00.000000000,2195.23316
2023-06-27T00:00:00.000000000,2327.89549
2023-06-27T01:00:00.000000000,2677.91027
2023-06-27T02:00:00.000000000,2891.28183
2023-06-27T03:00:00.000000000,3352.30149
2023-06-27T04:00:00.000000000,4030.78514
2023-06-27T05:00:00.000000000,4727.59737
2023-06-27T06:00:00.000000000,5572.33069
2023-06-27T07:00:00.000000000,5800.9694
2023-06-27T08:00:00.000000000,5555.34453
2023-06-27T09:00:00.000000000,4936.26486
2023-06-27T10:00:00.000000000,4355.60533
2023-06-27T11:00:00.000000000,3443.76649
2023-06-27T12:00:00.000000000,2579.31221
2023-06-27T13:00:00.000000000,2109.09348
2023-06-27T14:00:00.000000000,1898.70879
2023-06-27T15:00:00.000000000,1679.18959
2023-06-27T16:00:00.000000000,1773.12835
2023-06-27T17:00:00.000000000,2022.63018
2023-06-27T18:00:00.000000000,2213.2827
2023-06-27T19:00:00.000000000,1912.62052
2023-06-27T20:00:00.000000000,1922.19697
2023-06-27T21:00:00.000000000,1895.56601
2023-06-27T22:00:00.000000000,1880.69123
2023-06-27T23:00:00.000000000,2233.20196
