datetime,avg_other_production_forecast
2023-06-27T00:00:00.000000000,1490.45072
2023-06-27T01:00:00.000000000,1508.41111
2023-06-27T02:00:00.000000000,1561.96884
2023-06-27T03:00:00.000000000,1541.42126
2023-06-27T04:00:00.000000000,1553.33603
2023-06-27T05:00:00.000000000,1570.07253
2023-06-27T06:00:00.000000000,1584.86498
2023-06-27T07:00:00.000000000,1619.54357
2023-06-27T08:00:00.000000000,1605.07457
2023-06-27T09:00:00.000000000,1584.55263
2023-06-27T10:00:00.000000000,1539.64614
2023-06-27T11:00:00.000000000,1468.17574
2023-06-27T12:00:00.000000000,1371.07506
2023-06-27T13:00:00.000000000,1225.71979
2023-06-27T14:00:00.000000000,1012.12102
2023-06-27T15:00:00.000000000,788.55519
2023-06-27T16:00:00.000000000,622.09734
2023-06-27T17:00:00.000000000,520.24834
2023-06-27T18:00:00.000000000,478.26729
2023-06-27T19:00:00.000000000,506.57316
2023-06-27T20:00:00.000000000,613.96063
2023-06-27T21:00:00.000000000,763.13064
2023-06-27T22:00:00.000000000,924.14194
2023-06-27T23:00:00.000000000,1073.25684
2023-06-28T00:00:00.000000000,70.02625
2023-06-28T01:00:00.000000000,71.15327
2023-06-28T02:00:00.000000000,68.10717
2023-06-28T03:00:00.000000000,81.6071
2023-06-28T04:00:00.000000000,77.06076
2023-06-28T05:00:00.000000000,80.97777
2023-06-28T06:00:00.000000000,114.38964
2023-06-28T07:00:00.000000000,138.95696
2023-06-28T08:00:00.000000000,128.55846
2023-06-28T09:00:00.000000000,111.49196
2023-06-28T10:00:00.000000000,123.45093
2023-06-28T11:00:00.000000000,123.51561
2023-06-28T12:00:00.000000000,102.04135
2023-06-28T13:00:00.000000000,71.29098
2023-06-28T14:00:00.000000000,48.54467
2023-06-28T15:00:00.000000000,40.04771
2023-06-28T16:00:00.000000000,49.08399
2023-06-28T17:00:00.000000000,81.18597
2023-06-28T18:00:00.000000000,89.80585
2023-06-28T19:00:00.000000000,75.76822
2023-06-28T20:00:00.000000000,68.66502
2023-06-28T21:00:00.000000000,87.871
2023-06-28T22:00:00.000000000,83.95604
2023-06-28T23:00:00.000000000,75.21668
2023-06-29T00:00:00.000000000,70.02625
2023-06-29T01:00:00.000000000,71.15327
2023-06-29T02:00:00.000000000,68.10717
2023-06-29T03:00:00.000000000,81.6071
2023-06-29T04:00:00.000000000,77.06076
2023-06-29T05:00:00.000000000,80.97777
2023-06-29T06:00:00.000000000,114.38964
2023-06-29T07:00:00.000000000,138.95696
2023-06-29T08:00:00.000000000,128.55846
2023-06-29T09:00:00.000000000,111.49196
2023-06-29T10:00:00.000000000,123.45093
2023-06-29T11:00:00.000000000,123.51561
2023-06-29T12:00:00.000000000,102.04135
2023-06-29T13:00:00.000000000,71.29098
2023-06-29T14:00:00.000000000,48.54467
2023-06-29T15:00:00.000000000,40.04771
2023-06-29T16:00:00.000000000,49.08399
2023-06-29T17:00:00.000000000,81.18597
2023-06-29T18:00:00.000000000,89.80585
2023-06-29T19:00:00.000000000,75.76822
2023-06-29T20:00:00.000000000,68.66502
2023-06-29T21:00:00.000000000,87.871
2023-06-29T22:00:00.000000000,83.95604
2023-06-29T23:00:00.000000000,75.21668
2023-06-30T00:00:00.000000000,70.02625
2023-06-30T01:00:00.000000000,71.15327
2023-06-30T02:00:00.000000000,68.10717
2023-06-30T03:00:00.000000000,81.6071
2023-06-30T04:00:00.000000000,77.06076
2023-06-30T05:00:00.000000000,80.97777
2023-06-30T06:00:00.000000000,114.38964
2023-06-30T07:00:00.000000000,138.95696
2023-06-30T08:00:00.000000000,128.55846
2023-06-30T09:00:00.000000000,111.49196
2023-06-30T10:00:00.000000000,123.45093
2023-06-30T11:00:00.000000000,123.51561
2023-06-30T12:00:00.000000000,102.04135
2023-06-30T13:00:00.000000000,71.29098
2023-06-30T14:00:00.000000000,48.54467
2023-06-30T15:00:00.000000000,40.04771
2023-06-30T16:00:00.000000000,49.08399
2023-06-30T17:00:00.000000000,81.18597
2023-06-30T18:00:00.000000000,89.80585
2023-06-30T19:00:00.000000000,75.76822
2023-06-30T20:00:00.000000000,68.66502
2023-06-30T21:00:00.000000000,87.871
2023-06-30T22:00:00.000000000,83.95604
2023-06-30T23:00:00.000000000,75.21668
