datetime,avg_nat_gas_production_forecast
2023-07-03T00:00:00.000000000,13335.10706
2023-07-03T01:00:00.000000000,14622.59181
2023-07-03T02:00:00.000000000,16060.5812
2023-07-03T03:00:00.000000000,16728.46543
2023-07-03T04:00:00.000000000,16773.21304
2023-07-03T05:00:00.000000000,16387.94978
2023-07-03T06:00:00.000000000,15486.56495
2023-07-03T07:00:00.000000000,14049.11969
2023-07-03T08:00:00.000000000,12885.34148
2023-07-03T09:00:00.000000000,12123.30811
2023-07-03T10:00:00.000000000,11666.04065
2023-07-03T11:00:00.000000000,11493.80258
2023-07-03T12:00:00.000000000,11166.44385
2023-07-03T13:00:00.000000000,10912.86116
2023-07-03T14:00:00.000000000,10537.85379
2023-07-03T15:00:00.000000000,10292.18753
2023-07-03T16:00:00.000000000,9957.05257
2023-07-03T17:00:00.000000000,9502.21703
2023-07-03T18:00:00.000000000,9293.39711
2023-07-03T19:00:00.000000000,9252.07874
2023-07-03T20:00:00.000000000,9496.27857
2023-07-03T21:00:00.000000000,9914.47618
2023-07-03T22:00:00.000000000,11151.37262
2023-07-03T23:00:00.000000000,12477.59377
2023-07-04T00:00:00.000000000,13782.99242
2023-07-04T01:00:00.000000000,15154.05364
2023-07-04T02:00:00.000000000,16669.16874
2023-07-04T03:00:00.000000000,17376.44718
2023-07-04T04:00:00.000000000,17431.04827
2023-07-04T05:00:00.000000000,17054.08339
2023-07-04T06:00:00.000000000,16160.12997
2023-07-04T07:00:00.000000000,14739.02078
2023-07-04T08:00:00.000000000,13611.33335
2023-07-04T09:00:00.000000000,12896.54165
2023-07-04T10:00:00.000000000,12466.68538
2023-07-04T11:00:00.000000000,12307.9983
2023-07-04T12:00:00.000000000,11946.38127
2023-07-04T13:00:00.000000000,11613.13713
2023-07-04T14:00:00.000000000,11099.67786
2023-07-04T15:00:00.000000000,10712.44951
2023-07-04T16:00:00.000000000,10224.18171
2023-07-04T17:00:00.000000000,9630.18038
2023-07-04T18:00:00.000000000,9330.28589
2023-07-04T19:00:00.000000000,9251.29361
2023-07-04T20:00:00.000000000,9516.30988
2023-07-04T21:00:00.000000000,9997.59719
2023-07-04T22:00:00.000000000,11354.15632
2023-07-04T23:00:00.000000000,12799.0148
2023-07-05T00:00:00.000000000,14155.73611
2023-07-05T01:00:00.000000000,15652.3083
2023-07-05T02:00:00.000000000,17298.21654
2023-07-05T03:00:00.000000000,18092.28773
2023-07-05T04:00:00.000000000,18192.82019
2023-07-05T05:00:00.000000000,17838.52998
2023-07-05T06:00:00.000000000,16932.66781
2023-07-05T07:00:00.000000000,15480.93721
2023-07-05T08:00:00.000000000,14332.4303
2023-07-05T09:00:00.000000000,13617.0202
2023-07-05T10:00:00.000000000,13179.08532
2023-07-05T11:00:00.000000000,13016.48399
2023-07-05T12:00:00.000000000,12624.87076
2023-07-05T13:00:00.000000000,12237.75078
2023-07-05T14:00:00.000000000,11632.08321
2023-07-05T15:00:00.000000000,11155.77645
2023-07-05T16:00:00.000000000,10555.6578
2023-07-05T17:00:00.000000000,9839.99156
2023-07-05T18:00:00.000000000,9444.16169
2023-07-05T19:00:00.000000000,9301.40751
2023-07-05T20:00:00.000000000,9548.76907
2023-07-05T21:00:00.000000000,10049.37001
2023-07-05T22:00:00.000000000,11491.71321
2023-07-05T23:00:00.000000000,13039.38601
2023-07-06T00:00:00.000000000,14473.23151
2023-07-06T01:00:00.000000000,16113.47866
2023-07-06T02:00:00.000000000,17915.57687
2023-07-06T03:00:00.000000000,18820.98737
2023-07-06T04:00:00.000000000,18988.08271
2023-07-06T05:00:00.000000000,18666.77536
2023-07-06T06:00:00.000000000,17742.43545
2023-07-06T07:00:00.000000000,16238.98963
2023-07-06T08:00:00.000000000,15042.27631
2023-07-06T09:00:00.000000000,14301.59214
2023-07-06T10:00:00.000000000,13836.65985
2023-07-06T11:00:00.000000000,13660.02326
2023-07-06T12:00:00.000000000,13240.38802
2023-07-06T13:00:00.000000000,12813.10614
2023-07-06T14:00:00.000000000,12140.48994
2023-07-06T15:00:00.000000000,11603.9695
2023-07-06T16:00:00.000000000,10915.89556
2023-07-06T17:00:00.000000000,10090.18745
2023-07-06T18:00:00.000000000,9597.69012
2023-07-06T19:00:00.000000000,9378.06336
2023-07-06T20:00:00.000000000,9586.76733
2023-07-06T21:00:00.000000000,10081.68748
2023-07-06T22:00:00.000000000,11588.02448
2023-07-06T23:00:00.000000000,13226.17088
