UTC time,coal,nat_gas,wind
2023-08-05 00:00:00,956.0,1607.0,106.0
2023-08-05 01:00:00,944.0,1458.0,95.0
2023-08-05 02:00:00,939.0,1472.0,72.0
2023-08-05 03:00:00,938.0,1391.0,93.0
2023-08-05 04:00:00,911.0,1301.0,95.0
2023-08-05 05:00:00,890.0,1319.0,48.0
2023-08-05 06:00:00,889.0,1268.0,39.0
2023-08-05 07:00:00,889.0,1289.0,56.0
2023-08-05 08:00:00,895.0,1324.0,72.0
2023-08-05 09:00:00,894.0,1248.0,43.0
2023-08-05 10:00:00,892.0,1196.0,126.0
2023-08-05 11:00:00,802.0,1246.0,171.0
2023-08-05 12:00:00,808.0,1223.0,88.0
2023-08-05 13:00:00,745.0,1239.0,73.0
2023-08-05 14:00:00,712.0,1289.0,112.0
2023-08-05 15:00:00,764.0,1186.0,44.0
2023-08-05 16:00:00,761.0,1166.0,30.0
2023-08-05 17:00:00,674.0,1187.0,89.0
2023-08-05 18:00:00,664.0,1173.0,121.0
2023-08-05 19:00:00,669.0,1248.0,37.0
2023-08-05 20:00:00,719.0,1282.0,2.0
2023-08-05 21:00:00,761.0,1282.0,8.0
2023-08-05 22:00:00,763.0,1312.0,10.0
2023-08-05 23:00:00,799.0,1340.0,10.0
