datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_wind_production_forecast
2023-08-20 00:00:00,2023-08-20 22:01:18,3.0,3.3162716060681463,299.62866834232346,289.72200215326586,17.76525528373157,4.657101207896933e-05,990.13358,1601.09423,1239.79005
2023-08-20 01:00:00,2023-08-20 22:01:18,3.0,3.3162716060681463,299.62866834232346,289.72200215326586,17.76525528373157,4.657101207896933e-05,1017.75465,1537.38339,1228.19997
2023-08-20 02:00:00,2023-08-20 22:01:18,3.0,3.3162716060681463,299.62866834232346,289.72200215326586,17.76525528373157,4.657101207896933e-05,995.2391,1429.62901,1226.21004
2023-08-20 03:00:00,2023-08-20 22:01:18,3.0,3.3162716060681463,299.62866834232346,289.72200215326586,17.76525528373157,4.657101207896933e-05,953.6375,1274.13528,1265.78003
2023-08-20 04:00:00,2023-08-20 22:01:18,3.0,3.1833767395737,297.8269106221983,289.2265779671818,17.76525528373157,4.657101207896933e-05,872.81449,1150.28782,1258.58996
2023-08-20 05:00:00,2023-08-20 22:01:18,3.0,3.1833767395737,297.8269106221983,289.2265779671818,17.76525528373157,4.657101207896933e-05,786.7916,1122.06583,1210.49995
2023-08-20 06:00:00,2023-08-20 22:01:18,3.0,3.1833767395737,297.8269106221983,289.2265779671818,17.76525528373157,4.657101207896933e-05,788.89594,1084.96927,1191.70003
2023-08-20 07:00:00,2023-08-20 22:01:18,3.0,2.879306087093838,296.61350921733646,289.0281529731292,8.882752779853343,9.49247600026052e-05,733.50783,1050.38195,998.75002
2023-08-20 08:00:00,2023-08-20 22:01:18,3.0,2.879306087093838,296.61350921733646,289.0281529731292,8.882752779853343,9.49247600026052e-05,708.53089,1015.40525,864.37001
2023-08-20 09:00:00,2023-08-20 22:01:18,3.0,2.879306087093838,296.61350921733646,289.0281529731292,8.882752779853343,9.49247600026052e-05,716.83214,926.65949,827.52
2023-08-20 10:00:00,2023-08-20 22:01:18,3.0,2.5553452565781782,296.04317855898137,289.15861050826373,0.0,0.0001916322558498,739.53108,912.15683,794.38999
2023-08-20 11:00:00,2023-08-20 22:01:18,3.0,2.5553452565781782,296.04317855898137,289.15861050826373,0.0,0.0001916322558498,810.11692,941.1217,737.26002
2023-08-20 12:00:00,2023-08-20 22:01:18,3.0,2.5553452565781782,296.04317855898137,289.15861050826373,0.0,0.0001916322558498,914.61431,975.08551,784.08002
2023-08-20 13:00:00,2023-08-20 22:01:18,3.0,3.2210598158417687,304.29860903420456,290.5301912407703,1.1773734785529284,0.0011707172016035,978.12301,1025.61751,889.96003
2023-08-20 14:00:00,2023-08-20 22:01:18,3.0,3.2210598158417687,304.29860903420456,290.5301912407703,1.1773734785529284,0.0011707172016035,1074.60747,1071.07331,970.22
2023-08-20 15:00:00,2023-08-20 22:01:18,3.0,3.2210598158417687,304.29860903420456,290.5301912407703,1.1773734785529284,0.0011707172016035,1161.57896,1159.88139,1002.59004
2023-08-20 16:00:00,2023-08-20 22:01:18,3.0,3.153023295960097,310.6552194075214,289.8951379491326,301.27949794251936,0.0021526785752971,1230.54304,1271.24397,995.70004
2023-08-20 17:00:00,2023-08-20 22:01:18,3.0,3.153023295960097,310.6552194075214,289.8951379491326,301.27949794251936,0.0021526785752971,1297.21846,1378.37742,973.48005
2023-08-20 18:00:00,2023-08-20 22:01:18,3.0,3.153023295960097,310.6552194075214,289.8951379491326,301.27949794251936,0.0021526785752971,1330.46261,1418.90778,994.10997
2023-08-20 19:00:00,2023-08-20 22:01:18,3.0,3.130011126413143,313.1348945656123,288.5148213627251,540.8791227597956,0.0021526785752971,1351.42449,1458.17099,1052.77996
2023-08-20 20:00:00,2023-08-20 22:01:18,3.0,3.130011126413143,313.1348945656123,288.5148213627251,540.8791227597956,0.0021526785752971,1356.24809,1512.7442,1151.89
2023-08-20 21:00:00,2023-08-20 22:01:18,3.0,3.130011126413143,313.1348945656123,288.5148213627251,540.8791227597956,0.0021526785752971,1344.01822,1541.5222,1303.32004
2023-08-20 22:00:00,2023-08-20 22:01:18,3.0,3.196571832813577,309.2450970236502,290.60054643651307,832.5259495810011,0.0021526785752971,1350.42767,1555.79743,1464.27001
2023-08-20 23:00:00,2023-08-20 22:01:18,3.0,3.196571832813577,309.2450970236502,290.60054643651307,832.5259495810011,0.0021526785752971,1316.62343,1527.74419,1573.61999
2023-08-21 00:00:00,2023-08-20 22:01:18,3.0,3.196571832813577,309.2450970236502,290.60054643651307,832.5259495810011,0.0021526785752971,1200.87787,1489.46235,1524.84013
2023-08-21 01:00:00,2023-08-20 22:01:18,3.0,3.0708771815960967,302.3644994345248,289.91063650578417,624.6750159588411,0.0031783345331298,1247.18195,1425.68248,1393.24976
2023-08-21 02:00:00,2023-08-20 22:01:18,3.0,3.0708771815960967,302.3644994345248,289.91063650578417,624.6750159588411,0.0031783345331298,1222.72048,1319.75266,1314.69268
2023-08-21 03:00:00,2023-08-20 22:01:18,3.0,3.0708771815960967,302.3644994345248,289.91063650578417,624.6750159588411,0.0031783345331298,1177.83584,1166.85965,1301.27943
2023-08-21 04:00:00,2023-08-20 22:01:18,3.0,2.7482561215724006,299.96591313094825,289.5677740039231,16.934918446085256,0.0064179374510618,1077.69891,1040.64044,1218.53421
2023-08-21 05:00:00,2023-08-20 22:01:18,3.0,2.7482561215724006,299.96591313094825,289.5677740039231,16.934918446085256,0.0064179374510618,961.06888,1009.2937,1089.70141
2023-08-21 06:00:00,2023-08-20 22:01:18,3.0,2.7482561215724006,299.96591313094825,289.5677740039231,16.934918446085256,0.0064179374510618,913.90415,972.88051,975.42319
2023-08-21 07:00:00,2023-08-20 22:01:18,3.0,2.396733983040603,298.2826970656837,289.4495565871996,8.467163295449966,0.0064179374510618,844.63879,941.48697,873.05068
2023-08-21 08:00:00,2023-08-20 22:01:18,3.0,2.396733983040603,298.2826970656837,289.4495565871996,8.467163295449966,0.0064179374510618,801.62573,910.95719,824.1466
2023-08-21 09:00:00,2023-08-20 22:01:18,3.0,2.396733983040603,298.2826970656837,289.4495565871996,8.467163295449966,0.0064179374510618,787.17493,831.26499,770.35823
2023-08-21 10:00:00,2023-08-20 22:01:18,3.0,2.2187912325569004,297.4524104450163,289.73730244068145,0.0,0.0064179374510618,783.73867,822.31987,689.71018
2023-08-21 11:00:00,2023-08-20 22:01:18,3.0,2.2187912325569004,297.4524104450163,289.73730244068145,0.0,0.0064179374510618,860.9583,856.74902,643.96963
2023-08-21 12:00:00,2023-08-20 22:01:18,3.0,2.2187912325569004,297.4524104450163,289.73730244068145,0.0,0.0064179374510618,975.06144,897.53704,640.09129
2023-08-21 13:00:00,2023-08-20 22:01:18,3.0,2.7824871040001096,305.6606940659003,290.8815247864785,1.1508277721322917,0.0065110794752198,1049.65047,954.33194,630.51332
2023-08-21 14:00:00,2023-08-20 22:01:18,3.0,2.7824871040001096,305.6606940659003,290.8815247864785,1.1508277721322917,0.0065110794752198,1164.05582,1005.52838,643.32579
2023-08-21 15:00:00,2023-08-20 22:01:18,3.0,2.7824871040001096,305.6606940659003,290.8815247864785,1.1508277721322917,0.0065110794752198,1280.11835,1098.22749,639.55411
2023-08-21 16:00:00,2023-08-20 22:01:18,3.0,2.892113153129628,311.8456466630953,289.9170517662058,299.0033488217082,0.0065110794752198,1359.71343,1210.09305,603.14618
2023-08-21 17:00:00,2023-08-20 22:01:18,3.0,2.892113153129628,311.8456466630953,289.9170517662058,299.0033488217082,0.0065110794752198,1420.34373,1314.61754,613.23135
2023-08-21 18:00:00,2023-08-20 22:01:18,3.0,2.892113153129628,311.8456466630953,289.9170517662058,299.0033488217082,0.0065110794752198,1449.14213,1357.97877,657.43508
2023-08-21 19:00:00,2023-08-20 22:01:18,3.0,3.3151479872356653,313.84998114584454,288.38698951042494,533.9251550380902,0.0065110794752198,1459.18792,1398.76796,690.09952
2023-08-21 20:00:00,2023-08-20 22:01:18,3.0,3.3151479872356653,313.84998114584454,288.38698951042494,533.9251550380902,0.0065110794752198,1456.42749,1449.94594,705.56363
2023-08-21 21:00:00,2023-08-20 22:01:18,3.0,3.3151479872356653,313.84998114584454,288.38698951042494,533.9251550380902,0.0065110794752198,1438.99428,1474.67156,703.80717
2023-08-21 22:00:00,2023-08-20 22:01:18,3.0,3.331714645775841,309.8880132646194,290.14017738755183,813.5053961515937,0.0065110794752198,1451.54875,1488.34691,723.02645
2023-08-21 23:00:00,2023-08-20 22:01:18,3.0,3.331714645775841,309.8880132646194,290.14017738755183,813.5053961515937,0.0065110794752198,1406.29741,1456.26011,757.21225
2023-08-22 00:00:00,2023-08-20 22:01:18,3.0,3.331714645775841,309.8880132646194,290.14017738755183,813.5053961515937,0.0065110794752198,1298.9507,1381.65928,869.26019
2023-08-22 01:00:00,2023-08-20 22:01:18,3.0,2.9751657128751647,303.3204901640848,289.784457589504,602.8893333824394,0.0069171222573427,1349.3,1317.01294,791.66811
2023-08-22 02:00:00,2023-08-20 22:01:18,3.0,2.9751657128751647,303.3204901640848,289.784457589504,602.8893333824394,0.0069171222573427,1328.12192,1211.75967,753.10517
2023-08-22 03:00:00,2023-08-20 22:01:18,3.0,2.9751657128751647,303.3204901640848,289.784457589504,602.8893333824394,0.0069171222573427,1282.12739,1060.80707,752.63765
2023-08-22 04:00:00,2023-08-20 22:01:18,3.0,2.882761037473212,301.0993535168037,289.73412335350275,15.139024027764966,0.0101593647896786,1174.7624,932.00806,712.76695
2023-08-22 05:00:00,2023-08-20 22:01:18,3.0,2.882761037473212,301.0993535168037,289.73412335350275,15.139024027764966,0.0101593647896786,1045.88018,898.34248,643.74504
2023-08-22 06:00:00,2023-08-20 22:01:18,3.0,2.882761037473212,301.0993535168037,289.73412335350275,15.139024027764966,0.0101593647896786,984.30675,863.69,582.2473
