,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-09-01 00:00:00,2023-09-03 16:44:46,3.0,589.83,1235.0,1537.0,226.0
1,2023-09-01 01:00:00,2023-09-03 16:44:46,3.0,582.97,1196.0,1382.0,271.0
2,2023-09-01 02:00:00,2023-09-03 16:44:46,3.0,549.54,1162.0,1217.0,449.0
3,2023-09-01 03:00:00,2023-09-03 16:44:46,3.0,536.23,1139.0,879.0,538.0
4,2023-09-01 04:00:00,2023-09-03 16:44:46,3.0,538.53,1087.0,728.0,513.0
5,2023-09-01 05:00:00,2023-09-03 16:44:46,3.0,515.56,907.0,538.0,520.0
6,2023-09-01 06:00:00,2023-09-03 16:44:46,3.0,521.39,906.0,326.0,510.0
7,2023-09-01 07:00:00,2023-09-03 16:44:46,3.0,525.16,905.0,321.0,497.0
8,2023-09-01 08:00:00,2023-09-03 16:44:46,3.0,542.03,906.0,329.0,442.0
9,2023-09-01 09:00:00,2023-09-03 16:44:46,3.0,547.97,906.0,324.0,424.0
10,2023-09-01 10:00:00,2023-09-03 16:44:46,3.0,551.97,904.0,322.0,411.0
11,2023-09-01 11:00:00,2023-09-03 16:44:46,3.0,562.65,908.0,369.0,375.0
12,2023-09-01 12:00:00,2023-09-03 16:44:46,3.0,570.88,999.0,488.0,374.0
13,2023-09-01 13:00:00,2023-09-03 16:44:46,3.0,562.56,1002.0,560.0,394.0
14,2023-09-01 14:00:00,2023-09-03 16:44:46,3.0,604.62,1071.0,640.0,265.0
15,2023-09-01 15:00:00,2023-09-03 16:44:46,3.0,632.01,1100.0,892.0,129.0
16,2023-09-01 16:00:00,2023-09-03 16:44:46,3.0,616.95,1044.0,1183.0,102.0
17,2023-09-01 17:00:00,2023-09-03 16:44:46,3.0,615.63,1040.0,1326.0,76.0
18,2023-09-01 18:00:00,2023-09-03 16:44:46,3.0,610.68,1079.0,1479.0,79.0
19,2023-09-01 19:00:00,2023-09-03 16:44:46,3.0,604.53,1170.0,1517.0,132.0
20,2023-09-01 20:00:00,2023-09-03 16:44:46,3.0,605.05,1266.0,1596.0,149.0
21,2023-09-01 21:00:00,2023-09-03 16:44:46,3.0,599.69,1268.0,1645.0,168.0
22,2023-09-01 22:00:00,2023-09-03 16:44:46,3.0,603.24,1278.0,1646.0,153.0
23,2023-09-01 23:00:00,2023-09-03 16:44:46,3.0,595.81,1244.0,1641.0,180.0
