,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-08-14 00:00:00,2023-08-21 20:44:56,3.0,510.15,950.0,1497.0,54.0
1,2023-08-14 01:00:00,2023-08-21 20:44:56,3.0,511.55,940.0,1480.0,47.0
2,2023-08-14 02:00:00,2023-08-21 20:44:56,3.0,517.33,936.0,1496.0,13.0
3,2023-08-14 03:00:00,2023-08-21 20:44:56,3.0,535.08,946.0,1237.0,16.0
4,2023-08-14 04:00:00,2023-08-21 20:44:56,3.0,521.68,910.0,1103.0,95.0
5,2023-08-14 05:00:00,2023-08-21 20:44:56,3.0,503.91,848.0,1125.0,132.0
6,2023-08-14 06:00:00,2023-08-21 20:44:56,3.0,485.55,805.0,1164.0,178.0
7,2023-08-14 07:00:00,2023-08-21 20:44:56,3.0,426.62,655.0,1046.0,373.0
8,2023-08-14 08:00:00,2023-08-21 20:44:56,3.0,409.25,481.0,1264.0,291.0
9,2023-08-14 09:00:00,2023-08-21 20:44:56,3.0,422.81,477.0,1124.0,240.0
10,2023-08-14 10:00:00,2023-08-21 20:44:56,3.0,395.34,477.0,1061.0,372.0
11,2023-08-14 11:00:00,2023-08-21 20:44:56,3.0,376.53,485.0,1092.0,475.0
12,2023-08-14 12:00:00,2023-08-21 20:44:56,3.0,421.97,645.0,1248.0,363.0
13,2023-08-14 13:00:00,2023-08-21 20:44:56,3.0,462.32,797.0,1308.0,252.0
14,2023-08-14 14:00:00,2023-08-21 20:44:56,3.0,462.43,820.0,1274.0,273.0
15,2023-08-14 15:00:00,2023-08-21 20:44:56,3.0,454.47,868.0,1321.0,338.0
16,2023-08-14 16:00:00,2023-08-21 20:44:56,3.0,445.2,885.0,1236.0,417.0
17,2023-08-14 17:00:00,2023-08-21 20:44:56,3.0,441.44,919.0,1404.0,436.0
18,2023-08-14 18:00:00,2023-08-21 20:44:56,3.0,432.4,880.0,1557.0,442.0
19,2023-08-14 19:00:00,2023-08-21 20:44:56,3.0,433.3,885.0,1631.0,429.0
20,2023-08-14 20:00:00,2023-08-21 20:44:56,3.0,406.7,751.0,1678.0,501.0
21,2023-08-14 21:00:00,2023-08-21 20:44:56,3.0,424.46,906.0,1646.0,505.0
22,2023-08-14 22:00:00,2023-08-21 20:44:56,3.0,421.8,819.0,1691.0,449.0
23,2023-08-14 23:00:00,2023-08-21 20:44:56,3.0,411.28,690.0,1714.0,413.0
