,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-08-07 00:00:00,2023-08-08 18:44:47,3.0,429.68,830.0,1606.0,415.0
1,2023-08-07 01:00:00,2023-08-08 18:44:47,3.0,428.53,845.0,1520.0,446.0
2,2023-08-07 02:00:00,2023-08-08 18:44:47,3.0,425.21,871.0,1454.0,497.0
3,2023-08-07 03:00:00,2023-08-08 18:44:47,3.0,422.73,842.0,1361.0,502.0
4,2023-08-07 04:00:00,2023-08-08 18:44:47,3.0,399.46,748.0,1317.0,578.0
5,2023-08-07 05:00:00,2023-08-08 18:44:47,3.0,385.83,668.0,1238.0,597.0
6,2023-08-07 06:00:00,2023-08-08 18:44:47,3.0,383.35,624.0,1209.0,571.0
7,2023-08-07 07:00:00,2023-08-08 18:44:47,3.0,391.09,621.0,1090.0,527.0
8,2023-08-07 08:00:00,2023-08-08 18:44:47,3.0,393.27,618.0,1120.0,510.0
9,2023-08-07 09:00:00,2023-08-08 18:44:47,3.0,414.21,623.0,1172.0,395.0
10,2023-08-07 10:00:00,2023-08-08 18:44:47,3.0,448.36,621.0,1171.0,227.0
11,2023-08-07 11:00:00,2023-08-08 18:44:47,3.0,465.86,635.0,1273.0,139.0
12,2023-08-07 12:00:00,2023-08-08 18:44:47,3.0,481.04,714.0,1183.0,141.0
13,2023-08-07 13:00:00,2023-08-08 18:44:47,3.0,496.91,742.0,1225.0,80.0
14,2023-08-07 14:00:00,2023-08-08 18:44:47,3.0,508.45,739.0,1159.0,50.0
15,2023-08-07 15:00:00,2023-08-08 18:44:47,3.0,522.3,773.0,1107.0,29.0
16,2023-08-07 16:00:00,2023-08-08 18:44:47,3.0,508.95,754.0,1355.0,2.0
17,2023-08-07 17:00:00,2023-08-08 18:44:47,3.0,511.93,812.0,1412.0,2.0
18,2023-08-07 18:00:00,2023-08-08 18:44:47,3.0,508.9,836.0,1449.0,17.0
19,2023-08-07 19:00:00,2023-08-08 18:44:47,3.0,488.22,800.0,1645.0,47.0
20,2023-08-07 20:00:00,2023-08-08 18:44:47,3.0,490.62,825.0,1631.0,52.0
21,2023-08-07 21:00:00,2023-08-08 18:44:47,3.0,492.64,860.0,1662.0,53.0
22,2023-08-07 22:00:00,2023-08-08 18:44:47,3.0,494.72,907.0,1707.0,56.0
23,2023-08-07 23:00:00,2023-08-08 18:44:47,3.0,498.38,954.0,1715.0,59.0
