UTC time,creation_time (UTC),version,coal,nat_gas,wind
2023-08-24 00:00:00,2023-08-25 21:23:44,3.0,1181.0,1704.0,129.0
2023-08-24 01:00:00,2023-08-25 21:23:44,3.0,1192.0,1496.0,211.0
2023-08-24 02:00:00,2023-08-25 21:23:44,3.0,1119.0,1319.0,215.0
2023-08-24 03:00:00,2023-08-25 21:23:44,3.0,1036.0,1226.0,282.0
2023-08-24 04:00:00,2023-08-25 21:23:44,3.0,991.0,1159.0,411.0
2023-08-24 05:00:00,2023-08-25 21:23:44,3.0,980.0,1181.0,501.0
2023-08-24 06:00:00,2023-08-25 21:23:44,3.0,886.0,1267.0,524.0
2023-08-24 07:00:00,2023-08-25 21:23:44,3.0,869.0,1218.0,504.0
2023-08-24 08:00:00,2023-08-25 21:23:44,3.0,909.0,1299.0,453.0
2023-08-24 09:00:00,2023-08-25 21:23:44,3.0,869.0,1264.0,418.0
2023-08-24 10:00:00,2023-08-25 21:23:44,3.0,874.0,1270.0,467.0
2023-08-24 11:00:00,2023-08-25 21:23:44,3.0,965.0,1308.0,471.0
2023-08-24 12:00:00,2023-08-25 21:23:44,3.0,999.0,1314.0,429.0
2023-08-24 13:00:00,2023-08-25 21:23:44,3.0,974.0,1239.0,357.0
2023-08-24 14:00:00,2023-08-25 21:23:44,3.0,982.0,1289.0,252.0
2023-08-24 15:00:00,2023-08-25 21:23:44,3.0,1080.0,1321.0,165.0
2023-08-24 16:00:00,2023-08-25 21:23:44,3.0,1141.0,1414.0,91.0
2023-08-24 17:00:00,2023-08-25 21:23:44,3.0,1170.0,1606.0,60.0
2023-08-24 18:00:00,2023-08-25 21:23:44,3.0,1170.0,1583.0,65.0
2023-08-24 19:00:00,2023-08-25 21:23:44,3.0,1171.0,1574.0,96.0
2023-08-24 20:00:00,2023-08-25 21:23:44,3.0,1172.0,1534.0,111.0
2023-08-24 21:00:00,2023-08-25 21:23:44,3.0,1171.0,1524.0,115.0
2023-08-24 22:00:00,2023-08-25 21:23:44,3.0,1164.0,1567.0,95.0
2023-08-24 23:00:00,2023-08-25 21:23:44,3.0,1166.0,1603.0,64.0
