UTC time,creation_time (UTC),version,forecasted_avg_carbon_intensity
2023-08-15T00:00:00.000000000,2023-08-21 20:44:56,3.0,506.77095
2023-08-15T01:00:00.000000000,2023-08-21 20:44:56,3.0,505.85033
2023-08-15T02:00:00.000000000,2023-08-21 20:44:56,3.0,508.31746
2023-08-15T03:00:00.000000000,2023-08-21 20:44:56,3.0,511.67189
2023-08-15T04:00:00.000000000,2023-08-21 20:44:56,3.0,515.15443
2023-08-15T05:00:00.000000000,2023-08-21 20:44:56,3.0,518.95663
2023-08-15T06:00:00.000000000,2023-08-21 20:44:56,3.0,522.22441
2023-08-15T07:00:00.000000000,2023-08-21 20:44:56,3.0,524.95182
2023-08-15T08:00:00.000000000,2023-08-21 20:44:56,3.0,531.44082
2023-08-15T09:00:00.000000000,2023-08-21 20:44:56,3.0,532.5011
2023-08-15T10:00:00.000000000,2023-08-21 20:44:56,3.0,531.56258
2023-08-15T11:00:00.000000000,2023-08-21 20:44:56,3.0,528.62466
2023-08-15T12:00:00.000000000,2023-08-21 20:44:56,3.0,524.79679
2023-08-15T13:00:00.000000000,2023-08-21 20:44:56,3.0,523.79704
2023-08-15T14:00:00.000000000,2023-08-21 20:44:56,3.0,521.13709
2023-08-15T15:00:00.000000000,2023-08-21 20:44:56,3.0,520.57486
2023-08-15T16:00:00.000000000,2023-08-21 20:44:56,3.0,523.14808
2023-08-15T17:00:00.000000000,2023-08-21 20:44:56,3.0,522.68617
2023-08-15T18:00:00.000000000,2023-08-21 20:44:56,3.0,521.30133
2023-08-15T19:00:00.000000000,2023-08-21 20:44:56,3.0,521.33623
2023-08-15T20:00:00.000000000,2023-08-21 20:44:56,3.0,523.57374
2023-08-15T21:00:00.000000000,2023-08-21 20:44:56,3.0,525.44975
2023-08-15T22:00:00.000000000,2023-08-21 20:44:56,3.0,533.27308
2023-08-15T23:00:00.000000000,2023-08-21 20:44:56,3.0,536.99474
2023-08-16T00:00:00.000000000,2023-08-21 20:44:56,3.0,547.73055
2023-08-16T01:00:00.000000000,2023-08-21 20:44:56,3.0,549.60526
2023-08-16T02:00:00.000000000,2023-08-21 20:44:56,3.0,554.44352
2023-08-16T03:00:00.000000000,2023-08-21 20:44:56,3.0,561.28145
2023-08-16T04:00:00.000000000,2023-08-21 20:44:56,3.0,563.95082
2023-08-16T05:00:00.000000000,2023-08-21 20:44:56,3.0,567.01861
2023-08-16T06:00:00.000000000,2023-08-21 20:44:56,3.0,568.09182
2023-08-16T07:00:00.000000000,2023-08-21 20:44:56,3.0,569.68144
2023-08-16T08:00:00.000000000,2023-08-21 20:44:56,3.0,574.87251
2023-08-16T09:00:00.000000000,2023-08-21 20:44:56,3.0,574.24871
2023-08-16T10:00:00.000000000,2023-08-21 20:44:56,3.0,576.23827
2023-08-16T11:00:00.000000000,2023-08-21 20:44:56,3.0,578.66134
2023-08-16T12:00:00.000000000,2023-08-21 20:44:56,3.0,579.78202
2023-08-16T13:00:00.000000000,2023-08-21 20:44:56,3.0,581.27859
2023-08-16T14:00:00.000000000,2023-08-21 20:44:56,3.0,582.38537
2023-08-16T15:00:00.000000000,2023-08-21 20:44:56,3.0,583.11634
2023-08-16T16:00:00.000000000,2023-08-21 20:44:56,3.0,584.51714
2023-08-16T17:00:00.000000000,2023-08-21 20:44:56,3.0,582.33443
2023-08-16T18:00:00.000000000,2023-08-21 20:44:56,3.0,579.28686
2023-08-16T19:00:00.000000000,2023-08-21 20:44:56,3.0,574.47299
2023-08-16T20:00:00.000000000,2023-08-21 20:44:56,3.0,569.97008
2023-08-16T21:00:00.000000000,2023-08-21 20:44:56,3.0,566.8991
2023-08-16T22:00:00.000000000,2023-08-21 20:44:56,3.0,569.75485
2023-08-16T23:00:00.000000000,2023-08-21 20:44:56,3.0,570.96877
2023-08-17T00:00:00.000000000,2023-08-21 20:44:56,3.0,555.78315
2023-08-17T01:00:00.000000000,2023-08-21 20:44:56,3.0,553.93527
2023-08-17T02:00:00.000000000,2023-08-21 20:44:56,3.0,554.20163
2023-08-17T03:00:00.000000000,2023-08-21 20:44:56,3.0,556.214
2023-08-17T04:00:00.000000000,2023-08-21 20:44:56,3.0,556.46801
2023-08-17T05:00:00.000000000,2023-08-21 20:44:56,3.0,556.83627
2023-08-17T06:00:00.000000000,2023-08-21 20:44:56,3.0,557.17085
2023-08-17T07:00:00.000000000,2023-08-21 20:44:56,3.0,559.54795
2023-08-17T08:00:00.000000000,2023-08-21 20:44:56,3.0,565.78325
2023-08-17T09:00:00.000000000,2023-08-21 20:44:56,3.0,566.76285
2023-08-17T10:00:00.000000000,2023-08-21 20:44:56,3.0,572.80308
2023-08-17T11:00:00.000000000,2023-08-21 20:44:56,3.0,578.99864
2023-08-17T12:00:00.000000000,2023-08-21 20:44:56,3.0,583.49073
2023-08-17T13:00:00.000000000,2023-08-21 20:44:56,3.0,587.71321
2023-08-17T14:00:00.000000000,2023-08-21 20:44:56,3.0,591.10263
2023-08-17T15:00:00.000000000,2023-08-21 20:44:56,3.0,593.26827
2023-08-17T16:00:00.000000000,2023-08-21 20:44:56,3.0,594.58393
2023-08-17T17:00:00.000000000,2023-08-21 20:44:56,3.0,592.92523
2023-08-17T18:00:00.000000000,2023-08-21 20:44:56,3.0,590.86032
2023-08-17T19:00:00.000000000,2023-08-21 20:44:56,3.0,587.45068
2023-08-17T20:00:00.000000000,2023-08-21 20:44:56,3.0,584.64889
2023-08-17T21:00:00.000000000,2023-08-21 20:44:56,3.0,583.48069
2023-08-17T22:00:00.000000000,2023-08-21 20:44:56,3.0,587.97791
2023-08-17T23:00:00.000000000,2023-08-21 20:44:56,3.0,589.00265
2023-08-18T00:00:00.000000000,2023-08-21 20:44:56,3.0,563.51232
2023-08-18T01:00:00.000000000,2023-08-21 20:44:56,3.0,561.1743
2023-08-18T02:00:00.000000000,2023-08-21 20:44:56,3.0,560.78729
2023-08-18T03:00:00.000000000,2023-08-21 20:44:56,3.0,561.8067
2023-08-18T04:00:00.000000000,2023-08-21 20:44:56,3.0,560.9153
2023-08-18T05:00:00.000000000,2023-08-21 20:44:56,3.0,560.01351
2023-08-18T06:00:00.000000000,2023-08-21 20:44:56,3.0,559.19407
2023-08-18T07:00:00.000000000,2023-08-21 20:44:56,3.0,560.15442
2023-08-18T08:00:00.000000000,2023-08-21 20:44:56,3.0,565.33708
2023-08-18T09:00:00.000000000,2023-08-21 20:44:56,3.0,565.58749
2023-08-18T10:00:00.000000000,2023-08-21 20:44:56,3.0,571.32341
