datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_wind_production_forecast
2023-08-05 00:00:00,3.042824887396588,298.3512070853367,292.7997485686707,27.42911882719473,1.3404998175782858,919.6747,1598.76857,3111.74005
2023-08-05 01:00:00,3.042824887396588,298.3512070853367,292.7997485686707,27.42911882719473,1.3404998175782858,958.6786,1534.93026,3600.88989
2023-08-05 02:00:00,3.042824887396588,298.3512070853367,292.7997485686707,27.42911882719473,1.3404998175782858,960.1002,1426.69607,3815.99019
2023-08-05 03:00:00,3.042824887396588,298.3512070853367,292.7997485686707,27.42911882719473,1.3404998175782858,938.95616,1269.92344,3888.05997
2023-08-05 04:00:00,3.1191099065981645,296.65143222007003,292.81559190998024,27.42911882719473,1.3404998175782858,879.71522,1143.67753,3853.35997
2023-08-05 05:00:00,3.1191099065981645,296.65143222007003,292.81559190998024,27.42911882719473,1.3404998175782858,815.41784,1113.34967,3753.33992
2023-08-05 06:00:00,3.1191099065981645,296.65143222007003,292.81559190998024,27.42911882719473,1.3404998175782858,828.23365,1074.5792,3641.41984
2023-08-05 07:00:00,2.91269264307535,295.57514619493054,292.7670956600659,13.71470567594028,2.314238700104096,773.58448,1037.6808,3583.87992
2023-08-05 08:00:00,2.91269264307535,295.57514619493054,292.7670956600659,13.71470567594028,2.314238700104096,745.06088,1000.61929,3463.75009
2023-08-05 09:00:00,2.91269264307535,295.57514619493054,292.7670956600659,13.71470567594028,2.314238700104096,745.31638,911.00112,3332.60006
2023-08-05 10:00:00,2.8506390896881086,295.2176920263888,292.8498056173554,0.0,3.08298109474833,767.92715,896.25055,3185.70997
2023-08-05 11:00:00,2.8506390896881086,295.2176920263888,292.8498056173554,0.0,3.08298109474833,819.76808,925.34678,2973.14992
2023-08-05 12:00:00,2.8506390896881086,295.2176920263888,292.8498056173554,0.0,3.08298109474833,908.14498,960.06811,2663.49993
2023-08-05 13:00:00,4.1575399173041365,300.9603691956795,293.06926635892654,2.0367925483697187,4.117832221070163,960.57256,1012.09187,2239.42999
2023-08-05 14:00:00,4.1575399173041365,300.9603691956795,293.06926635892654,2.0367925483697187,4.117832221070163,1039.07575,1058.84079,1686.58004
2023-08-05 15:00:00,4.1575399173041365,300.9603691956795,293.06926635892654,2.0367925483697187,4.117832221070163,1107.93446,1149.84094,1146.75
2023-08-05 16:00:00,4.171188610538906,305.99805154803505,292.0056766635594,271.81971275682,4.9148405821269465,1165.27007,1262.84604,772.61001
2023-08-05 17:00:00,4.171188610538906,305.99805154803505,292.0056766635594,271.81971275682,4.9148405821269465,1225.32488,1371.91624,552.90999
2023-08-05 18:00:00,4.171188610538906,305.99805154803505,292.0056766635594,271.81971275682,4.9148405821269465,1251.41524,1415.3031,465.87001
2023-08-05 19:00:00,4.582161964908235,307.2081299956358,291.05307479519547,471.123939734727,5.351709208936986,1270.44451,1457.02722,526.73001
2023-08-05 20:00:00,4.582161964908235,307.2081299956358,291.05307479519547,471.123939734727,5.351709208936986,1273.58381,1513.34114,747.65
2023-08-05 21:00:00,4.582161964908235,307.2081299956358,291.05307479519547,471.123939734727,5.351709208936986,1263.69938,1543.12486,1131.48003
2023-08-05 22:00:00,4.962935088381366,301.540840180737,291.9370411210816,725.7950397888342,5.801420346467348,1275.20823,1558.1626,1709.40997
2023-08-05 23:00:00,4.962935088381366,301.540840180737,291.9370411210816,725.7950397888342,5.801420346467348,1258.3711,1529.408,2328.81003
2023-08-06 00:00:00,4.962935088381366,301.540840180737,291.9370411210816,725.7950397888342,5.801420346467348,1180.15739,1482.33873,2241.43969
2023-08-06 01:00:00,4.474922829848368,295.3247095946972,292.1445706057923,535.7294204535493,7.684935826440352,1230.91442,1424.1645,2039.20422
2023-08-06 02:00:00,4.474922829848368,295.3247095946972,292.1445706057923,535.7294204535493,7.684935826440352,1213.87749,1321.73528,1893.3052
2023-08-06 03:00:00,4.474922829848368,295.3247095946972,292.1445706057923,535.7294204535493,7.684935826440352,1176.0556,1166.09196,1836.65479
2023-08-06 04:00:00,3.324999560396054,293.7173391060968,291.8061139311571,21.7542046702776,9.703667181931236,1083.57994,1027.15983,1688.17305
2023-08-06 05:00:00,3.324999560396054,293.7173391060968,291.8061139311571,21.7542046702776,9.703667181931236,974.68682,980.54133,1464.9875
2023-08-06 06:00:00,3.324999560396054,293.7173391060968,291.8061139311571,21.7542046702776,9.703667181931236,929.96966,928.76724,1246.08483
2023-08-06 07:00:00,3.084301213620145,292.96000178233714,291.2687052524431,10.877128277873286,10.855454914040054,862.58056,873.09694,1042.8647
2023-08-06 08:00:00,3.084301213620145,292.96000178233714,291.2687052524431,10.877128277873286,10.855454914040054,819.45133,819.08657,924.37078
2023-08-06 09:00:00,3.084301213620145,292.96000178233714,291.2687052524431,10.877128277873286,10.855454914040054,801.99258,728.38566,797.76028
2023-08-06 10:00:00,2.9795255802242973,292.73576092820605,290.92883194666194,0.0,11.37074750714396,797.62218,713.43177,644.90782
2023-08-06 11:00:00,2.9795255802242973,292.73576092820605,290.92883194666194,0.0,11.37074750714396,868.5871,741.85409,557.55624
2023-08-06 12:00:00,2.9795255802242973,292.73576092820605,290.92883194666194,0.0,11.37074750714396,976.4223,781.26401,550.98515
