datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_wind_production_forecast
2023-09-06 00:00:00,2023-09-08 17:38:55,3.0,4.838514789316778,296.75185703125027,290.16065853898937,5.285500273431888,0.9940843252567704,1274.73134,1463.64222,552.24002
2023-09-06 01:00:00,2023-09-08 17:38:55,3.0,4.838514789316778,296.75185703125027,290.16065853898937,5.285500273431888,0.9940843252567704,1317.11745,1399.71523,803.24
2023-09-06 02:00:00,2023-09-08 17:38:55,3.0,4.838514789316778,296.75185703125027,290.16065853898937,5.285500273431888,0.9940843252567704,1295.66529,1294.07577,1032.17001
2023-09-06 03:00:00,2023-09-08 17:38:55,3.0,4.838514789316778,296.75185703125027,290.16065853898937,5.285500273431888,0.9940843252567704,1255.77735,1141.16159,1161.97002
2023-09-06 04:00:00,2023-09-08 17:38:55,3.0,4.338297104671439,294.5618602988109,289.8774408289772,5.285500273431888,0.9940843252567704,1169.22655,1013.51389,1187.25997
2023-09-06 05:00:00,2023-09-08 17:38:55,3.0,4.338297104671439,294.5618602988109,289.8774408289772,5.285500273431888,0.9940843252567704,1066.92001,980.49076,1140.33998
2023-09-06 06:00:00,2023-09-08 17:38:55,3.0,4.338297104671439,294.5618602988109,289.8774408289772,5.285500273431888,0.9940843252567704,1025.64573,943.39773,1067.00996
2023-09-06 07:00:00,2023-09-08 17:38:55,3.0,4.095118074224608,292.5756617397108,289.0727069692455,2.642603400236688,1.7438000036815071,974.29227,912.05464,1043.08003
2023-09-06 08:00:00,2023-09-08 17:38:55,3.0,4.095118074224608,292.5756617397108,289.0727069692455,2.642603400236688,1.7438000036815071,940.4216,881.98797,987.89005
2023-09-06 09:00:00,2023-09-08 17:38:55,3.0,4.095118074224608,292.5756617397108,289.0727069692455,2.642603400236688,1.7438000036815071,934.43053,804.19801,962.08995
2023-09-06 10:00:00,2023-09-08 17:38:55,3.0,3.737970953426003,290.9172464541258,288.08558687878093,0.0,2.5501884742322245,936.48729,796.31687,962.31002
2023-09-06 11:00:00,2023-09-08 17:38:55,3.0,3.737970953426003,290.9172464541258,288.08558687878093,0.0,2.5501884742322245,1006.89881,832.16498,971.21002
2023-09-06 12:00:00,2023-09-08 17:38:55,3.0,3.737970953426003,290.9172464541258,288.08558687878093,0.0,2.5501884742322245,1106.05461,874.71459,962.04001
2023-09-06 13:00:00,2023-09-08 17:38:55,3.0,4.915204879269951,296.3927438730972,287.4870523643401,0.2775550649544391,3.0066474390183737,1166.9715,932.97967,928.44001
2023-09-06 14:00:00,2023-09-08 17:38:55,3.0,4.915204879269951,296.3927438730972,287.4870523643401,0.2775550649544391,3.0066474390183737,1262.41568,985.9885,866.30999
2023-09-06 15:00:00,2023-09-08 17:38:55,3.0,4.915204879269951,296.3927438730972,287.4870523643401,0.2775550649544391,3.0066474390183737,1360.84959,1080.07853,779.72002
2023-09-06 16:00:00,2023-09-08 17:38:55,3.0,5.011103572768474,302.3746880370724,285.82089680044373,248.2968111286856,3.167433004360482,1426.80198,1192.58712,697.38002
2023-09-06 17:00:00,2023-09-08 17:38:55,3.0,5.011103572768474,302.3746880370724,285.82089680044373,248.2968111286856,3.167433004360482,1480.73134,1297.01635,622.58
2023-09-06 18:00:00,2023-09-08 17:38:55,3.0,5.011103572768474,302.3746880370724,285.82089680044373,248.2968111286856,3.167433004360482,1500.3361,1342.03362,556.79002
2023-09-06 19:00:00,2023-09-08 17:38:55,3.0,4.834774530525106,304.60408636331255,283.9819321804194,471.0706915358695,3.193774292264358,1505.93816,1384.02034,516.60998
2023-09-06 20:00:00,2023-09-08 17:38:55,3.0,4.834774530525106,304.60408636331255,283.9819321804194,471.0706915358695,3.193774292264358,1498.78351,1435.26099,526.24998
2023-09-06 21:00:00,2023-09-08 17:38:55,3.0,4.834774530525106,304.60408636331255,283.9819321804194,471.0706915358695,3.193774292264358,1484.86861,1459.67251,577.77001
2023-09-06 22:00:00,2023-09-08 17:38:55,3.0,3.328531372909185,301.0941551914873,284.01699904670704,722.8060899926975,3.216974263126834,1494.16258,1473.38231,654.07998
2023-09-06 23:00:00,2023-09-08 17:38:55,3.0,3.328531372909185,301.0941551914873,284.01699904670704,722.8060899926975,3.216974263126834,1453.78537,1440.60709,780.28001
2023-09-07 00:00:00,2023-09-08 17:38:55,3.0,3.328531372909185,301.0941551914873,284.01699904670704,722.8060899926975,3.216974263126834,1352.04417,1361.1569,815.99605
2023-09-07 01:00:00,2023-09-08 17:38:55,3.0,2.593499294780797,295.05789564187234,282.8066072440075,524.3891836305132,3.458559887345208,1392.67444,1300.35337,746.95774
2023-09-07 02:00:00,2023-09-08 17:38:55,3.0,2.593499294780797,295.05789564187234,282.8066072440075,524.3891836305132,3.458559887345208,1366.58206,1200.50265,702.96098
2023-09-07 03:00:00,2023-09-08 17:38:55,3.0,2.593499294780797,295.05789564187234,282.8066072440075,524.3891836305132,3.458559887345208,1319.89977,1054.70351,691.14511
2023-09-07 04:00:00,2023-09-08 17:38:55,3.0,2.276348049786593,292.8507948889898,282.52848350547424,5.440649402979798,3.573193746146036,1222.74538,929.88785,646.03489
2023-09-07 05:00:00,2023-09-08 17:38:55,3.0,2.276348049786593,292.8507948889898,282.52848350547424,5.440649402979798,3.573193746146036,1106.88956,896.15806,569.21871
2023-09-07 06:00:00,2023-09-08 17:38:55,3.0,2.276348049786593,292.8507948889898,282.52848350547424,5.440649402979798,3.573193746146036,1055.28945,860.0243,488.46216
2023-09-07 07:00:00,2023-09-08 17:38:55,3.0,2.305890036559564,291.27479598950896,282.3616624324446,2.7204511754705574,3.574259864606374,996.9044,831.26699,417.47182
2023-09-07 08:00:00,2023-09-08 17:38:55,3.0,2.305890036559564,291.27479598950896,282.3616624324446,2.7204511754705574,3.574259864606374,956.80407,804.39175,379.39448
2023-09-07 09:00:00,2023-09-08 17:38:55,3.0,2.305890036559564,291.27479598950896,282.3616624324446,2.7204511754705574,3.574259864606374,950.05787,734.56348,339.2573
