,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-08-09 00:00:00,2023-08-13 18:01:21,3.0,607.66,970.0,1639.0,22.0
1,2023-08-09 01:00:00,2023-08-13 18:01:21,3.0,612.26,971.0,1586.0,13.0
2,2023-08-09 02:00:00,2023-08-13 18:01:21,3.0,610.74,963.0,1535.0,27.0
3,2023-08-09 03:00:00,2023-08-13 18:01:21,3.0,611.54,967.0,1377.0,57.0
4,2023-08-09 04:00:00,2023-08-13 18:01:21,3.0,604.89,866.0,1213.0,79.0
5,2023-08-09 05:00:00,2023-08-13 18:01:21,3.0,586.17,771.0,1163.0,119.0
6,2023-08-09 06:00:00,2023-08-13 18:01:21,3.0,567.57,658.0,1022.0,156.0
7,2023-08-09 07:00:00,2023-08-13 18:01:21,3.0,548.99,619.0,1029.0,199.0
8,2023-08-09 08:00:00,2023-08-13 18:01:21,3.0,547.82,620.0,1043.0,202.0
9,2023-08-09 09:00:00,2023-08-13 18:01:21,3.0,536.4,620.0,1106.0,237.0
10,2023-08-09 10:00:00,2023-08-13 18:01:21,3.0,539.93,620.0,1179.0,217.0
11,2023-08-09 11:00:00,2023-08-13 18:01:21,3.0,528.04,623.0,1207.0,263.0
12,2023-08-09 12:00:00,2023-08-13 18:01:21,3.0,556.86,661.0,1279.0,162.0
13,2023-08-09 13:00:00,2023-08-13 18:01:21,3.0,579.21,737.0,1225.0,120.0
14,2023-08-09 14:00:00,2023-08-13 18:01:21,3.0,583.08,741.0,1167.0,117.0
15,2023-08-09 15:00:00,2023-08-13 18:01:21,3.0,567.5,691.0,1289.0,134.0
16,2023-08-09 16:00:00,2023-08-13 18:01:21,3.0,586.74,696.0,1214.0,78.0
17,2023-08-09 17:00:00,2023-08-13 18:01:21,3.0,606.1,834.0,1147.0,76.0
18,2023-08-09 18:00:00,2023-08-13 18:01:21,3.0,602.84,865.0,1287.0,72.0
19,2023-08-09 19:00:00,2023-08-13 18:01:21,3.0,617.12,949.0,1300.0,45.0
20,2023-08-09 20:00:00,2023-08-13 18:01:21,3.0,622.51,922.0,1351.0,5.0
21,2023-08-09 21:00:00,2023-08-13 18:01:21,3.0,620.74,877.0,1304.0,7.0
22,2023-08-09 22:00:00,2023-08-13 18:01:21,3.0,612.53,821.0,1346.0,9.0
23,2023-08-09 23:00:00,2023-08-13 18:01:21,3.0,603.09,865.0,1392.0,51.0
