UTC time,creation_time (UTC),version,coal,nat_gas,wind
2023-08-23 00:00:00,2023-08-25 17:59:20,3.0,1191.0,1685.0,48.0
2023-08-23 01:00:00,2023-08-25 17:59:20,3.0,1186.0,1586.0,75.0
2023-08-23 02:00:00,2023-08-25 17:59:20,3.0,1177.0,1526.0,78.0
2023-08-23 03:00:00,2023-08-25 17:59:20,3.0,1107.0,1326.0,179.0
2023-08-23 04:00:00,2023-08-25 17:59:20,3.0,1070.0,1305.0,198.0
2023-08-23 05:00:00,2023-08-25 17:59:20,3.0,1070.0,1230.0,212.0
2023-08-23 06:00:00,2023-08-25 17:59:20,3.0,988.0,1196.0,295.0
2023-08-23 07:00:00,2023-08-25 17:59:20,3.0,928.0,1262.0,268.0
2023-08-23 08:00:00,2023-08-25 17:59:20,3.0,933.0,1193.0,260.0
2023-08-23 09:00:00,2023-08-25 17:59:20,3.0,897.0,1159.0,262.0
2023-08-23 10:00:00,2023-08-25 17:59:20,3.0,964.0,1214.0,266.0
2023-08-23 11:00:00,2023-08-25 17:59:20,3.0,951.0,1107.0,377.0
2023-08-23 12:00:00,2023-08-25 17:59:20,3.0,999.0,1130.0,370.0
2023-08-23 13:00:00,2023-08-25 17:59:20,3.0,977.0,1070.0,393.0
2023-08-23 14:00:00,2023-08-25 17:59:20,3.0,998.0,1182.0,327.0
2023-08-23 15:00:00,2023-08-25 17:59:20,3.0,1085.0,1314.0,171.0
2023-08-23 16:00:00,2023-08-25 17:59:20,3.0,1077.0,1304.0,115.0
2023-08-23 17:00:00,2023-08-25 17:59:20,3.0,1109.0,1309.0,118.0
2023-08-23 18:00:00,2023-08-25 17:59:20,3.0,1112.0,1377.0,134.0
2023-08-23 19:00:00,2023-08-25 17:59:20,3.0,1113.0,1474.0,120.0
2023-08-23 20:00:00,2023-08-25 17:59:20,3.0,1110.0,1576.0,111.0
2023-08-23 21:00:00,2023-08-25 17:59:20,3.0,1114.0,1667.0,104.0
2023-08-23 22:00:00,2023-08-25 17:59:20,3.0,1143.0,1720.0,78.0
2023-08-23 23:00:00,2023-08-25 17:59:20,3.0,1154.0,1786.0,66.0
