datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_wind_production_forecast
2023-08-06 00:00:00,2.607827255086221,297.1635653999602,292.1334297400452,27.339683472701825,0.7316150895632985,779.95492,1294.29662,2769.03997
2023-08-06 01:00:00,2.607827255086221,297.1635653999602,292.1334297400452,27.339683472701825,0.7316150895632985,795.81596,1259.57794,3058.9999
2023-08-06 02:00:00,2.607827255086221,297.1635653999602,292.1334297400452,27.339683472701825,0.7316150895632985,790.88763,1194.11556,3305.64003
2023-08-06 03:00:00,2.607827255086221,297.1635653999602,292.1334297400452,27.339683472701825,0.7316150895632985,773.44486,1093.49527,3504.5
2023-08-06 04:00:00,2.9484655368796258,295.34904207795853,292.0262538566835,27.339683472701825,0.7316150895632985,744.6918,1015.98114,3602.10997
2023-08-06 05:00:00,2.9484655368796258,295.34904207795853,292.0262538566835,27.339683472701825,0.7316150895632985,724.60093,1007.92624,3621.84986
2023-08-06 06:00:00,2.9484655368796258,295.34904207795853,292.0262538566835,27.339683472701825,0.7316150895632985,787.38919,984.28906,3567.25982
2023-08-06 07:00:00,3.015227316420672,293.8935452225269,291.7972952596594,13.669891026982633,1.372978805684027,775.19538,962.58969,3533.90985
2023-08-06 08:00:00,3.015227316420672,293.8935452225269,291.7972952596594,13.669891026982633,1.372978805684027,783.764,937.91252,3362.0301
2023-08-06 09:00:00,3.015227316420672,293.8935452225269,291.7972952596594,13.669891026982633,1.372978805684027,817.04565,872.97946,3168.28994
2023-08-06 10:00:00,3.306629605438876,293.38781652639614,291.91348859201565,0.0,2.950902114663667,867.53753,863.57482,2947.65999
2023-08-06 11:00:00,3.306629605438876,293.38781652639614,291.91348859201565,0.0,2.950902114663667,911.57987,880.05921,2702.54001
2023-08-06 12:00:00,3.306629605438876,293.38781652639614,291.91348859201565,0.0,2.950902114663667,974.74238,897.66722,2422.38
2023-08-06 13:00:00,4.688578794862066,297.25343497407187,292.16680450313305,2.248027120400301,4.787470997202064,1002.58995,928.16583,2089.37006
2023-08-06 14:00:00,4.688578794862066,297.25343497407187,292.16680450313305,2.248027120400301,4.787470997202064,1039.47966,953.75952,1692.89995
2023-08-06 15:00:00,4.688578794862066,297.25343497407187,292.16680450313305,2.248027120400301,4.787470997202064,1057.66634,1008.70334,1277.92001
2023-08-06 16:00:00,5.257169732234342,301.42969248546524,291.45777285947435,237.2927846453677,5.757028092571684,1083.37877,1081.49866,947.27999
2023-08-06 17:00:00,5.257169732234342,301.42969248546524,291.45777285947435,237.2927846453677,5.757028092571684,1132.92659,1149.88916,741.03002
2023-08-06 18:00:00,5.257169732234342,301.42969248546524,291.45777285947435,237.2927846453677,5.757028092571684,1152.61786,1169.50177,677.32002
2023-08-06 19:00:00,5.926167630905634,303.0337612539423,290.9516717875831,406.3933190074509,6.039510021007324,1172.31518,1189.28903,788.49002
2023-08-06 20:00:00,5.926167630905634,303.0337612539423,290.9516717875831,406.3933190074509,6.039510021007324,1178.0437,1225.17336,1051.18001
2023-08-06 21:00:00,5.926167630905634,303.0337612539423,290.9516717875831,406.3933190074509,6.039510021007324,1173.425,1246.01725,1428.04996
2023-08-06 22:00:00,5.4633341484259,300.6150069254063,291.2652591063536,629.9082064066791,6.5334297517047375,1173.12048,1255.54285,1890.03001
2023-08-06 23:00:00,5.4633341484259,300.6150069254063,291.2652591063536,629.9082064066791,6.5334297517047375,1161.48251,1243.60398,2364.91999
2023-08-07 00:00:00,5.4633341484259,300.6150069254063,291.2652591063536,629.9082064066791,6.5334297517047375,1126.00678,1233.20285,2241.64409
2023-08-07 01:00:00,4.704685929062529,296.18162574398553,290.4537800781196,489.8657809520423,7.649035594580786,1158.81895,1179.88503,2061.68938
2023-08-07 02:00:00,4.704685929062529,296.18162574398553,290.4537800781196,489.8657809520423,7.649035594580786,1130.9947,1091.21442,1933.50143
2023-08-07 03:00:00,4.704685929062529,296.18162574398553,290.4537800781196,489.8657809520423,7.649035594580786,1093.47855,967.34855,1895.91652
2023-08-07 04:00:00,4.483944984975754,294.2665059107732,289.8964588594719,24.0134901727399,8.897948899718466,1023.27459,863.86687,1758.70292
2023-08-07 05:00:00,4.483944984975754,294.2665059107732,289.8964588594719,24.0134901727399,8.897948899718466,946.68832,847.29222,1554.01047
2023-08-07 06:00:00,4.483944984975754,294.2665059107732,289.8964588594719,24.0134901727399,8.897948899718466,933.16777,827.61057,1360.16475
2023-08-07 07:00:00,4.42288197355797,292.6230303898051,289.39963059499934,12.006568670880004,9.407226765525492,906.19797,814.37546,1175.43069
2023-08-07 08:00:00,4.42288197355797,292.6230303898051,289.39963059499934,12.006568670880004,9.407226765525492,896.31498,801.34826,1064.9479
2023-08-07 09:00:00,4.42288197355797,292.6230303898051,289.39963059499934,12.006568670880004,9.407226765525492,905.46119,744.78797,943.47856
2023-08-07 10:00:00,4.032873031876397,291.6986618845844,289.16461255529805,0.0,9.847888588994987,919.5481,748.61973,792.13221
2023-08-07 11:00:00,4.032873031876397,291.6986618845844,289.16461255529805,0.0,9.847888588994987,987.17716,785.14464,695.52404
2023-08-07 12:00:00,4.032873031876397,291.6986618845844,289.16461255529805,0.0,9.847888588994987,1073.5096,828.46752,666.65893
2023-08-07 13:00:00,4.616336996074777,295.84262443549915,289.10111781134583,1.5068425675609909,10.242573937042035,1123.29694,888.11422,629.34976
2023-08-07 14:00:00,4.616336996074777,295.84262443549915,289.10111781134583,1.5068425675609909,10.242573937042035,1194.53939,934.99798,626.52474
2023-08-07 15:00:00,4.616336996074777,295.84262443549915,289.10111781134583,1.5068425675609909,10.242573937042035,1262.86378,1016.36569,609.32241
2023-08-07 16:00:00,4.573567705586416,300.4875711418267,287.9772594082999,240.61176195956344,10.453150955661622,1308.0882,1110.00936,560.35251
