,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,wind
0,2023-08-15 00:00:00,2023-08-18 21:41:24,3.0,414.8,701.0,1670.0,403.0
1,2023-08-15 01:00:00,2023-08-18 21:41:24,3.0,438.57,708.0,1656.0,260.0
2,2023-08-15 02:00:00,2023-08-18 21:41:24,3.0,428.67,712.0,1427.0,355.0
3,2023-08-15 03:00:00,2023-08-18 21:41:24,3.0,431.87,709.0,1345.0,346.0
4,2023-08-15 04:00:00,2023-08-18 21:41:24,3.0,432.36,692.0,1216.0,349.0
5,2023-08-15 05:00:00,2023-08-18 21:41:24,3.0,399.24,578.0,1219.0,433.0
6,2023-08-15 06:00:00,2023-08-18 21:41:24,3.0,415.66,633.0,1296.0,382.0
7,2023-08-15 07:00:00,2023-08-18 21:41:24,3.0,430.22,602.0,1325.0,276.0
8,2023-08-15 08:00:00,2023-08-18 21:41:24,3.0,445.25,625.0,1271.0,227.0
9,2023-08-15 09:00:00,2023-08-18 21:41:24,3.0,458.48,646.0,1279.0,178.0
10,2023-08-15 10:00:00,2023-08-18 21:41:24,3.0,475.39,682.0,1305.0,119.0
11,2023-08-15 11:00:00,2023-08-18 21:41:24,3.0,471.83,627.0,1325.0,97.0
12,2023-08-15 12:00:00,2023-08-18 21:41:24,3.0,453.55,558.0,1341.0,130.0
13,2023-08-15 13:00:00,2023-08-18 21:41:24,3.0,442.23,509.0,1370.0,142.0
14,2023-08-15 14:00:00,2023-08-18 21:41:24,3.0,470.48,587.0,1373.0,68.0
15,2023-08-15 15:00:00,2023-08-18 21:41:24,3.0,460.96,495.0,1369.0,51.0
16,2023-08-15 16:00:00,2023-08-18 21:41:24,3.0,479.95,599.0,1373.0,35.0
17,2023-08-15 17:00:00,2023-08-18 21:41:24,3.0,473.4,562.0,1370.0,41.0
18,2023-08-15 18:00:00,2023-08-18 21:41:24,3.0,482.37,626.0,1435.0,26.0
19,2023-08-15 19:00:00,2023-08-18 21:41:24,3.0,469.56,639.0,1732.0,28.0
20,2023-08-15 20:00:00,2023-08-18 21:41:24,3.0,469.09,629.0,1714.0,28.0
21,2023-08-15 21:00:00,2023-08-18 21:41:24,3.0,474.41,664.0,1730.0,19.0
22,2023-08-15 22:00:00,2023-08-18 21:41:24,3.0,478.75,690.0,1736.0,11.0
23,2023-08-15 23:00:00,2023-08-18 21:41:24,3.0,484.13,710.0,1695.0,5.0
