,Solar,Wind Offshore,Wind Onshore
2019-01-01 01:00:00+01:00,0.0,20169.0,82506.0
2019-01-01 02:00:00+01:00,0.0,20114.0,89422.0
2019-01-01 03:00:00+01:00,0.0,19911.0,96130.0
2019-01-01 04:00:00+01:00,0.0,19629.0,101808.0
2019-01-01 05:00:00+01:00,0.0,19531.0,106106.0
2019-01-01 06:00:00+01:00,0.0,19505.0,112234.0
2019-01-01 07:00:00+01:00,0.0,19573.0,115380.0
2019-01-01 08:00:00+01:00,317.0,19631.0,117068.0
2019-01-01 09:00:00+01:00,2621.0,19690.0,119416.0
2019-01-01 10:00:00+01:00,5843.0,19694.0,121846.0
2019-01-01 11:00:00+01:00,8109.0,19548.0,124283.0
2019-01-01 12:00:00+01:00,8850.0,18325.0,126537.0
2019-01-01 13:00:00+01:00,7663.0,17667.0,129376.0
2019-01-01 14:00:00+01:00,4737.0,17547.0,132074.0
2019-01-01 15:00:00+01:00,1469.0,17555.0,134770.0
2019-01-01 16:00:00+01:00,77.0,17339.0,137513.0
2019-01-01 17:00:00+01:00,0.0,16899.0,140264.0
2019-01-01 18:00:00+01:00,0.0,16345.0,143110.0
2019-01-01 19:00:00+01:00,0.0,16042.0,145071.0
2019-01-01 20:00:00+01:00,0.0,15699.0,145719.0
2019-01-01 21:00:00+01:00,0.0,15438.0,146259.0
2019-01-01 22:00:00+01:00,0.0,15686.0,143626.0
2019-01-01 23:00:00+01:00,0.0,16003.0,142109.0
2019-01-02 00:00:00+01:00,0.0,16743.0,136769.0
2019-01-02 01:00:00+01:00,0.0,17159.0,135828.0
2019-01-02 02:00:00+01:00,0.0,17633.0,134635.0
2019-01-02 03:00:00+01:00,0.0,18255.0,132249.0
2019-01-02 04:00:00+01:00,0.0,18844.0,129586.0
2019-01-02 05:00:00+01:00,0.0,19288.0,127002.0
2019-01-02 06:00:00+01:00,0.0,19522.0,126397.0
2019-01-02 07:00:00+01:00,0.0,19539.0,122603.0
2019-01-02 08:00:00+01:00,558.0,19474.0,117298.0
2019-01-02 09:00:00+01:00,5999.0,19507.0,112842.0
2019-01-02 10:00:00+01:00,15737.0,19299.0,111174.0
2019-01-02 11:00:00+01:00,23424.0,19006.0,111886.0
2019-01-02 12:00:00+01:00,25950.0,17263.0,110852.0
2019-01-02 13:00:00+01:00,22748.0,15836.0,107379.0
2019-01-02 14:00:00+01:00,14707.0,14867.0,99641.0
2019-01-02 15:00:00+01:00,4966.0,14140.0,89124.0
2019-01-02 16:00:00+01:00,250.0,13793.0,80377.0
2019-01-02 17:00:00+01:00,0.0,13712.0,74529.0
2019-01-02 18:00:00+01:00,0.0,13614.0,70008.0
2019-01-02 19:00:00+01:00,0.0,13532.0,65505.0
2019-01-02 20:00:00+01:00,0.0,13536.0,60580.0
2019-01-02 21:00:00+01:00,0.0,13678.0,55957.0
2019-01-02 22:00:00+01:00,0.0,13974.0,51750.0
2019-01-02 23:00:00+01:00,0.0,14431.0,49500.0
2019-01-03 00:00:00+01:00,0.0,15518.0,45826.0
2019-01-03 01:00:00+01:00,0.0,15905.0,45209.0
2019-01-03 02:00:00+01:00,0.0,15947.0,44956.0
2019-01-03 03:00:00+01:00,0.0,15974.0,45534.0
2019-01-03 04:00:00+01:00,0.0,16037.0,46978.0
2019-01-03 05:00:00+01:00,0.0,16012.0,47896.0
2019-01-03 06:00:00+01:00,0.0,15914.0,48853.0
2019-01-03 07:00:00+01:00,0.0,15446.0,49082.0
2019-01-03 08:00:00+01:00,762.0,14798.0,48460.0
2019-01-03 09:00:00+01:00,6549.0,14002.0,47381.0
2019-01-03 10:00:00+01:00,14474.0,12737.0,44940.0
2019-01-03 11:00:00+01:00,19090.0,11365.0,41517.0
2019-01-03 12:00:00+01:00,19658.0,10002.0,39379.0
2019-01-03 13:00:00+01:00,16395.0,8835.0,37818.0
2019-01-03 14:00:00+01:00,10126.0,8169.0,35959.0
2019-01-03 15:00:00+01:00,3273.0,7890.0,34808.0
2019-01-03 16:00:00+01:00,171.0,7902.0,35447.0
2019-01-03 17:00:00+01:00,0.0,8154.0,36773.0
2019-01-03 18:00:00+01:00,0.0,8457.0,37672.0
2019-01-03 19:00:00+01:00,0.0,8609.0,37491.0
2019-01-03 20:00:00+01:00,0.0,8776.0,35746.0
2019-01-03 21:00:00+01:00,0.0,8934.0,33467.0
2019-01-03 22:00:00+01:00,0.0,9016.0,31259.0
2019-01-03 23:00:00+01:00,0.0,9242.0,30294.0
2019-01-04 00:00:00+01:00,0.0,8326.0,27721.0
2019-01-04 01:00:00+01:00,0.0,9839.0,28762.0
2019-01-04 02:00:00+01:00,0.0,12101.0,31654.0
2019-01-04 03:00:00+01:00,0.0,14303.0,36144.0
2019-01-04 04:00:00+01:00,0.0,16527.0,41309.0
2019-01-04 05:00:00+01:00,0.0,17946.0,46989.0
2019-01-04 06:00:00+01:00,0.0,18296.0,53549.0
2019-01-04 07:00:00+01:00,0.0,18185.0,58787.0
2019-01-04 08:00:00+01:00,390.0,18351.0,63401.0
2019-01-04 09:00:00+01:00,2789.0,18385.0,67561.0
2019-01-04 10:00:00+01:00,5836.0,18312.0,71924.0
2019-01-04 11:00:00+01:00,7562.0,18205.0,76274.0
2019-01-04 12:00:00+01:00,7697.0,18073.0,80359.0
2019-01-04 13:00:00+01:00,6385.0,18006.0,83393.0
2019-01-04 14:00:00+01:00,3944.0,18018.0,84891.0
2019-01-04 15:00:00+01:00,1365.0,17978.0,86108.0
2019-01-04 16:00:00+01:00,107.0,17998.0,86631.0
2019-01-04 17:00:00+01:00,0.0,18269.0,86492.0
2019-01-04 18:00:00+01:00,0.0,18534.0,86482.0
2019-01-04 19:00:00+01:00,0.0,18633.0,87030.0
2019-01-04 20:00:00+01:00,0.0,18467.0,88323.0
2019-01-04 21:00:00+01:00,0.0,18756.0,89884.0
2019-01-04 22:00:00+01:00,0.0,18948.0,89647.0
2019-01-04 23:00:00+01:00,0.0,18855.0,91737.0
2019-01-05 00:00:00+01:00,0.0,16317.0,95119.0
2019-01-05 01:00:00+01:00,0.0,16058.0,98594.0
2019-01-05 02:00:00+01:00,0.0,15839.0,102530.0
2019-01-05 03:00:00+01:00,0.0,15774.0,106376.0
2019-01-05 04:00:00+01:00,0.0,15824.0,109131.0
2019-01-05 05:00:00+01:00,0.0,15912.0,110394.0
2019-01-05 06:00:00+01:00,0.0,15974.0,112353.0
2019-01-05 07:00:00+01:00,0.0,15965.0,110336.0
2019-01-05 08:00:00+01:00,236.0,15878.0,105417.0
2019-01-05 09:00:00+01:00,1828.0,15914.0,99440.0
2019-01-05 10:00:00+01:00,3844.0,16060.0,93699.0
2019-01-05 11:00:00+01:00,5147.0,15733.0,88355.0
2019-01-05 12:00:00+01:00,5483.0,15139.0,83007.0
2019-01-05 13:00:00+01:00,4703.0,14539.0,77994.0
2019-01-05 14:00:00+01:00,2892.0,13962.0,73532.0
2019-01-05 15:00:00+01:00,905.0,13436.0,69148.0
2019-01-05 16:00:00+01:00,49.0,13057.0,65376.0
2019-01-05 17:00:00+01:00,0.0,13737.0,62201.0
2019-01-05 18:00:00+01:00,0.0,16131.0,59237.0
2019-01-05 19:00:00+01:00,0.0,15610.0,55784.0
2019-01-05 20:00:00+01:00,0.0,15127.0,52327.0
2019-01-05 21:00:00+01:00,0.0,14707.0,49199.0
2019-01-05 22:00:00+01:00,0.0,14200.0,46532.0
2019-01-05 23:00:00+01:00,0.0,13808.0,44562.0
2019-01-06 00:00:00+01:00,0.0,13519.0,41072.0
2019-01-06 01:00:00+01:00,0.0,13069.0,38969.0
2019-01-06 02:00:00+01:00,0.0,12725.0,37791.0
2019-01-06 03:00:00+01:00,0.0,12566.0,36811.0
2019-01-06 04:00:00+01:00,0.0,12326.0,35759.0
2019-01-06 05:00:00+01:00,0.0,11650.0,34246.0
2019-01-06 06:00:00+01:00,0.0,10730.0,32602.0
2019-01-06 07:00:00+01:00,0.0,9819.0,30233.0
2019-01-06 08:00:00+01:00,359.0,9109.0,27866.0
2019-01-06 09:00:00+01:00,2961.0,8856.0,26051.0
2019-01-06 10:00:00+01:00,6514.0,8842.0,24665.0
2019-01-06 11:00:00+01:00,8886.0,8938.0,23841.0
2019-01-06 12:00:00+01:00,9504.0,8872.0,23527.0
2019-01-06 13:00:00+01:00,8324.0,8660.0,23475.0
2019-01-06 14:00:00+01:00,5476.0,8364.0,23818.0
2019-01-06 15:00:00+01:00,1896.0,7961.0,24920.0
2019-01-06 16:00:00+01:00,115.0,7545.0,26506.0
2019-01-06 17:00:00+01:00,0.0,7019.0,27515.0
2019-01-06 18:00:00+01:00,0.0,6595.0,27828.0
2019-01-06 19:00:00+01:00,0.0,6356.0,27828.0
2019-01-06 20:00:00+01:00,0.0,6002.0,27178.0
2019-01-06 21:00:00+01:00,0.0,5808.0,26663.0
2019-01-06 22:00:00+01:00,0.0,6004.0,26489.0
2019-01-06 23:00:00+01:00,0.0,6541.0,26783.0
2019-01-07 00:00:00+01:00,0.0,10300.0,29419.0
2019-01-07 01:00:00+01:00,0.0,10141.0,30324.0
2019-01-07 02:00:00+01:00,0.0,9606.0,32077.0
2019-01-07 03:00:00+01:00,0.0,8698.0,33779.0
2019-01-07 04:00:00+01:00,0.0,7699.0,35002.0
2019-01-07 05:00:00+01:00,0.0,6687.0,35210.0
2019-01-07 06:00:00+01:00,0.0,5616.0,35237.0
2019-01-07 07:00:00+01:00,0.0,4779.0,34519.0
2019-01-07 08:00:00+01:00,337.0,4352.0,33156.0
2019-01-07 09:00:00+01:00,2514.0,4382.0,32236.0
2019-01-07 10:00:00+01:00,5288.0,5818.0,31907.0
2019-01-07 11:00:00+01:00,7095.0,9019.0,33397.0
2019-01-07 12:00:00+01:00,7625.0,12850.0,36037.0
2019-01-07 13:00:00+01:00,6627.0,16024.0,40157.0
2019-01-07 14:00:00+01:00,4375.0,17222.0,45866.0
2019-01-07 15:00:00+01:00,1700.0,18392.0,51527.0
2019-01-07 16:00:00+01:00,155.0,19110.0,60683.0
2019-01-07 17:00:00+01:00,0.0,18893.0,71618.0
2019-01-07 18:00:00+01:00,0.0,18873.0,84056.0
2019-01-07 19:00:00+01:00,0.0,19237.0,94986.0
2019-01-07 20:00:00+01:00,0.0,19525.0,105989.0
2019-01-07 21:00:00+01:00,0.0,19750.0,116697.0
2019-01-07 22:00:00+01:00,0.0,19887.0,123149.0
2019-01-07 23:00:00+01:00,0.0,19886.0,127906.0
2019-01-08 00:00:00+01:00,0.0,18083.0,131328.0
2019-01-08 01:00:00+01:00,0.0,17588.0,132946.0
2019-01-08 02:00:00+01:00,0.0,17516.0,133894.0
2019-01-08 03:00:00+01:00,0.0,16539.0,135373.0
