,Solar,Wind Offshore,Wind Onshore
2019-01-01 01:00:00+01:00,0.0,5112.0,19999.0
2019-01-01 01:15:00+01:00,0.0,5015.0,20406.0
2019-01-01 01:30:00+01:00,0.0,5019.0,20831.0
2019-01-01 01:45:00+01:00,0.0,5023.0,21270.0
2019-01-01 02:00:00+01:00,0.0,5025.0,21692.0
2019-01-01 02:15:00+01:00,0.0,5027.0,22129.0
2019-01-01 02:30:00+01:00,0.0,5029.0,22575.0
2019-01-01 02:45:00+01:00,0.0,5033.0,23026.0
2019-01-01 03:00:00+01:00,0.0,5033.0,23479.0
2019-01-01 03:15:00+01:00,0.0,5030.0,23917.0
2019-01-01 03:30:00+01:00,0.0,4926.0,24153.0
2019-01-01 03:45:00+01:00,0.0,4922.0,24581.0
2019-01-01 04:00:00+01:00,0.0,4918.0,24993.0
2019-01-01 04:15:00+01:00,0.0,4911.0,25313.0
2019-01-01 04:30:00+01:00,0.0,4905.0,25637.0
2019-01-01 04:45:00+01:00,0.0,4895.0,25865.0
2019-01-01 05:00:00+01:00,0.0,4887.0,26091.0
2019-01-01 05:15:00+01:00,0.0,4886.0,26385.0
2019-01-01 05:30:00+01:00,0.0,4882.0,26692.0
2019-01-01 05:45:00+01:00,0.0,4876.0,26938.0
2019-01-01 06:00:00+01:00,0.0,4873.0,27671.0
2019-01-01 06:15:00+01:00,0.0,4874.0,27935.0
2019-01-01 06:30:00+01:00,0.0,4879.0,28186.0
2019-01-01 06:45:00+01:00,0.0,4879.0,28442.0
2019-01-01 07:00:00+01:00,0.0,4886.0,28678.0
2019-01-01 07:15:00+01:00,0.0,4892.0,28786.0
2019-01-01 07:30:00+01:00,0.0,4896.0,28896.0
2019-01-01 07:45:00+01:00,0.0,4899.0,29020.0
2019-01-01 08:00:00+01:00,6.0,4901.0,29085.0
2019-01-01 08:15:00+01:00,36.0,4905.0,29201.0
2019-01-01 08:30:00+01:00,84.0,4911.0,29319.0
2019-01-01 08:45:00+01:00,191.0,4914.0,29463.0
2019-01-01 09:00:00+01:00,346.0,4920.0,29604.0
2019-01-01 09:15:00+01:00,537.0,4921.0,29769.0
2019-01-01 09:30:00+01:00,756.0,4923.0,29937.0
2019-01-01 09:45:00+01:00,982.0,4926.0,30106.0
2019-01-01 10:00:00+01:00,1191.0,4929.0,30272.0
2019-01-01 10:15:00+01:00,1375.0,4926.0,30386.0
2019-01-01 10:30:00+01:00,1558.0,4922.0,30503.0
2019-01-01 10:45:00+01:00,1719.0,4917.0,30685.0
2019-01-01 11:00:00+01:00,1865.0,4910.0,30852.0
2019-01-01 11:15:00+01:00,1991.0,4898.0,30999.0
2019-01-01 11:30:00+01:00,2091.0,4884.0,31147.0
2019-01-01 11:45:00+01:00,2162.0,4856.0,31285.0
2019-01-01 12:00:00+01:00,2214.0,4822.0,31437.0
2019-01-01 12:15:00+01:00,2234.0,4537.0,31510.0
2019-01-01 12:30:00+01:00,2224.0,4498.0,31701.0
2019-01-01 12:45:00+01:00,2178.0,4468.0,31889.0
2019-01-01 13:00:00+01:00,2109.0,4436.0,32073.0
2019-01-01 13:15:00+01:00,2006.0,4423.0,32263.0
2019-01-01 13:30:00+01:00,1856.0,4411.0,32446.0
2019-01-01 13:45:00+01:00,1692.0,4397.0,32594.0
2019-01-01 14:00:00+01:00,1512.0,4388.0,32749.0
2019-01-01 14:15:00+01:00,1306.0,4385.0,32936.0
2019-01-01 14:30:00+01:00,1075.0,4387.0,33119.0
2019-01-01 14:45:00+01:00,844.0,4387.0,33270.0
2019-01-01 15:00:00+01:00,629.0,4386.0,33417.0
2019-01-01 15:15:00+01:00,427.0,4373.0,33581.0
2019-01-01 15:30:00+01:00,268.0,4409.0,33819.0
2019-01-01 15:45:00+01:00,145.0,4387.0,33953.0
