UTC time,coal,nat_gas,nuclear,hydro,solar,other
2023-03-08 00:00:00,340.0,1339.0,988.0,447.0,2.0,0.0
2023-03-08 01:00:00,392.0,1345.0,991.0,346.0,0.0,0.0
2023-03-08 02:00:00,396.0,1354.0,990.0,199.0,0.0,0.0
2023-03-08 03:00:00,397.0,1353.0,991.0,52.0,0.0,0.0
2023-03-08 04:00:00,358.0,1257.0,991.0,19.0,0.0,0.0
2023-03-08 05:00:00,257.0,1136.0,993.0,21.0,0.0,1.0
2023-03-08 06:00:00,260.0,933.0,989.0,20.0,0.0,2.0
2023-03-08 07:00:00,262.0,986.0,991.0,19.0,0.0,3.0
2023-03-08 08:00:00,257.0,979.0,989.0,20.0,0.0,2.0
2023-03-08 09:00:00,260.0,927.0,992.0,20.0,0.0,5.0
2023-03-08 10:00:00,261.0,888.0,990.0,20.0,0.0,4.0
2023-03-08 11:00:00,262.0,967.0,990.0,93.0,0.0,3.0
2023-03-08 12:00:00,263.0,1083.0,992.0,244.0,3.0,4.0
2023-03-08 13:00:00,261.0,1026.0,991.0,194.0,238.0,1.0
2023-03-08 14:00:00,263.0,838.0,991.0,20.0,759.0,3.0
2023-03-08 15:00:00,259.0,811.0,991.0,16.0,914.0,4.0
2023-03-08 16:00:00,262.0,822.0,988.0,21.0,919.0,9.0
2023-03-08 17:00:00,261.0,869.0,992.0,19.0,905.0,4.0
2023-03-08 18:00:00,257.0,811.0,989.0,19.0,909.0,3.0
2023-03-08 19:00:00,260.0,810.0,991.0,18.0,904.0,5.0
2023-03-08 20:00:00,259.0,810.0,992.0,20.0,911.0,2.0
2023-03-08 21:00:00,260.0,811.0,988.0,17.0,893.0,0.0
2023-03-08 22:00:00,260.0,817.0,992.0,18.0,699.0,1.0
2023-03-08 23:00:00,260.0,1076.0,992.0,69.0,173.0,0.0
