Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
35352,2023-01-13 00:00:00,2024-07-17 00:00:00,3.1,350.81,370.0,1320.0,992.0,65.0,0.0,0.0
35353,2023-01-13 01:00:00,2024-07-17 00:00:00,3.1,350.97,371.0,1315.0,991.0,64.0,0.0,0.0
35354,2023-01-13 02:00:00,2024-07-17 00:00:00,3.1,354.7,409.0,1265.0,993.0,64.0,0.0,0.0
35355,2023-01-13 03:00:00,2024-07-17 00:00:00,3.1,359.14,475.0,1120.0,992.0,64.0,0.0,1.0
35356,2023-01-13 04:00:00,2024-07-17 00:00:00,3.1,366.82,568.0,946.0,992.0,64.0,0.0,0.0
35357,2023-01-13 05:00:00,2024-07-17 00:00:00,3.1,366.93,606.0,803.0,993.0,62.0,0.0,1.0
35358,2023-01-13 06:00:00,2024-07-17 00:00:00,3.1,379.2,685.0,768.0,993.0,64.0,0.0,1.0
35359,2023-01-13 07:00:00,2024-07-17 00:00:00,3.1,383.94,709.0,774.0,991.0,63.0,0.0,0.0
35360,2023-01-13 08:00:00,2024-07-17 00:00:00,3.1,387.61,733.0,768.0,993.0,63.0,0.0,1.0
35361,2023-01-13 09:00:00,2024-07-17 00:00:00,3.1,389.11,741.0,768.0,992.0,63.0,0.0,1.0
35362,2023-01-13 10:00:00,2024-07-17 00:00:00,3.1,388.95,738.0,777.0,993.0,62.0,0.0,1.0
35363,2023-01-13 11:00:00,2024-07-17 00:00:00,3.1,389.45,741.0,780.0,992.0,63.0,0.0,0.0
35364,2023-01-13 12:00:00,2024-07-17 00:00:00,3.1,381.34,738.0,807.0,993.0,125.0,0.0,0.0
35365,2023-01-13 13:00:00,2024-07-17 00:00:00,3.1,371.34,736.0,843.0,992.0,203.0,10.0,0.0
35366,2023-01-13 14:00:00,2024-07-17 00:00:00,3.1,346.68,738.0,773.0,994.0,121.0,293.0,0.0
35367,2023-01-13 15:00:00,2024-07-17 00:00:00,3.1,316.92,737.0,749.0,992.0,64.0,659.0,0.0
35368,2023-01-13 16:00:00,2024-07-17 00:00:00,3.1,317.13,735.0,740.0,993.0,63.0,647.0,0.0
35369,2023-01-13 17:00:00,2024-07-17 00:00:00,3.1,323.79,695.0,745.0,992.0,63.0,504.0,0.0
35370,2023-01-13 18:00:00,2024-07-17 00:00:00,3.1,335.33,641.0,744.0,991.0,53.0,306.0,0.0
35371,2023-01-13 19:00:00,2024-07-17 00:00:00,3.1,354.75,646.0,787.0,992.0,18.0,197.0,0.0
35372,2023-01-13 20:00:00,2024-07-17 00:00:00,3.1,367.77,644.0,928.0,993.0,34.0,123.0,0.0
35373,2023-01-13 21:00:00,2024-07-17 00:00:00,3.1,366.44,645.0,908.0,993.0,64.0,96.0,0.0
35374,2023-01-13 22:00:00,2024-07-17 00:00:00,3.1,363.92,643.0,942.0,991.0,143.0,46.0,0.0
35375,2023-01-13 23:00:00,2024-07-17 00:00:00,3.1,349.79,647.0,954.0,993.0,312.0,3.0,0.0
