Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
36600,2023-03-06 00:00:00,2024-07-17 00:00:00,3.1,268.98,0.0,1478.0,992.0,290.0,5.0,1.0
36601,2023-03-06 01:00:00,2024-07-17 00:00:00,3.1,260.06,0.0,1366.0,992.0,290.0,0.0,1.0
36602,2023-03-06 02:00:00,2024-07-17 00:00:00,3.1,265.69,0.0,1360.0,990.0,223.0,0.0,0.0
36603,2023-03-06 03:00:00,2024-07-17 00:00:00,3.1,266.53,0.0,1323.0,991.0,179.0,0.0,0.0
36604,2023-03-06 04:00:00,2024-07-17 00:00:00,3.1,272.48,0.0,1285.0,991.0,86.0,0.0,0.0
36605,2023-03-06 05:00:00,2024-07-17 00:00:00,3.1,265.98,0.0,1170.0,991.0,43.0,0.0,0.0
36606,2023-03-06 06:00:00,2024-07-17 00:00:00,3.1,269.39,0.0,1173.0,992.0,14.0,0.0,0.0
36607,2023-03-06 07:00:00,2024-07-17 00:00:00,3.1,264.34,0.0,1123.0,990.0,15.0,0.0,0.0
36608,2023-03-06 08:00:00,2024-07-17 00:00:00,3.1,263.13,0.0,1110.0,992.0,15.0,0.0,2.0
36609,2023-03-06 09:00:00,2024-07-17 00:00:00,3.1,262.72,0.0,1109.0,992.0,14.0,0.0,0.0
36610,2023-03-06 10:00:00,2024-07-17 00:00:00,3.1,265.09,0.0,1129.0,989.0,15.0,0.0,0.0
36611,2023-03-06 11:00:00,2024-07-17 00:00:00,3.1,273.9,0.0,1275.0,991.0,64.0,0.0,0.0
36612,2023-03-06 12:00:00,2024-07-17 00:00:00,3.1,264.22,0.0,1335.0,991.0,217.0,1.0,2.0
36613,2023-03-06 13:00:00,2024-07-17 00:00:00,3.1,233.9,0.0,1213.0,991.0,299.0,158.0,4.0
36614,2023-03-06 14:00:00,2024-07-17 00:00:00,3.1,188.52,0.0,940.0,992.0,140.0,594.0,0.0
36615,2023-03-06 15:00:00,2024-07-17 00:00:00,3.1,189.49,15.0,935.0,990.0,14.0,778.0,0.0
36616,2023-03-06 16:00:00,2024-07-17 00:00:00,3.1,209.12,78.0,1003.0,989.0,16.0,801.0,0.0
36617,2023-03-06 17:00:00,2024-07-17 00:00:00,3.1,230.11,137.0,1079.0,992.0,14.0,767.0,0.0
36618,2023-03-06 18:00:00,2024-07-17 00:00:00,3.1,257.21,217.0,1141.0,990.0,12.0,670.0,0.0
36619,2023-03-06 19:00:00,2024-07-17 00:00:00,3.1,261.99,282.0,1063.0,991.0,15.0,684.0,0.0
36620,2023-03-06 20:00:00,2024-07-17 00:00:00,3.1,259.94,308.0,966.0,990.0,16.0,677.0,0.0
36621,2023-03-06 21:00:00,2024-07-17 00:00:00,3.1,262.3,313.0,983.0,991.0,19.0,671.0,0.0
36622,2023-03-06 22:00:00,2024-07-17 00:00:00,3.1,287.04,318.0,1135.0,990.0,23.0,502.0,0.0
36623,2023-03-06 23:00:00,2024-07-17 00:00:00,3.1,309.57,319.0,1249.0,991.0,146.0,195.0,0.0
