UTC time,nuclear,hydro,solar,wind
2023-11-17 00:00:00,3005.0,932.0,0.0,37.0
2023-11-17 01:00:00,3008.0,901.0,0.0,45.0
2023-11-17 02:00:00,3010.0,923.0,0.0,43.0
2023-11-17 03:00:00,3012.0,824.0,0.0,40.0
2023-11-17 04:00:00,3012.0,1087.0,0.0,42.0
2023-11-17 05:00:00,3012.0,1394.0,0.0,36.0
2023-11-17 06:00:00,3017.0,2315.0,0.0,30.0
2023-11-17 07:00:00,3011.0,2703.0,7.0,25.0
2023-11-17 08:00:00,3013.0,2633.0,83.0,37.0
2023-11-17 09:00:00,3012.0,2246.0,155.0,32.0
2023-11-17 10:00:00,3011.0,2298.0,422.0,21.0
2023-11-17 11:00:00,3012.0,1806.0,853.0,23.0
2023-11-17 12:00:00,3012.0,1417.0,1340.0,22.0
2023-11-17 13:00:00,3011.0,1714.0,303.0,24.0
2023-11-17 14:00:00,3012.0,2150.0,216.0,24.0
2023-11-17 15:00:00,3011.0,2613.0,77.0,22.0
2023-11-17 16:00:00,3009.0,3899.0,1.0,24.0
2023-11-17 17:00:00,3010.0,3965.0,0.0,32.0
2023-11-17 18:00:00,3012.0,3274.0,0.0,23.0
2023-11-17 19:00:00,3011.0,2818.0,0.0,22.0
2023-11-17 20:00:00,3010.0,2110.0,0.0,18.0
2023-11-17 21:00:00,3012.0,1807.0,0.0,16.0
2023-11-17 22:00:00,3012.0,1248.0,0.0,13.0
2023-11-17 23:00:00,3013.0,1391.0,0.0,8.0
