Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nuclear,hydro,solar,wind
40224,2023-08-04 00:00:00,2024-07-17 00:00:00,3.1,15.89,2958.0,1425.0,0.0,10.0
40225,2023-08-04 01:00:00,2024-07-17 00:00:00,3.1,16.15,2957.0,1569.0,0.0,11.0
40226,2023-08-04 02:00:00,2024-07-17 00:00:00,3.1,16.44,2960.0,1747.0,0.0,11.0
40227,2023-08-04 03:00:00,2024-07-17 00:00:00,3.1,16.65,2958.0,1882.0,0.0,18.0
40228,2023-08-04 04:00:00,2024-07-17 00:00:00,3.1,17.43,2959.0,2451.0,2.0,14.0
40229,2023-08-04 05:00:00,2024-07-17 00:00:00,3.1,17.62,2958.0,2366.0,58.0,10.0
40230,2023-08-04 06:00:00,2024-07-17 00:00:00,3.1,18.92,2872.0,2656.0,247.0,6.0
40231,2023-08-04 07:00:00,2024-07-17 00:00:00,3.1,21.41,2770.0,2629.0,819.0,7.0
40232,2023-08-04 08:00:00,2024-07-17 00:00:00,3.1,24.07,2649.0,2368.0,1542.0,8.0
40233,2023-08-04 09:00:00,2024-07-17 00:00:00,3.1,23.24,2601.0,2254.0,1270.0,9.0
40234,2023-08-04 10:00:00,2024-07-17 00:00:00,3.1,25.89,2598.0,1710.0,2063.0,8.0
40235,2023-08-04 11:00:00,2024-07-17 00:00:00,3.1,24.84,2595.0,1558.0,1727.0,12.0
40236,2023-08-04 12:00:00,2024-07-17 00:00:00,3.1,20.61,2594.0,1574.0,706.0,21.0
40237,2023-08-04 13:00:00,2024-07-17 00:00:00,3.1,21.87,2594.0,1829.0,949.0,23.0
40238,2023-08-04 14:00:00,2024-07-17 00:00:00,3.1,23.78,2596.0,1889.0,1441.0,32.0
40239,2023-08-04 15:00:00,2024-07-17 00:00:00,3.1,21.01,2597.0,2205.0,716.0,36.0
40240,2023-08-04 16:00:00,2024-07-17 00:00:00,3.1,20.6,2598.0,2559.0,572.0,33.0
40241,2023-08-04 17:00:00,2024-07-17 00:00:00,3.1,19.1,2601.0,2904.0,173.0,30.0
40242,2023-08-04 18:00:00,2024-07-17 00:00:00,3.1,18.43,2603.0,2911.0,29.0,31.0
40243,2023-08-04 19:00:00,2024-07-17 00:00:00,3.1,18.18,2606.0,2821.0,0.0,40.0
40244,2023-08-04 20:00:00,2024-07-17 00:00:00,3.1,18.04,2608.0,2681.0,0.0,30.0
40245,2023-08-04 21:00:00,2024-07-17 00:00:00,3.1,17.93,2606.0,2583.0,0.0,34.0
40246,2023-08-04 22:00:00,2024-07-17 00:00:00,3.1,17.95,2608.0,2601.0,0.0,33.0
40247,2023-08-04 23:00:00,2024-07-17 00:00:00,3.1,17.7,2608.0,2400.0,0.0,35.0
