Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nuclear,hydro,solar,wind
43080,2023-12-01 00:00:00,2024-07-17 00:00:00,3.1,15.02,3024.0,1025.0,0.0,15.0
43081,2023-12-01 01:00:00,2024-07-17 00:00:00,3.1,14.95,3024.0,993.0,0.0,18.0
43082,2023-12-01 02:00:00,2024-07-17 00:00:00,3.1,14.83,3024.0,940.0,0.0,19.0
43083,2023-12-01 03:00:00,2024-07-17 00:00:00,3.1,14.59,3024.0,834.0,0.0,8.0
43084,2023-12-01 04:00:00,2024-07-17 00:00:00,3.1,15.12,3022.0,1067.0,0.0,7.0
43085,2023-12-01 05:00:00,2024-07-17 00:00:00,3.1,16.93,3023.0,2115.0,0.0,7.0
43086,2023-12-01 06:00:00,2024-07-17 00:00:00,3.1,18.34,3021.0,3390.0,0.0,5.0
43087,2023-12-01 07:00:00,2024-07-17 00:00:00,3.1,18.88,3020.0,4057.0,0.0,3.0
43088,2023-12-01 08:00:00,2024-07-17 00:00:00,3.1,18.84,3020.0,4001.0,0.0,1.0
43089,2023-12-01 09:00:00,2024-07-17 00:00:00,3.1,18.9,3016.0,4061.0,5.0,1.0
43090,2023-12-01 10:00:00,2024-07-17 00:00:00,3.1,18.9,3017.0,4073.0,1.0,2.0
43091,2023-12-01 11:00:00,2024-07-17 00:00:00,3.1,19.74,2009.0,3648.0,2.0,3.0
43092,2023-12-01 12:00:00,2024-07-17 00:00:00,3.1,21.32,1002.0,3489.0,2.0,4.0
43093,2023-12-01 13:00:00,2024-07-17 00:00:00,3.1,21.31,1004.0,3474.0,1.0,3.0
43094,2023-12-01 14:00:00,2024-07-17 00:00:00,3.1,20.37,1507.0,3479.0,0.0,4.0
43095,2023-12-01 15:00:00,2024-07-17 00:00:00,3.1,18.82,3020.0,3984.0,0.0,6.0
43096,2023-12-01 16:00:00,2024-07-17 00:00:00,3.1,18.89,3020.0,4087.0,0.0,8.0
43097,2023-12-01 17:00:00,2024-07-17 00:00:00,3.1,18.85,3019.0,4020.0,0.0,7.0
43098,2023-12-01 18:00:00,2024-07-17 00:00:00,3.1,18.27,3019.0,3306.0,0.0,5.0
43099,2023-12-01 19:00:00,2024-07-17 00:00:00,3.1,17.7,3019.0,2737.0,0.0,3.0
43100,2023-12-01 20:00:00,2024-07-17 00:00:00,3.1,17.02,2974.0,2141.0,0.0,3.0
43101,2023-12-01 21:00:00,2024-07-17 00:00:00,3.1,16.52,2838.0,1715.0,0.0,3.0
43102,2023-12-01 22:00:00,2024-07-17 00:00:00,3.1,15.56,2840.0,1199.0,0.0,4.0
43103,2023-12-01 23:00:00,2024-07-17 00:00:00,3.1,15.44,2838.0,1144.0,0.0,6.0
