UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2023-03-07 00:00:00,2024-07-17 00:00:00,3.1,2.4160032461843826,271.3766688275012,269.48058004629627,0.0,0.1492213110902841,3010.17084,548.7121,0.0,0.0
2023-03-07 01:00:00,2024-07-17 00:00:00,3.1,2.09861704919351,270.8446437775582,268.21968492814017,0.0,0.0032502036279103,2995.35819,380.73032,0.0,0.0
2023-03-07 02:00:00,2024-07-17 00:00:00,3.1,2.09861704919351,270.8446437775582,268.21968492814017,0.0,0.0032502036279103,2984.83376,404.26229,0.0,0.0
2023-03-07 03:00:00,2024-07-17 00:00:00,3.1,2.09861704919351,270.8446437775582,268.21968492814017,0.0,0.0032502036279103,2980.84622,834.67216,0.0,0.0
2023-03-07 04:00:00,2024-07-17 00:00:00,3.1,2.566007684098062,272.2259140090523,268.1743447500702,0.0256133541425399,0.0393905337352616,2986.80229,1420.51384,0.0,0.0
2023-03-07 05:00:00,2024-07-17 00:00:00,3.1,2.566007684098062,272.2259140090523,268.1743447500702,0.0256133541425399,0.0393905337352616,2996.73273,1982.02544,0.0,0.0
2023-03-07 06:00:00,2024-07-17 00:00:00,3.1,2.566007684098062,272.2259140090523,268.1743447500702,0.0256133541425399,0.0393905337352616,3010.23668,2438.73529,3.0,0.0
2023-03-07 07:00:00,2024-07-17 00:00:00,3.1,3.843132972649858,275.7866275739892,271.91982737624176,90.36513311950632,0.7289642717464428,3017.15048,2517.92268,18.0,0.0
2023-03-07 08:00:00,2024-07-17 00:00:00,3.1,3.843132972649858,275.7866275739892,271.91982737624176,90.36513311950632,0.7289642717464428,3048.98773,2428.45072,37.0,0.0
2023-03-07 09:00:00,2024-07-17 00:00:00,3.1,3.843132972649858,275.7866275739892,271.91982737624176,90.36513311950632,0.7289642717464428,3056.41032,2396.60667,53.0,0.0
2023-03-07 10:00:00,2024-07-17 00:00:00,3.1,3.838451503095876,277.3774433005908,273.9706424931867,152.77278632329998,1.5596048428878673,3006.54385,2357.25603,63.0,0.0
2023-03-07 11:00:00,2024-07-17 00:00:00,3.1,3.838451503095876,277.3774433005908,273.9706424931867,152.77278632329998,1.5596048428878673,3030.84279,2135.12812,69.0,0.0
2023-03-07 12:00:00,2024-07-17 00:00:00,3.1,3.838451503095876,277.3774433005908,273.9706424931867,152.77278632329998,1.5596048428878673,2939.37124,1875.54636,67.0,0.0
2023-03-07 13:00:00,2024-07-17 00:00:00,3.1,3.748351734225536,277.95969987560244,275.2221064078136,186.3174748219964,1.1298847421127776,3012.1262,1632.66975,56.0,0.0
2023-03-07 14:00:00,2024-07-17 00:00:00,3.1,3.748351734225536,277.95969987560244,275.2221064078136,186.3174748219964,1.1298847421127776,3000.9156,1787.78068,40.0,0.0
2023-03-07 15:00:00,2024-07-17 00:00:00,3.1,3.748351734225536,277.95969987560244,275.2221064078136,186.3174748219964,1.1298847421127776,2999.91518,2096.8631,24.0,0.0
2023-03-07 16:00:00,2024-07-17 00:00:00,3.1,3.907111105961694,276.83680933308005,275.38450065486586,110.1822363881553,4.086715468494912,3030.1652,2447.83158,7.0,0.0
2023-03-07 17:00:00,2024-07-17 00:00:00,3.1,3.907111105961694,276.83680933308005,275.38450065486586,110.1822363881553,4.086715468494912,3022.70071,2699.65222,0.0,0.0
2023-03-07 18:00:00,2024-07-17 00:00:00,3.1,3.907111105961694,276.83680933308005,275.38450065486586,110.1822363881553,4.086715468494912,3015.6251,2711.91571,0.0,0.0
