UTC time,nuclear,hydro,solar,wind
2023-04-01 00:00:00,3009.0,341.0,0.0,49.0
2023-04-01 01:00:00,3010.0,335.0,0.0,48.0
2023-04-01 02:00:00,3009.0,352.0,0.0,50.0
2023-04-01 03:00:00,3007.0,568.0,0.0,45.0
2023-04-01 04:00:00,3008.0,355.0,0.0,44.0
2023-04-01 05:00:00,3007.0,416.0,12.0,47.0
2023-04-01 06:00:00,3008.0,400.0,39.0,42.0
2023-04-01 07:00:00,3008.0,439.0,178.0,44.0
2023-04-01 08:00:00,3009.0,442.0,277.0,43.0
2023-04-01 09:00:00,3007.0,403.0,270.0,44.0
2023-04-01 10:00:00,3007.0,322.0,823.0,42.0
2023-04-01 11:00:00,3006.0,328.0,1043.0,42.0
2023-04-01 12:00:00,3006.0,298.0,1220.0,40.0
2023-04-01 13:00:00,3003.0,345.0,1194.0,40.0
2023-04-01 14:00:00,3005.0,729.0,931.0,31.0
2023-04-01 15:00:00,3005.0,984.0,389.0,29.0
2023-04-01 16:00:00,3003.0,585.0,520.0,23.0
2023-04-01 17:00:00,3005.0,802.0,56.0,19.0
2023-04-01 18:00:00,3005.0,671.0,1.0,19.0
2023-04-01 19:00:00,3007.0,559.0,0.0,17.0
2023-04-01 20:00:00,3008.0,505.0,0.0,22.0
2023-04-01 21:00:00,3012.0,476.0,0.0,28.0
2023-04-01 22:00:00,3012.0,377.0,0.0,25.0
2023-04-01 23:00:00,3011.0,300.0,0.0,23.0
