UTC time,nuclear,hydro,solar,wind
2023-01-04 00:00:00,3013.0,259.0,0.0,11.0
2023-01-04 01:00:00,3017.0,255.0,0.0,15.0
2023-01-04 02:00:00,3022.0,236.0,0.0,17.0
2023-01-04 03:00:00,3014.0,238.0,0.0,19.0
2023-01-04 04:00:00,3014.0,255.0,0.0,22.0
2023-01-04 05:00:00,3013.0,361.0,0.0,27.0
2023-01-04 06:00:00,3013.0,447.0,0.0,32.0
2023-01-04 07:00:00,3014.0,647.0,1.0,39.0
2023-01-04 08:00:00,3015.0,708.0,73.0,38.0
2023-01-04 09:00:00,3013.0,552.0,137.0,36.0
2023-01-04 10:00:00,3011.0,422.0,177.0,33.0
2023-01-04 11:00:00,3011.0,429.0,165.0,30.0
2023-01-04 12:00:00,3015.0,330.0,219.0,27.0
2023-01-04 13:00:00,3013.0,343.0,118.0,34.0
2023-01-04 14:00:00,3007.0,429.0,64.0,36.0
2023-01-04 15:00:00,3006.0,558.0,6.0,37.0
2023-01-04 16:00:00,3006.0,640.0,0.0,38.0
2023-01-04 17:00:00,3004.0,784.0,0.0,39.0
2023-01-04 18:00:00,3005.0,452.0,0.0,40.0
2023-01-04 19:00:00,3004.0,294.0,0.0,36.0
2023-01-04 20:00:00,3005.0,267.0,0.0,37.0
2023-01-04 21:00:00,3005.0,263.0,0.0,35.0
2023-01-04 22:00:00,3001.0,354.0,0.0,35.0
2023-01-04 23:00:00,2999.0,329.0,0.0,37.0
