Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nuclear,hydro,solar,wind
35136,2023-01-04 00:00:00,2024-07-17 00:00:00,3.1,12.94,3013.0,259.0,0.0,11.0
35137,2023-01-04 01:00:00,2024-07-17 00:00:00,3.1,12.93,3017.0,255.0,0.0,15.0
35138,2023-01-04 02:00:00,2024-07-17 00:00:00,3.1,12.86,3022.0,236.0,0.0,17.0
35139,2023-01-04 03:00:00,2024-07-17 00:00:00,3.1,12.87,3014.0,238.0,0.0,19.0
35140,2023-01-04 04:00:00,2024-07-17 00:00:00,3.1,12.92,3014.0,255.0,0.0,22.0
35141,2023-01-04 05:00:00,2024-07-17 00:00:00,3.1,13.27,3013.0,361.0,0.0,27.0
35142,2023-01-04 06:00:00,2024-07-17 00:00:00,3.1,13.53,3013.0,447.0,0.0,32.0
35143,2023-01-04 07:00:00,2024-07-17 00:00:00,3.1,14.1,3014.0,647.0,1.0,39.0
35144,2023-01-04 08:00:00,2024-07-17 00:00:00,3.1,14.83,3015.0,708.0,73.0,38.0
35145,2023-01-04 09:00:00,2024-07-17 00:00:00,3.1,14.97,3013.0,552.0,137.0,36.0
35146,2023-01-04 10:00:00,2024-07-17 00:00:00,3.1,14.98,3011.0,422.0,177.0,33.0
35147,2023-01-04 11:00:00,2024-07-17 00:00:00,3.1,14.91,3011.0,429.0,165.0,30.0
35148,2023-01-04 12:00:00,2024-07-17 00:00:00,3.1,15.11,3015.0,330.0,219.0,27.0
35149,2023-01-04 13:00:00,2024-07-17 00:00:00,3.1,14.27,3013.0,343.0,118.0,34.0
35150,2023-01-04 14:00:00,2024-07-17 00:00:00,3.1,14.04,3007.0,429.0,64.0,36.0
35151,2023-01-04 15:00:00,2024-07-17 00:00:00,3.1,13.9,3006.0,558.0,6.0,37.0
35152,2023-01-04 16:00:00,2024-07-17 00:00:00,3.1,14.07,3006.0,640.0,0.0,38.0
35153,2023-01-04 17:00:00,2024-07-17 00:00:00,3.1,14.45,3004.0,784.0,0.0,39.0
35154,2023-01-04 18:00:00,2024-07-17 00:00:00,3.1,13.54,3005.0,452.0,0.0,40.0
35155,2023-01-04 19:00:00,2024-07-17 00:00:00,3.1,13.05,3004.0,294.0,0.0,36.0
35156,2023-01-04 20:00:00,2024-07-17 00:00:00,3.1,12.96,3005.0,267.0,0.0,37.0
35157,2023-01-04 21:00:00,2024-07-17 00:00:00,3.1,12.94,3005.0,263.0,0.0,35.0
35158,2023-01-04 22:00:00,2024-07-17 00:00:00,3.1,13.24,3001.0,354.0,0.0,35.0
35159,2023-01-04 23:00:00,2024-07-17 00:00:00,3.1,13.16,2999.0,329.0,0.0,37.0
