UTC time,nuclear,hydro,solar,wind
2023-03-30 00:00:00,2995.0,294.0,0.0,34.0
2023-03-30 01:00:00,2996.0,290.0,0.0,39.0
2023-03-30 02:00:00,2998.0,704.0,0.0,45.0
2023-03-30 03:00:00,2996.0,821.0,0.0,49.0
2023-03-30 04:00:00,2994.0,672.0,0.0,49.0
2023-03-30 05:00:00,2994.0,1258.0,5.0,44.0
2023-03-30 06:00:00,2993.0,1377.0,89.0,44.0
2023-03-30 07:00:00,2994.0,782.0,373.0,38.0
2023-03-30 08:00:00,2990.0,649.0,334.0,39.0
2023-03-30 09:00:00,2988.0,832.0,555.0,38.0
2023-03-30 10:00:00,2984.0,969.0,605.0,39.0
2023-03-30 11:00:00,2993.0,995.0,234.0,47.0
2023-03-30 12:00:00,2993.0,572.0,275.0,45.0
2023-03-30 13:00:00,2992.0,440.0,1305.0,43.0
2023-03-30 14:00:00,2988.0,490.0,1308.0,52.0
2023-03-30 15:00:00,2984.0,533.0,554.0,46.0
2023-03-30 16:00:00,2985.0,726.0,357.0,41.0
2023-03-30 17:00:00,2987.0,749.0,68.0,33.0
2023-03-30 18:00:00,2991.0,670.0,1.0,31.0
2023-03-30 19:00:00,2993.0,577.0,0.0,29.0
2023-03-30 20:00:00,2994.0,508.0,0.0,33.0
2023-03-30 21:00:00,2997.0,475.0,0.0,37.0
2023-03-30 22:00:00,2997.0,592.0,0.0,37.0
2023-03-30 23:00:00,2998.0,551.0,0.0,33.0
