Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nuclear,hydro,solar,wind
39024,2023-06-15 00:00:00,2024-07-17 00:00:00,3.1,16.28,1975.0,1095.0,0.0,1.0
39025,2023-06-15 01:00:00,2024-07-17 00:00:00,3.1,16.02,1977.0,996.0,0.0,1.0
39026,2023-06-15 02:00:00,2024-07-17 00:00:00,3.1,16.28,1979.0,1096.0,0.0,0.0
39027,2023-06-15 03:00:00,2024-07-17 00:00:00,3.1,17.31,1981.0,1568.0,1.0,0.0
39028,2023-06-15 04:00:00,2024-07-17 00:00:00,3.1,18.55,1981.0,2070.0,64.0,1.0
39029,2023-06-15 05:00:00,2024-07-17 00:00:00,3.1,20.66,1981.0,2847.0,315.0,3.0
39030,2023-06-15 06:00:00,2024-07-17 00:00:00,3.1,22.73,1978.0,3096.0,778.0,3.0
39031,2023-06-15 07:00:00,2024-07-17 00:00:00,3.1,25.16,1977.0,1642.0,1410.0,5.0
39032,2023-06-15 08:00:00,2024-07-17 00:00:00,3.1,27.18,1971.0,1269.0,1912.0,6.0
39033,2023-06-15 09:00:00,2024-07-17 00:00:00,3.1,28.39,1968.0,1103.0,2242.0,8.0
39034,2023-06-15 10:00:00,2024-07-17 00:00:00,3.1,29.26,1965.0,850.0,2452.0,10.0
39035,2023-06-15 11:00:00,2024-07-17 00:00:00,3.1,26.97,1960.0,890.0,1784.0,10.0
39036,2023-06-15 12:00:00,2024-07-17 00:00:00,3.1,26.82,1961.0,1232.0,1798.0,10.0
39037,2023-06-15 13:00:00,2024-07-17 00:00:00,3.1,25.47,1962.0,975.0,1436.0,12.0
39038,2023-06-15 14:00:00,2024-07-17 00:00:00,3.1,23.68,1962.0,1269.0,1062.0,12.0
39039,2023-06-15 15:00:00,2024-07-17 00:00:00,3.1,25.23,1961.0,1573.0,1420.0,12.0
39040,2023-06-15 16:00:00,2024-07-17 00:00:00,3.1,23.48,1963.0,2706.0,989.0,12.0
39041,2023-06-15 17:00:00,2024-07-17 00:00:00,3.1,21.95,1963.0,3459.0,546.0,11.0
39042,2023-06-15 18:00:00,2024-07-17 00:00:00,3.1,20.3,1964.0,3411.0,153.0,11.0
39043,2023-06-15 19:00:00,2024-07-17 00:00:00,3.1,19.62,1965.0,3360.0,12.0,7.0
39044,2023-06-15 20:00:00,2024-07-17 00:00:00,3.1,19.24,1967.0,2993.0,0.0,2.0
39045,2023-06-15 21:00:00,2024-07-17 00:00:00,3.1,18.31,1969.0,2186.0,0.0,2.0
39046,2023-06-15 22:00:00,2024-07-17 00:00:00,3.1,18.14,1971.0,2067.0,0.0,2.0
39047,2023-06-15 23:00:00,2024-07-17 00:00:00,3.1,17.96,1972.0,1947.0,0.0,2.0
