datetime,param,level,latitude,longitude,3 hr fcst,6 hr fcst,9 hr fcst,12 hr fcst,15 hr fcst,18 hr fcst,21 hr fcst,24 hr fcst,27 hr fcst,30 hr fcst,33 hr fcst,36 hr fcst,39 hr fcst,42 hr fcst,45 hr fcst,48 hr fcst,51 hr fcst,54 hr fcst,57 hr fcst,60 hr fcst,63 hr fcst,66 hr fcst,69 hr fcst,72 hr fcst,75 hr fcst,78 hr fcst,81 hr fcst,84 hr fcst,87 hr fcst,90 hr fcst,93 hr fcst,96 hr fcst
2023-06-27 00:00:00,UGRD,10 m above ground,30.75,-115.25,4.986690540810699,3.2408719727393835,2.730153636379376,2.3492828590764274,3.3942414063571884,6.309227615803334,8.601781133348311,8.952365219994508,5.148715501267393,2.9156431809522974,2.5062167040171874,2.2598139775194466,2.959561948224823,5.604302524812795,7.559413119865121,8.151569748889509,4.740392791978879,3.213626029871109,2.5371057708653093,2.254448583909743,2.7415986707519693,4.668896814593111,6.101399491690471,6.34636290794748,3.9986350177603454,2.4452118711816393,1.8765256364506289,1.7862703255674863,1.555035755553491,2.836443303566042,4.4689401754206415,4.914698942623371
